Tree,MC,Timestamp,Port2_Atmos_pressure,Port2_VPD,Port2_Temp,Port2_RH,Port5_Temp,Port5_RH,Port5_VPD,Port5_Atmos_pressure,Port1_Solar,Port3_LW_minutes,Port3_LW_minutes_H,Port3_LWS_Count,Port4_Solar,Port6_LWS_Count,Port6_LW_minutes_H,Port6_LW_minutes
ET4,MC3,2023-12-15T14:30:00Z,87.6,0,19.4,1,19.4,0.973,0.06,87.58,15.7,15,15,471,8.6,462,10,15
ET4,MC3,2023-12-15T14:45:00Z,87.6,0,19.2,1.001,19.2,0.982,0.04,87.58,7.7,15,15,480,1.6,466,15,15
ET4,MC3,2023-12-15T15:00:00Z,87.59,0,19.1,1.001,19.1,0.99,0.02,87.57,10.1,15,15,524,6,483,15,15
ET4,MC3,2023-12-15T15:15:00Z,87.58,0,19,1,19,0.996,0.01,87.56,20.3,15,15,736,11.2,610,15,15
ET4,MC3,2023-12-15T15:30:00Z,87.58,0,18.7,1,18.7,0.998,0,87.56,29.1,15,15,800,16.3,742,15,15
ET4,MC3,2023-12-15T15:45:00Z,87.58,0,18.5,1,18.5,1,0,87.57,29.1,15,15,744,16.5,630,15,15
ET4,MC3,2023-12-15T16:00:00Z,87.59,0,18.5,0.999,18.5,1.001,0,87.57,15.2,15,15,808,8.8,647,15,15
ET4,MC3,2023-12-15T16:15:00Z,87.61,0,18.3,1,18.3,1,0,87.59,21.8,15,15,713,11.7,611,15,15
ET4,MC3,2023-12-15T16:30:00Z,87.63,0,18.2,1,18.3,1,0,87.61,10.4,15,15,670,4,591,15,15
ET4,MC3,2023-12-15T16:45:00Z,87.64,0,18.1,1,18.1,1,0,87.62,5.1,15,15,634,0,576,15,15
ET4,MC3,2023-12-15T17:00:00Z,87.65,0,17.9,1,18,1,0,87.63,0.7,15,15,616,0,560,15,15
ET4,MC3,2023-12-15T17:15:00Z,87.67,0,17.8,1.001,17.8,1.001,0,87.64,0,15,15,595,0,538,15,15
ET4,MC3,2023-12-15T17:30:00Z,87.67,0,17.8,1.001,17.8,1,0,87.65,0,15,15,580,0,524,15,15
ET4,MC3,2023-12-15T17:45:00Z,87.67,0,17.7,1.001,17.7,0.996,0.01,87.65,0,15,15,585,0,527,15,15
ET4,MC3,2023-12-15T18:00:00Z,87.68,0,17.6,1.001,17.6,0.995,0.01,87.66,0,15,15,585,0,523,15,15
ET4,MC3,2023-12-15T18:15:00Z,87.68,0,17.6,1,17.6,0.997,0.01,87.66,0,15,15,571,0,505,15,15
ET4,MC3,2023-12-15T18:30:00Z,87.7,0,17.8,1,17.9,0.985,0.03,87.68,0,15,15,562,0,495,15,15
ET4,MC3,2023-12-15T18:45:00Z,87.72,0.01,18,0.998,18.1,0.97,0.06,87.7,0,15,15,554,0,486,15,15
ET4,MC3,2023-12-15T19:00:00Z,87.75,0.02,18.3,0.993,18.4,0.956,0.09,87.73,0,15,15,547,0,477,15,15
ET4,MC3,2023-12-15T19:15:00Z,87.77,0.02,18.5,0.989,18.5,0.953,0.1,87.75,0,15,15,540,0,469,15,15
ET4,MC3,2023-12-15T19:30:00Z,87.78,0.03,18.4,0.988,18.5,0.953,0.1,87.76,0,15,15,532,0,463,15,15
ET4,MC3,2023-12-15T19:45:00Z,87.79,0.04,18.4,0.982,18.4,0.948,0.11,87.77,0,15,15,518,0,461,15,15
ET4,MC3,2023-12-15T20:00:00Z,87.8,0.07,18.6,0.968,18.6,0.934,0.14,87.78,0,15,15,488,0,459,5,15
ET4,MC3,2023-12-15T20:15:00Z,87.81,0.11,18.9,0.95,18.9,0.914,0.19,87.8,0,15,15,462,0,458,0,15
ET4,MC3,2023-12-15T20:30:00Z,87.82,0.12,18.9,0.944,19,0.906,0.21,87.8,0,15,15,460,0,459,0,15
ET4,MC3,2023-12-15T20:45:00Z,87.85,0.12,18.7,0.946,18.8,0.909,0.2,87.83,0,15,15,460,0,459,0,15
ET4,MC3,2023-12-15T21:00:00Z,87.87,0.1,18.6,0.951,18.6,0.916,0.18,87.85,0,15,15,461,0,459,0,15
ET4,MC3,2023-12-15T21:15:00Z,87.88,0.09,18.5,0.957,18.5,0.92,0.17,87.86,0,15,15,461,0,459,0,15
ET4,MC3,2023-12-15T21:30:00Z,87.87,0.1,18.5,0.954,18.6,0.918,0.18,87.85,0,15,15,460,0,459,0,15
ET4,MC3,2023-12-15T21:45:00Z,87.87,0.11,18.6,0.95,18.7,0.913,0.19,87.85,0,15,15,460,0,458,0,15
ET4,MC3,2023-12-15T22:00:00Z,87.87,0.11,18.7,0.947,18.8,0.91,0.2,87.85,0,15,15,460,0,459,0,15
ET4,MC3,2023-12-15T22:15:00Z,87.86,0.1,18.6,0.955,18.7,0.92,0.17,87.84,0,15,15,461,0,459,0,15
ET4,MC3,2023-12-15T22:30:00Z,87.85,0.07,18.4,0.969,18.5,0.932,0.14,87.83,0,15,15,462,0,460,0,15
ET4,MC3,2023-12-15T22:45:00Z,87.85,0.04,18.2,0.98,18.3,0.945,0.12,87.83,0,15,15,462,0,460,2,15
ET4,MC3,2023-12-15T23:00:00Z,87.85,0.03,18.2,0.988,18.2,0.953,0.1,87.83,0,15,15,463,0,460,15,15
ET4,MC3,2023-12-15T23:15:00Z,87.84,0.01,18.2,0.994,18.2,0.96,0.08,87.82,0,15,15,462,0,460,13,15
ET4,MC3,2023-12-15T23:30:00Z,87.84,0.03,18.4,0.987,18.4,0.954,0.1,87.82,0,15,15,462,0,460,6,15
ET4,MC3,2023-12-15T23:45:00Z,87.84,0.02,18.5,0.989,18.6,0.954,0.1,87.82,0,15,15,462,0,460,14,15
ET4,MC3,2023-12-16T00:00:00Z,87.84,0.02,18.5,0.992,18.6,0.957,0.09,87.82,0,15,15,463,0,461,15,15
ET4,MC3,2023-12-16T00:15:00Z,87.83,0,18.4,0.999,18.5,0.967,0.07,87.81,0,15,15,550,0,503,15,15
ET4,MC3,2023-12-16T00:30:00Z,87.81,0,18.4,1,18.3,0.983,0.04,87.79,0,15,15,574,0,509,15,15
ET4,MC3,2023-12-16T00:45:00Z,87.79,0,18.4,1,18.4,0.987,0.03,87.77,0,15,15,554,0,492,15,15
ET4,MC3,2023-12-16T01:00:00Z,87.77,0,18.5,1,18.5,0.985,0.03,87.75,0,15,15,534,0,476,15,15
ET4,MC3,2023-12-16T01:15:00Z,87.75,0,18.6,0.999,18.6,0.978,0.05,87.73,0,15,15,504,0,462,15,15
ET4,MC3,2023-12-16T01:30:00Z,87.73,0,18.6,1,18.7,0.97,0.06,87.71,0,15,15,481,0,460,15,15
ET4,MC3,2023-12-16T01:45:00Z,87.72,0.01,18.6,0.996,18.7,0.962,0.08,87.69,0,15,15,464,0,460,15,15
ET4,MC3,2023-12-16T02:00:00Z,87.7,0.03,18.7,0.986,18.8,0.953,0.1,87.68,0,15,15,462,0,460,12,15
ET4,MC3,2023-12-16T02:15:00Z,87.69,0.04,18.7,0.983,18.7,0.948,0.11,87.67,0,15,15,462,0,460,15,15
ET4,MC3,2023-12-16T02:30:00Z,87.68,0.03,18.6,0.984,18.6,0.95,0.11,87.66,0,15,15,462,0,460,9,15
ET4,MC3,2023-12-16T02:45:00Z,87.68,0.03,18.6,0.984,18.7,0.95,0.11,87.66,0,15,15,462,0,460,5,15
ET4,MC3,2023-12-16T03:00:00Z,87.69,0.04,18.7,0.982,18.7,0.948,0.11,87.67,0,15,15,462,0,460,2,15
ET4,MC3,2023-12-16T03:15:00Z,87.7,0.05,18.7,0.976,18.7,0.941,0.13,87.68,0,15,15,462,0,460,0,15
ET4,MC3,2023-12-16T03:30:00Z,87.7,0.06,18.6,0.971,18.6,0.937,0.14,87.68,0,15,15,461,0,459,0,15
ET4,MC3,2023-12-16T03:45:00Z,87.72,0.07,18.6,0.967,18.7,0.932,0.15,87.7,0,15,15,461,0,459,0,15
ET4,MC3,2023-12-16T04:00:00Z,87.73,0.06,18.5,0.971,18.6,0.937,0.13,87.71,0,15,15,461,0,459,0,15
ET4,MC3,2023-12-16T04:15:00Z,87.74,0.07,18.6,0.967,18.6,0.933,0.14,87.72,0,15,15,461,0,459,0,15
ET4,MC3,2023-12-16T04:30:00Z,87.76,0.07,18.6,0.968,18.6,0.932,0.14,87.74,0,15,15,461,0,459,0,15
ET4,MC3,2023-12-16T04:45:00Z,87.77,0.06,18.5,0.972,18.6,0.936,0.14,87.75,0,15,15,461,0,459,0,15
ET4,MC3,2023-12-16T05:00:00Z,87.78,0.06,18.6,0.97,18.6,0.935,0.14,87.76,0,15,15,460,0,459,0,15
ET4,MC3,2023-12-16T05:15:00Z,87.79,0.09,18.8,0.958,18.8,0.923,0.17,87.77,0,15,15,460,0,459,0,15
ET4,MC3,2023-12-16T05:30:00Z,87.8,0.1,18.9,0.952,19,0.915,0.19,87.78,0,15,15,460,0,459,0,15
ET4,MC3,2023-12-16T05:45:00Z,87.8,0.12,19,0.947,19,0.911,0.2,87.78,0,15,15,460,0,458,0,15
ET4,MC3,2023-12-16T06:00:00Z,87.82,0.12,18.9,0.946,18.9,0.911,0.19,87.8,0,15,15,460,0,458,0,15
ET4,MC3,2023-12-16T06:15:00Z,87.84,0.11,18.7,0.951,18.8,0.914,0.19,87.82,3.3,15,15,460,0,459,0,15
ET4,MC3,2023-12-16T06:30:00Z,87.84,0.08,18.5,0.961,18.6,0.925,0.16,87.82,9.9,15,15,461,5.9,459,0,15
ET4,MC3,2023-12-16T06:45:00Z,87.86,0.05,18.4,0.976,18.4,0.941,0.12,87.84,15,15,15,462,9.2,460,0,15
ET4,MC3,2023-12-16T07:00:00Z,87.86,0.03,18.3,0.987,18.3,0.953,0.1,87.84,22.2,15,15,462,14.1,460,0,15
ET4,MC3,2023-12-16T07:15:00Z,87.87,0.02,18.3,0.992,18.4,0.957,0.09,87.85,26.7,15,15,461,16.8,459,1,15
ET4,MC3,2023-12-16T07:30:00Z,87.89,0.02,18.5,0.99,18.5,0.957,0.09,87.88,32.2,15,15,461,20.5,459,0,15
ET4,MC3,2023-12-16T07:45:00Z,87.92,0.02,18.6,0.991,18.6,0.958,0.09,87.9,39.4,15,15,461,23.8,460,0,15
ET4,MC3,2023-12-16T08:00:00Z,87.93,0.01,18.7,0.996,18.7,0.962,0.08,87.91,61.2,15,11,461,37.7,460,0,15
ET4,MC3,2023-12-16T08:15:00Z,87.94,0,18.5,0.999,18.5,0.971,0.06,87.92,48.7,15,15,462,29.7,461,12,15
ET4,MC3,2023-12-16T08:30:00Z,87.95,0,18.4,0.999,18.4,0.981,0.04,87.93,32.2,15,15,465,18.1,462,15,15
ET4,MC3,2023-12-16T08:45:00Z,87.96,0,18.3,1,18.3,0.992,0.02,87.94,32.2,15,15,464,17.9,462,15,15
ET4,MC3,2023-12-16T09:00:00Z,87.96,0,18.7,0.999,18.6,0.998,0,87.94,43.4,15,15,462,24.2,461,15,15
ET4,MC3,2023-12-16T09:15:00Z,87.96,0,18.8,0.999,18.8,0.997,0.01,87.94,43.2,15,15,461,24.7,460,10,15
ET4,MC3,2023-12-16T09:30:00Z,87.96,0,19.2,0.999,19.2,0.987,0.03,87.94,56.9,15,15,460,32.6,459,0,15
ET4,MC3,2023-12-16T09:45:00Z,87.94,0.01,19.5,0.995,19.5,0.967,0.07,87.93,71.2,15,10,459,47.6,458,3,15
ET4,MC3,2023-12-16T10:00:00Z,87.93,0.05,20.2,0.978,20.2,0.945,0.13,87.91,81.1,15,0,459,51.3,458,0,15
ET4,MC3,2023-12-16T10:15:00Z,87.92,0.06,20.9,0.977,20.9,0.943,0.14,87.9,73.8,15,0,459,49.6,458,0,15
ET4,MC3,2023-12-16T10:30:00Z,87.91,0.1,21,0.959,21,0.924,0.19,87.89,76.5,15,0,458,53.5,457,0,15
ET4,MC3,2023-12-16T10:45:00Z,87.9,0.15,21.6,0.942,21.6,0.908,0.24,87.88,59,15,0,458,41.2,457,0,15
ET4,MC3,2023-12-16T11:00:00Z,87.89,0.15,21.7,0.942,21.8,0.904,0.25,87.87,42.8,15,0,459,30.2,457,0,15
ET4,MC3,2023-12-16T11:15:00Z,87.87,0.13,21.6,0.949,21.7,0.912,0.23,87.85,47.4,15,0,459,31.3,457,0,15
ET4,MC3,2023-12-16T11:30:00Z,87.86,0.12,21.4,0.953,21.4,0.919,0.21,87.84,53.1,15,0,459,52.2,458,0,15
ET4,MC3,2023-12-16T11:45:00Z,87.86,0.08,20.9,0.968,21,0.934,0.16,87.84,44.7,15,0,460,34.1,458,0,15
ET4,MC3,2023-12-16T12:00:00Z,87.85,0.05,20.7,0.979,20.7,0.947,0.13,87.84,41.4,15,6,461,22.9,460,0,15
ET4,MC3,2023-12-16T12:15:00Z,87.84,0.01,20.2,0.997,20.1,0.967,0.08,87.82,50.5,15,15,461,29.1,459,3,15
ET4,MC3,2023-12-16T12:30:00Z,87.82,0,20.2,1,20.2,0.974,0.06,87.8,39.6,15,15,461,22.2,460,5,15
ET4,MC3,2023-12-16T12:45:00Z,87.8,0,20.2,1,20.2,0.979,0.05,87.78,42.8,15,15,463,24.5,460,12,15
ET4,MC3,2023-12-16T13:00:00Z,87.77,0,19.9,1,20,0.984,0.04,87.75,33.5,15,15,464,18.9,462,15,15
ET4,MC3,2023-12-16T13:15:00Z,87.75,0,19.8,1.001,19.9,0.993,0.02,87.73,38.5,15,15,463,21.8,461,15,15
ET4,MC3,2023-12-16T13:30:00Z,87.73,0,19.9,1.001,19.9,0.996,0.01,87.71,45,15,15,461,24.9,460,15,15
ET4,MC3,2023-12-16T13:45:00Z,87.72,0,20,0.999,20,0.995,0.01,87.7,41.6,15,15,461,23.3,460,15,15
ET4,MC3,2023-12-16T14:00:00Z,87.71,0,20,1,20,0.989,0.03,87.69,43.6,15,15,461,24.5,460,14,15
ET4,MC3,2023-12-16T14:15:00Z,87.7,0,20.1,1,20.1,0.978,0.05,87.68,42.8,15,15,461,23.6,460,6,15
ET4,MC3,2023-12-16T14:30:00Z,87.69,0,20,1.001,20,0.98,0.05,87.67,22,15,15,464,12.3,461,14,15
ET4,MC3,2023-12-16T14:45:00Z,87.68,0,19.8,1,19.9,0.987,0.03,87.66,20.5,15,15,464,11.5,461,15,15
ET4,MC3,2023-12-16T15:00:00Z,87.68,0,19.8,1.001,19.8,0.992,0.02,87.66,13.9,15,15,465,8.1,462,15,15
ET4,MC3,2023-12-16T15:15:00Z,87.68,0,19.7,0.999,19.7,0.995,0.01,87.66,13.4,15,15,464,7.7,462,15,15
ET4,MC3,2023-12-16T15:30:00Z,87.68,0,19.6,0.999,19.6,0.997,0.01,87.66,14.1,15,15,464,8.1,462,15,15
ET4,MC3,2023-12-16T15:45:00Z,87.69,0,19.6,1,19.6,0.996,0.01,87.67,14.3,15,15,464,8.4,461,15,15
ET4,MC3,2023-12-16T16:00:00Z,87.69,0,19.5,1.001,19.6,0.995,0.01,87.67,11.4,15,15,464,6.8,462,15,15
ET4,MC3,2023-12-16T16:15:00Z,87.7,0,19.6,1,19.6,0.995,0.01,87.68,12.6,15,15,463,7.3,461,15,15
ET4,MC3,2023-12-16T16:30:00Z,87.71,0,19.7,1,19.6,0.995,0.01,87.69,5.9,15,15,463,2,461,15,15
ET4,MC3,2023-12-16T16:45:00Z,87.71,0,19.7,0.999,19.7,0.992,0.02,87.69,8.4,15,15,463,4.2,461,15,15
ET4,MC3,2023-12-16T17:00:00Z,87.72,0,19.7,0.999,19.7,0.984,0.04,87.7,0,15,15,462,0,460,14,15
ET4,MC3,2023-12-16T17:15:00Z,87.73,0,19.7,1,19.7,0.974,0.06,87.71,0,15,15,462,0,460,15,15
ET4,MC3,2023-12-16T17:30:00Z,87.74,0.01,19.7,0.994,19.7,0.962,0.09,87.72,0,15,15,462,0,460,1,15
ET4,MC3,2023-12-16T17:45:00Z,87.74,0.03,19.6,0.988,19.6,0.955,0.1,87.72,0,15,15,462,0,460,9,15
ET4,MC3,2023-12-16T18:00:00Z,87.75,0.02,19.4,0.992,19.4,0.96,0.09,87.73,0,15,15,462,0,460,10,15
ET4,MC3,2023-12-16T18:15:00Z,87.77,0.02,19.4,0.991,19.4,0.958,0.1,87.75,0,15,15,462,0,460,4,15
ET4,MC3,2023-12-16T18:30:00Z,87.79,0,19.4,0.999,19.3,0.97,0.07,87.77,0,15,15,464,0,461,15,15
ET4,MC3,2023-12-16T18:45:00Z,87.8,0,19.3,1,19.3,0.98,0.04,87.79,0,15,15,463,0,461,15,15
ET4,MC3,2023-12-16T19:00:00Z,87.81,0,19.3,1,19.3,0.982,0.04,87.79,0,15,15,463,0,460,15,15
ET4,MC3,2023-12-16T19:15:00Z,87.82,0,19.4,0.999,19.4,0.972,0.06,87.8,0,15,15,462,0,460,13,15
ET4,MC3,2023-12-16T19:30:00Z,87.85,0.02,19.6,0.99,19.5,0.96,0.09,87.83,0,15,15,461,0,460,1,15
ET4,MC3,2023-12-16T19:45:00Z,87.87,0.02,19.6,0.993,19.6,0.96,0.09,87.85,0,15,15,462,0,460,8,15
ET4,MC3,2023-12-16T20:00:00Z,87.88,0,19.5,0.999,19.5,0.967,0.08,87.87,0,15,15,464,0,462,15,15
ET4,MC3,2023-12-16T20:15:00Z,87.9,0,19.5,1,19.5,0.974,0.06,87.88,0,15,15,467,0,462,15,15
ET4,MC3,2023-12-16T20:30:00Z,87.91,0,19.5,1,19.5,0.983,0.04,87.9,0,15,15,536,0,474,15,15
ET4,MC3,2023-12-16T20:45:00Z,87.92,0,19.5,1.001,19.5,0.992,0.02,87.9,0,15,15,841,0,527,15,15
ET4,MC3,2023-12-16T21:00:00Z,87.93,0,19.6,1,19.5,0.998,0.01,87.91,0,15,15,816,0,717,15,15
ET4,MC3,2023-12-16T21:15:00Z,87.94,0,19.5,1,19.5,0.999,0,87.92,0,15,15,731,0,721,15,15
ET4,MC3,2023-12-16T21:30:00Z,87.94,0,19.4,1,19.4,0.999,0,87.92,0,15,15,749,0,668,15,15
ET4,MC3,2023-12-16T21:45:00Z,87.93,0,19.3,1,19.3,0.999,0,87.91,0,15,15,766,0,618,15,15
ET4,MC3,2023-12-16T22:00:00Z,87.93,0,19.1,1,19.1,1,0,87.91,0,15,15,632,0,601,15,15
ET4,MC3,2023-12-16T22:15:00Z,87.93,0,19,1,19,1.002,0,87.91,0,15,15,618,0,589,15,15
ET4,MC3,2023-12-16T22:30:00Z,87.93,0,19,1,19,0.999,0,87.91,0,15,15,608,0,580,15,15
ET4,MC3,2023-12-16T22:45:00Z,87.92,0,18.9,1,18.9,1,0,87.9,0,15,15,603,0,574,15,15
ET4,MC3,2023-12-16T23:00:00Z,87.91,0,18.8,0.999,18.8,1,0,87.9,0,15,15,595,0,566,15,15
ET4,MC3,2023-12-16T23:15:00Z,87.9,0,18.7,1.001,18.8,1.001,0,87.88,0,15,15,592,0,561,15,15
ET4,MC3,2023-12-16T23:30:00Z,87.9,0,18.6,1,18.6,1,0,87.88,0,15,15,585,0,553,15,15
ET4,MC3,2023-12-16T23:45:00Z,87.89,0,18.4,1,18.5,1,0,87.87,0,15,15,576,0,540,15,15
ET4,MC3,2023-12-17T00:00:00Z,87.88,0,18.4,1,18.4,0.999,0,87.86,0,15,15,567,0,522,15,15
ET4,MC3,2023-12-17T00:15:00Z,87.87,0,18.4,1,18.5,1,0,87.85,0,15,15,551,0,513,15,15
ET4,MC3,2023-12-17T00:30:00Z,87.86,0,18.5,1,18.6,1,0,87.84,0,15,15,545,0,506,15,15
ET4,MC3,2023-12-17T00:45:00Z,87.84,0,18.7,1,18.8,0.995,0.01,87.82,0,15,15,535,0,494,15,15
ET4,MC3,2023-12-17T01:00:00Z,87.83,0.01,18.8,0.998,18.9,0.966,0.07,87.81,0,15,15,526,0,487,15,15
ET4,MC3,2023-12-17T01:15:00Z,87.82,0.04,19,0.982,19,0.947,0.12,87.8,0,15,15,507,0,477,15,15
ET4,MC3,2023-12-17T01:30:00Z,87.81,0.06,19,0.97,19,0.934,0.14,87.79,0,15,15,475,0,466,15,15
ET4,MC3,2023-12-17T01:45:00Z,87.79,0.09,18.9,0.959,19,0.923,0.17,87.77,0,15,15,461,0,459,9,15
ET4,MC3,2023-12-17T02:00:00Z,87.77,0.11,19.1,0.951,19.1,0.915,0.19,87.75,0,15,15,460,0,459,0,15
ET4,MC3,2023-12-17T02:15:00Z,87.75,0.1,19.1,0.954,19.1,0.919,0.18,87.73,0,15,15,460,0,459,0,15
ET4,MC3,2023-12-17T02:30:00Z,87.74,0.11,19.2,0.95,19.2,0.915,0.19,87.72,0,15,15,460,0,459,0,15
ET4,MC3,2023-12-17T02:45:00Z,87.72,0.13,19.3,0.941,19.3,0.905,0.21,87.7,0,15,6,460,0,458,0,15
ET4,MC3,2023-12-17T03:00:00Z,87.72,0.15,19.4,0.931,19.4,0.896,0.23,87.7,0,15,0,459,0,458,0,15
ET4,MC3,2023-12-17T03:15:00Z,87.72,0.15,19.2,0.933,19.2,0.897,0.23,87.7,0,15,0,459,0,458,0,15
ET4,MC3,2023-12-17T03:30:00Z,87.72,0.15,18.9,0.933,18.9,0.898,0.22,87.7,0,15,0,459,0,458,0,15
ET4,MC3,2023-12-17T03:45:00Z,87.73,0.15,18.7,0.929,18.7,0.894,0.23,87.72,0,15,0,459,0,458,0,15
ET4,MC3,2023-12-17T04:00:00Z,87.74,0.17,18.6,0.919,18.6,0.884,0.25,87.72,0,15,0,458,0,457,0,15
ET4,MC3,2023-12-17T04:15:00Z,87.76,0.19,18.4,0.91,18.5,0.876,0.26,87.74,0,15,0,458,0,457,0,15
ET4,MC3,2023-12-17T04:30:00Z,87.78,0.22,18.3,0.896,18.3,0.862,0.29,87.76,0,15,0,457,0,456,0,15
ET4,MC3,2023-12-17T04:45:00Z,87.79,0.23,18.3,0.892,18.4,0.857,0.3,87.77,0,15,0,457,0,456,0,15
ET4,MC3,2023-12-17T05:00:00Z,87.81,0.24,18.4,0.886,18.4,0.854,0.31,87.79,0,15,0,457,0,456,0,15
ET4,MC3,2023-12-17T05:15:00Z,87.82,0.25,18.4,0.882,18.4,0.847,0.32,87.8,0,15,0,457,0,456,0,15
ET4,MC3,2023-12-17T05:30:00Z,87.83,0.24,18.4,0.886,18.4,0.852,0.31,87.81,0,15,0,457,0,456,0,15
ET4,MC3,2023-12-17T05:45:00Z,87.84,0.22,18.3,0.896,18.3,0.86,0.29,87.82,0,15,0,457,0,456,0,15
ET4,MC3,2023-12-17T06:00:00Z,87.86,0.19,18.2,0.909,18.2,0.874,0.26,87.84,0,15,0,457,0,457,0,15
ET4,MC3,2023-12-17T06:15:00Z,87.88,0.15,18.2,0.928,18.3,0.891,0.23,87.86,0,15,0,458,0,457,0,15
ET4,MC3,2023-12-17T06:30:00Z,87.89,0.12,18.2,0.944,18.3,0.906,0.2,87.87,0.7,15,0,458,0,457,0,15
ET4,MC3,2023-12-17T06:45:00Z,87.91,0.1,18.4,0.952,18.4,0.916,0.18,87.89,9,15,1,459,3.3,458,0,15
ET4,MC3,2023-12-17T07:00:00Z,87.93,0.09,18.5,0.959,18.5,0.923,0.16,87.91,15.7,15,0,459,9.2,458,0,15
ET4,MC3,2023-12-17T07:15:00Z,87.94,0.08,18.6,0.964,18.6,0.929,0.15,87.92,15.9,15,0,459,10.1,458,0,15
ET4,MC3,2023-12-17T07:30:00Z,87.96,0.07,18.7,0.968,18.7,0.932,0.15,87.94,23.6,15,0,458,14.8,458,0,15
ET4,MC3,2023-12-17T07:45:00Z,87.97,0.09,19,0.959,19,0.923,0.17,87.96,46.5,15,0,458,29.7,458,0,15
ET4,MC3,2023-12-17T08:00:00Z,87.99,0.09,19.1,0.961,19.1,0.926,0.16,87.98,44.9,15,0,458,28.7,457,0,15
ET4,MC3,2023-12-17T08:15:00Z,88.01,0.08,19.3,0.963,19.3,0.928,0.16,87.99,86.1,15,0,457,51.3,457,0,15
ET4,MC3,2023-12-17T08:30:00Z,88.02,0.11,19.5,0.953,19.5,0.917,0.19,88,152,15,0,457,62.8,457,0,15
ET4,MC3,2023-12-17T08:45:00Z,88.02,0.12,19.7,0.946,19.6,0.915,0.19,88,137.5,15,0,455,71.8,455,0,15
ET4,MC3,2023-12-17T09:00:00Z,88.02,0.14,19.9,0.938,19.9,0.907,0.22,88,69,15,0,457,66.5,455,0,15
ET4,MC3,2023-12-17T09:15:00Z,88.01,0.13,19.8,0.942,19.8,0.906,0.22,87.99,51.5,15,0,458,39.7,457,0,15
ET4,MC3,2023-12-17T09:30:00Z,88.02,0.11,19.8,0.952,19.8,0.917,0.19,88,59.9,15,0,458,48.5,457,0,15
ET4,MC3,2023-12-17T09:45:00Z,88.01,0.11,19.8,0.952,19.8,0.919,0.19,88,74.3,15,0,457,50.4,456,0,15
ET4,MC3,2023-12-17T10:00:00Z,88,0.12,19.9,0.948,19.9,0.914,0.2,87.99,81.8,15,6,457,58.4,456,0,15
ET4,MC3,2023-12-17T10:15:00Z,87.99,0.14,20.3,0.94,20.3,0.906,0.23,87.97,85.5,15,0,458,57.1,457,0,15
ET4,MC3,2023-12-17T10:30:00Z,87.97,0.12,20.1,0.948,20.1,0.914,0.2,87.95,68.1,15,0,457,43.8,457,0,15
ET4,MC3,2023-12-17T10:45:00Z,87.96,0.1,19.8,0.959,19.8,0.926,0.17,87.94,67.6,15,0,459,42.5,458,0,15
ET4,MC3,2023-12-17T11:00:00Z,87.94,0.06,19.7,0.974,19.7,0.94,0.14,87.92,67.6,15,0,458,41.6,457,0,15
ET4,MC3,2023-12-17T11:15:00Z,87.91,0.09,20.1,0.963,20.2,0.931,0.16,87.89,81.7,15,0,457,48.9,456,0,15
ET4,MC3,2023-12-17T11:30:00Z,87.88,0.15,20.6,0.937,20.6,0.905,0.23,87.86,90.6,15,0,457,76.2,456,0,15
ET4,MC3,2023-12-17T11:45:00Z,87.87,0.16,20.6,0.933,20.6,0.9,0.24,87.85,91.6,15,0,457,107.5,456,0,15
ET4,MC3,2023-12-17T12:00:00Z,87.85,0.19,20.7,0.922,20.7,0.887,0.28,87.84,80.4,15,0,457,105.8,456,0,15
ET4,MC3,2023-12-17T12:15:00Z,87.84,0.2,20.7,0.919,20.7,0.884,0.28,87.82,78.9,15,0,457,91.9,456,0,15
ET4,MC3,2023-12-17T12:30:00Z,87.81,0.2,20.7,0.92,20.7,0.884,0.28,87.8,74,15,0,457,47.2,456,0,15
ET4,MC3,2023-12-17T12:45:00Z,87.79,0.22,20.9,0.911,20.9,0.877,0.3,87.77,71.2,15,0,456,49.8,456,0,15
ET4,MC3,2023-12-17T13:00:00Z,87.77,0.23,20.7,0.904,20.7,0.87,0.32,87.75,85.9,15,0,456,39.7,456,0,15
ET4,MC3,2023-12-17T13:15:00Z,87.75,0.24,20.9,0.902,20.9,0.867,0.33,87.73,102.2,15,0,456,37.5,456,0,15
ET4,MC3,2023-12-17T13:30:00Z,87.73,0.27,21.1,0.893,21.1,0.858,0.35,87.72,67.6,15,0,456,33.1,455,0,15
ET4,MC3,2023-12-17T13:45:00Z,87.72,0.27,21.1,0.893,21.1,0.859,0.35,87.7,74.9,15,0,456,32.8,455,0,15
ET4,MC3,2023-12-17T14:00:00Z,87.72,0.24,20.9,0.903,20.9,0.869,0.32,87.7,59.9,15,0,457,25.6,456,0,15
ET4,MC3,2023-12-17T14:15:00Z,87.7,0.21,20.9,0.914,20.8,0.879,0.3,87.69,89.7,15,0,456,29.1,456,0,15
ET4,MC3,2023-12-17T14:30:00Z,87.71,0.18,20.7,0.925,20.7,0.889,0.27,87.7,63.7,15,0,457,32.2,456,0,15
ET4,MC3,2023-12-17T14:45:00Z,87.72,0.08,20.2,0.966,20.2,0.931,0.16,87.7,38.5,15,0,459,22,458,0,15
ET4,MC3,2023-12-17T15:00:00Z,87.71,0.03,19.9,0.985,19.9,0.95,0.12,87.69,25.5,15,1,460,14.6,459,0,15
