Tree,MC,Timestamp,Port2_Atmos_pressure,Port2_VPD,Port2_Temp,Port2_RH,Port5_Temp,Port5_RH,Port5_VPD,Port5_Atmos_pressure,Port1_Solar,Port3_LW_minutes,Port3_LW_minutes_H,Port3_LWS_Count,Port4_Solar,Port6_LWS_Count,Port6_LW_minutes_H,Port6_LW_minutes
ET4,MC3,2023-06-02T19:30:00Z,87.76,0.38,20.4,0.841,20.4,0.808,0.46,87.74,0,15,0,450,0,452,0,15
ET4,MC3,2023-06-02T19:45:00Z,87.75,0.4,20.4,0.832,20.5,0.798,0.49,87.73,0,15,0,450,0,452,0,15
ET4,MC3,2023-06-02T20:00:00Z,87.75,0.41,20.5,0.829,20.6,0.794,0.5,87.73,0,15,0,450,0,452,0,15
ET4,MC3,2023-06-02T20:15:00Z,87.75,0.41,20.6,0.832,20.6,0.796,0.5,87.74,0,15,0,450,0,452,0,15
ET4,MC3,2023-06-02T20:30:00Z,87.75,0.32,20.4,0.865,20.4,0.829,0.41,87.73,0,15,0,451,0,453,0,15
ET4,MC3,2023-06-02T20:45:00Z,87.77,0.29,20.4,0.879,20.5,0.844,0.38,87.75,0,15,0,451,0,453,0,15
ET4,MC3,2023-06-02T21:00:00Z,87.77,0.28,20.4,0.882,20.5,0.847,0.37,87.75,0,15,0,451,0,453,0,15
ET4,MC3,2023-06-02T21:15:00Z,87.78,0.26,20.2,0.892,20.3,0.855,0.34,87.76,0,15,0,451,0,453,0,15
ET4,MC3,2023-06-02T21:30:00Z,87.79,0.25,20.1,0.893,20.1,0.858,0.33,87.78,0,15,0,451,0,453,0,15
ET4,MC3,2023-06-02T21:45:00Z,87.8,0.22,19.9,0.905,20,0.87,0.3,87.78,0,15,0,451,0,453,0,15
ET4,MC3,2023-06-02T22:00:00Z,87.79,0.22,19.9,0.905,19.9,0.869,0.31,87.77,0,15,0,451,0,456,0,15
ET4,MC3,2023-06-02T22:15:00Z,87.79,0.17,19.9,0.926,20,0.889,0.26,87.77,0,15,0,452,0,454,0,15
ET4,MC3,2023-06-02T22:30:00Z,87.79,0.16,19.7,0.929,19.7,0.893,0.25,87.78,0,15,0,452,0,454,0,15
ET4,MC3,2023-06-02T22:45:00Z,87.8,0.16,19.7,0.932,19.8,0.895,0.24,87.78,0,15,0,452,0,454,0,15
ET4,MC3,2023-06-02T23:00:00Z,87.79,0.15,19.6,0.934,19.6,0.897,0.23,87.77,0,15,0,452,0,454,0,15
ET4,MC3,2023-06-02T23:15:00Z,87.76,0.15,19.4,0.935,19.4,0.898,0.23,87.75,0,15,0,452,0,454,0,15
ET4,MC3,2023-06-02T23:30:00Z,87.75,0.14,19.3,0.936,19.4,0.901,0.22,87.73,0,15,0,452,0,454,0,15
ET4,MC3,2023-06-02T23:45:00Z,87.75,0.16,19.4,0.931,19.4,0.893,0.24,87.73,0,15,0,452,0,454,0,15
ET4,MC3,2023-06-03T00:00:00Z,87.74,0.16,19.4,0.928,19.5,0.892,0.24,87.72,0,15,0,452,0,454,0,15
ET4,MC3,2023-06-03T00:15:00Z,87.72,0.15,19.4,0.934,19.5,0.897,0.23,87.71,0,15,0,452,0,454,0,15
ET4,MC3,2023-06-03T00:30:00Z,87.71,0.14,19.3,0.939,19.3,0.903,0.22,87.69,0,15,0,452,0,454,0,15
ET4,MC3,2023-06-03T00:45:00Z,87.7,0.14,19.2,0.938,19.2,0.901,0.22,87.68,0,15,0,452,0,454,0,15
ET4,MC3,2023-06-03T01:00:00Z,87.69,0.15,19.2,0.934,19.2,0.897,0.23,87.67,0,15,0,452,0,454,0,15
ET4,MC3,2023-06-03T01:15:00Z,87.68,0.16,19.2,0.929,19.2,0.894,0.24,87.66,0,15,0,452,0,455,0,15
ET4,MC3,2023-06-03T01:30:00Z,87.67,0.17,19.2,0.922,19.2,0.885,0.26,87.65,0,15,0,452,0,454,0,15
ET4,MC3,2023-06-03T01:45:00Z,87.67,0.17,19.1,0.921,19.2,0.885,0.26,87.65,0,15,0,452,0,454,0,15
ET4,MC3,2023-06-03T02:00:00Z,87.66,0.17,19,0.921,19,0.886,0.25,87.64,0,15,0,452,0,454,0,15
ET4,MC3,2023-06-03T02:15:00Z,87.64,0.17,19,0.921,19,0.884,0.25,87.62,0,15,0,452,0,454,0,15
ET4,MC3,2023-06-03T02:30:00Z,87.63,0.16,18.9,0.927,19,0.893,0.24,87.61,0,15,0,452,0,454,0,15
ET4,MC3,2023-06-03T02:45:00Z,87.62,0.15,19,0.933,19,0.897,0.23,87.61,0,15,0,452,0,454,0,15
ET4,MC3,2023-06-03T03:00:00Z,87.62,0.2,19.5,0.909,19.3,0.881,0.27,87.61,0,15,0,452,0,454,0,15
ET4,MC3,2023-06-03T03:15:00Z,87.63,0.22,19.6,0.902,19.5,0.875,0.28,87.62,0,15,0,452,0,454,0,15
ET4,MC3,2023-06-03T03:30:00Z,87.63,0.22,19.6,0.902,19.5,0.872,0.29,87.62,0,15,0,452,0,454,0,15
ET4,MC3,2023-06-03T03:45:00Z,87.62,0.21,19.5,0.906,19.5,0.876,0.28,87.6,0,15,0,452,0,454,0,15
ET4,MC3,2023-06-03T04:00:00Z,87.63,0.21,19.5,0.906,19.5,0.874,0.28,87.61,0,15,0,451,0,454,0,15
ET4,MC3,2023-06-03T04:15:00Z,87.63,0.26,19.8,0.889,19.7,0.86,0.32,87.61,0,15,0,451,0,454,0,15
ET4,MC3,2023-06-03T04:30:00Z,87.62,0.28,19.9,0.881,19.9,0.853,0.34,87.61,0,15,0,451,0,453,0,15
ET4,MC3,2023-06-03T04:45:00Z,87.62,0.27,19.9,0.885,19.8,0.856,0.33,87.61,0,15,0,451,0,453,0,15
ET4,MC3,2023-06-03T05:00:00Z,87.63,0.26,19.8,0.886,19.8,0.858,0.33,87.61,0,15,0,451,0,454,0,15
ET4,MC3,2023-06-03T05:15:00Z,87.64,0.25,19.7,0.892,19.6,0.864,0.31,87.62,0,15,0,451,0,454,0,15
ET4,MC3,2023-06-03T05:30:00Z,87.64,0.26,19.8,0.886,19.8,0.858,0.33,87.62,0,15,0,451,0,453,0,15
ET4,MC3,2023-06-03T05:45:00Z,87.64,0.25,19.8,0.892,19.8,0.862,0.32,87.63,12.5,15,0,451,7.1,453,0,15
ET4,MC3,2023-06-03T06:00:00Z,87.65,0.26,20.2,0.891,20.2,0.859,0.33,87.63,26.9,15,0,451,16.7,453,0,15
ET4,MC3,2023-06-03T06:15:00Z,87.67,0.3,20.8,0.879,20.9,0.844,0.39,87.65,33.7,15,0,451,20.7,453,0,15
ET4,MC3,2023-06-03T06:30:00Z,87.68,0.34,21.4,0.867,21.4,0.831,0.43,87.66,39.2,15,0,450,24.2,452,0,15
ET4,MC3,2023-06-03T06:45:00Z,87.69,0.37,21.8,0.857,21.9,0.821,0.47,87.67,45.2,15,0,450,30.6,452,0,15
ET4,MC3,2023-06-03T07:00:00Z,87.7,0.42,22.3,0.846,22.3,0.811,0.51,87.69,69,12,0,449,29.7,452,0,15
ET4,MC3,2023-06-03T07:15:00Z,87.71,0.47,22.9,0.833,22.8,0.802,0.55,87.69,91.9,0,0,449,32.8,452,0,15
ET4,MC3,2023-06-03T07:30:00Z,87.73,0.58,23.5,0.8,23.2,0.781,0.62,87.71,59.9,0,0,449,36.1,452,0,15
ET4,MC3,2023-06-03T07:45:00Z,87.74,0.53,23,0.812,22.9,0.783,0.6,87.73,156.7,0,0,448,54.2,451,0,15
ET4,MC3,2023-06-03T08:00:00Z,87.75,0.55,23.1,0.805,22.9,0.78,0.62,87.73,74,0,0,448,57.5,451,0,15
ET4,MC3,2023-06-03T08:15:00Z,87.76,0.58,23.2,0.796,23.1,0.771,0.65,87.74,151.6,0,0,449,72,451,0,15
ET4,MC3,2023-06-03T08:30:00Z,87.77,0.63,23.5,0.784,23.5,0.755,0.71,87.76,615.8,0,0,446,131.7,450,0,15
ET4,MC3,2023-06-03T08:45:00Z,87.77,0.66,23.9,0.778,24,0.747,0.75,87.75,177.6,0,0,445,62.4,450,0,15
ET4,MC3,2023-06-03T09:00:00Z,87.78,0.84,25.8,0.747,25.2,0.735,0.85,87.76,116.8,0,0,447,99.1,450,0,15
ET4,MC3,2023-06-03T09:15:00Z,87.78,0.84,25.6,0.743,25.4,0.723,0.89,87.77,217.7,0,0,447,496.4,449,0,1
ET4,MC3,2023-06-03T09:30:00Z,87.8,0.81,25.5,0.752,25.5,0.726,0.89,87.78,97.8,0,0,447,781.9,447,0,0
ET4,MC3,2023-06-03T09:45:00Z,87.79,0.77,25.3,0.761,25.6,0.722,0.91,87.78,102.5,0,0,448,124,450,0,1
ET4,MC3,2023-06-03T10:00:00Z,87.8,0.72,25.4,0.777,25.5,0.74,0.85,87.78,109.5,0,0,448,61,450,0,10
ET4,MC3,2023-06-03T10:15:00Z,87.79,0.76,25.7,0.769,25.6,0.743,0.84,87.77,478.8,0,0,448,61,450,0,15
ET4,MC3,2023-06-03T10:30:00Z,87.8,0.75,25.4,0.767,25.2,0.742,0.83,87.78,145.6,0,0,447,55.3,450,0,14
ET4,MC3,2023-06-03T10:45:00Z,87.8,0.55,23.8,0.815,24,0.776,0.67,87.79,105.3,0,0,449,60.4,451,0,15
ET4,MC3,2023-06-03T11:00:00Z,87.79,0.61,25,0.809,24.8,0.785,0.67,87.78,110,0,0,447,81.5,450,0,15
ET4,MC3,2023-06-03T11:15:00Z,87.79,0.65,25,0.793,24.9,0.769,0.73,87.77,92.3,0,0,448,47.2,451,0,15
ET4,MC3,2023-06-03T11:30:00Z,87.78,0.55,24.4,0.82,24.3,0.794,0.63,87.77,108,0,0,448,52.6,451,0,15
ET4,MC3,2023-06-03T11:45:00Z,87.77,0.57,24.6,0.818,24.6,0.785,0.67,87.75,145.2,0,0,448,67.4,451,0,15
ET4,MC3,2023-06-03T12:00:00Z,87.75,0.6,24.9,0.809,25.1,0.776,0.71,87.74,128.9,0,0,448,63.9,451,0,15
ET4,MC3,2023-06-03T12:15:00Z,87.75,0.56,24.7,0.82,25,0.778,0.7,87.73,143.4,0,0,448,62.8,451,0,15
ET4,MC3,2023-06-03T12:30:00Z,87.73,0.57,24.9,0.818,25.1,0.779,0.7,87.72,130.6,0,0,448,63.4,451,0,15
ET4,MC3,2023-06-03T12:45:00Z,87.72,0.56,24.4,0.818,24.7,0.776,0.7,87.7,141.4,0,0,449,61.2,451,0,15
ET4,MC3,2023-06-03T13:00:00Z,87.71,0.51,24.4,0.832,24.5,0.793,0.64,87.69,132.8,0,0,448,49.6,451,0,15
ET4,MC3,2023-06-03T13:15:00Z,87.68,0.5,24.1,0.834,24.3,0.797,0.62,87.67,101.4,0,0,449,42.3,451,0,15
ET4,MC3,2023-06-03T13:30:00Z,87.67,0.47,24,0.841,24.3,0.799,0.61,87.66,141.7,0,0,449,56.8,451,0,15
ET4,MC3,2023-06-03T13:45:00Z,87.66,0.51,24.2,0.833,24.4,0.797,0.62,87.65,309.4,0,0,448,58.2,451,0,15
ET4,MC3,2023-06-03T14:00:00Z,87.65,0.52,24.1,0.826,24.4,0.783,0.66,87.63,106.9,0,0,449,48.5,451,0,15
ET4,MC3,2023-06-03T14:15:00Z,87.63,0.41,23.4,0.859,23.7,0.813,0.55,87.61,234.2,0,0,449,46.7,452,0,15
ET4,MC3,2023-06-03T14:30:00Z,87.63,0.49,24,0.836,24.2,0.797,0.61,87.62,267.3,0,0,449,54.2,451,0,15
ET4,MC3,2023-06-03T14:45:00Z,87.65,0.52,24.4,0.829,24.7,0.787,0.66,87.64,255.6,0,0,449,43,451,0,15
ET4,MC3,2023-06-03T15:00:00Z,87.63,0.45,23.9,0.849,24.2,0.807,0.58,87.62,148.7,0,0,449,43.4,451,0,15
ET4,MC3,2023-06-03T15:15:00Z,87.61,0.52,24.3,0.83,24.4,0.793,0.63,87.6,110.4,0,0,449,38.3,451,0,15
ET4,MC3,2023-06-03T15:30:00Z,87.6,0.5,24.1,0.834,24.2,0.796,0.62,87.59,73.1,0,0,449,31.1,451,0,15
ET4,MC3,2023-06-03T15:45:00Z,87.61,0.45,23.8,0.847,23.8,0.816,0.54,87.59,61.3,0,0,450,22.9,452,0,15
ET4,MC3,2023-06-03T16:00:00Z,87.61,0.36,23.2,0.872,23.2,0.838,0.46,87.59,75.1,0,0,450,27.1,452,0,15
ET4,MC3,2023-06-03T16:15:00Z,87.59,0.36,23.2,0.873,23.2,0.838,0.46,87.57,58,1,0,450,23.3,452,0,15
ET4,MC3,2023-06-03T16:30:00Z,87.61,0.3,22.5,0.892,22.6,0.855,0.4,87.59,31.1,15,0,450,14.3,452,0,15
ET4,MC3,2023-06-03T16:45:00Z,87.61,0.29,22.3,0.894,22.3,0.859,0.38,87.59,27.3,15,0,450,12.6,452,0,15
ET4,MC3,2023-06-03T17:00:00Z,87.61,0.28,22,0.895,22,0.861,0.37,87.6,23.8,15,0,450,10.8,453,0,15
ET4,MC3,2023-06-03T17:15:00Z,87.64,0.26,21.7,0.898,21.8,0.864,0.36,87.62,18.3,15,0,451,8.4,453,0,15
ET4,MC3,2023-06-03T17:30:00Z,87.66,0.22,21.6,0.914,21.6,0.88,0.31,87.65,11,15,0,451,4.6,453,0,15
ET4,MC3,2023-06-03T17:45:00Z,87.67,0.18,21.4,0.927,21.4,0.894,0.27,87.65,13.7,15,0,451,6.8,453,0,15
ET4,MC3,2023-06-03T18:00:00Z,87.67,0.18,21.3,0.93,21.3,0.894,0.27,87.65,6.8,15,0,451,1.3,453,0,15
ET4,MC3,2023-06-03T18:15:00Z,87.71,0.17,21,0.933,21,0.898,0.25,87.69,0,15,0,451,0,454,0,15
ET4,MC3,2023-06-03T18:30:00Z,87.71,0.15,20.9,0.94,20.9,0.906,0.23,87.7,0,15,0,452,0,454,0,15
ET4,MC3,2023-06-03T18:45:00Z,87.72,0.12,20.6,0.951,20.6,0.918,0.2,87.71,0,15,0,452,0,454,0,15
ET4,MC3,2023-06-03T19:00:00Z,87.74,0.1,20.4,0.959,20.5,0.926,0.18,87.73,0,15,0,452,0,454,0,15
ET4,MC3,2023-06-03T19:15:00Z,87.75,0.11,20.4,0.955,20.4,0.921,0.19,87.73,0,15,0,452,0,454,0,15
ET4,MC3,2023-06-03T19:30:00Z,87.78,0.12,20.4,0.949,20.4,0.916,0.2,87.76,0,15,0,452,0,454,0,15
ET4,MC3,2023-06-03T19:45:00Z,87.79,0.11,20.4,0.954,20.4,0.921,0.19,87.77,0,15,0,452,0,454,0,15
ET4,MC3,2023-06-03T20:00:00Z,87.8,0.11,20.3,0.952,20.4,0.917,0.2,87.78,0,15,0,452,0,454,0,15
ET4,MC3,2023-06-03T20:15:00Z,87.81,0.11,20.2,0.952,20.3,0.918,0.19,87.79,0,15,0,452,0,454,0,15
ET4,MC3,2023-06-03T20:30:00Z,87.81,0.1,20.1,0.955,20.1,0.922,0.18,87.8,0,15,0,452,0,454,0,15
ET4,MC3,2023-06-03T20:45:00Z,87.83,0.1,20.1,0.959,20.1,0.925,0.18,87.82,0,15,0,452,0,454,0,15
ET4,MC3,2023-06-03T21:00:00Z,87.87,0.1,20.1,0.958,20.2,0.924,0.18,87.85,0,15,0,452,0,455,0,15
ET4,MC3,2023-06-03T21:15:00Z,87.9,0.09,20.2,0.962,20.2,0.927,0.17,87.88,0,15,0,452,0,454,0,15
ET4,MC3,2023-06-03T21:30:00Z,87.9,0.11,20.2,0.954,20.2,0.924,0.18,87.89,0,15,0,452,0,454,0,15
ET4,MC3,2023-06-03T21:45:00Z,87.91,0.11,20.1,0.955,20.1,0.924,0.18,87.89,0,15,0,452,0,455,0,15
ET4,MC3,2023-06-03T22:00:00Z,87.9,0.08,19.9,0.964,19.8,0.932,0.16,87.88,0,15,0,452,0,455,0,15
ET4,MC3,2023-06-03T22:15:00Z,87.88,0.1,19.8,0.956,19.8,0.926,0.17,87.87,0,15,0,452,0,454,0,15
ET4,MC3,2023-06-03T22:30:00Z,87.86,0.11,19.7,0.952,19.7,0.921,0.18,87.85,0,15,0,452,0,454,0,15
ET4,MC3,2023-06-03T22:45:00Z,87.85,0.12,19.6,0.946,19.6,0.914,0.2,87.83,0,15,0,452,0,454,0,15
ET4,MC3,2023-06-03T23:00:00Z,87.85,0.2,19.8,0.915,19.8,0.882,0.27,87.83,0,15,0,451,0,453,0,15
ET4,MC3,2023-06-03T23:15:00Z,87.84,0.21,20,0.908,19.9,0.876,0.29,87.82,0,15,0,454,0,454,0,15
ET4,MC3,2023-06-03T23:30:00Z,87.83,0.23,19.7,0.902,19.8,0.868,0.3,87.81,0,15,0,451,0,453,0,15
ET4,MC3,2023-06-03T23:45:00Z,87.82,0.26,19.8,0.889,19.9,0.855,0.34,87.8,0,15,0,451,0,453,0,15
ET4,MC3,2023-06-04T00:00:00Z,87.82,0.25,20,0.891,20,0.857,0.33,87.8,0,15,0,451,0,454,0,15
ET4,MC3,2023-06-04T00:15:00Z,87.8,0.21,19.8,0.91,19.9,0.877,0.29,87.78,0,15,0,451,0,454,0,15
ET4,MC3,2023-06-04T00:30:00Z,87.79,0.22,19.9,0.905,19.8,0.875,0.29,87.77,0,15,0,451,0,453,0,15
ET4,MC3,2023-06-04T00:45:00Z,87.78,0.24,19.9,0.898,19.9,0.869,0.3,87.76,0,15,0,451,0,453,0,15
ET4,MC3,2023-06-04T01:00:00Z,87.76,0.28,20.1,0.879,20.1,0.848,0.36,87.74,0,15,0,451,0,453,0,15
ET4,MC3,2023-06-04T01:15:00Z,87.71,0.29,20,0.875,20.1,0.843,0.37,87.7,0,15,0,451,0,453,0,15
ET4,MC3,2023-06-04T01:30:00Z,87.69,0.28,19.8,0.881,19.9,0.85,0.35,87.67,0,15,0,451,0,453,0,15
ET4,MC3,2023-06-04T01:45:00Z,87.67,0.33,20.1,0.858,20,0.83,0.4,87.65,0,15,0,450,0,453,0,15
ET4,MC3,2023-06-04T02:00:00Z,87.65,0.4,20.3,0.833,20.1,0.812,0.44,87.64,0,15,0,450,0,452,0,15
ET4,MC3,2023-06-04T02:15:00Z,87.65,0.38,20.5,0.84,20.4,0.815,0.44,87.63,0,15,0,450,0,453,0,15
ET4,MC3,2023-06-04T02:30:00Z,87.65,0.3,20.1,0.872,20,0.842,0.37,87.64,0,15,0,451,0,453,0,15
ET4,MC3,2023-06-04T02:45:00Z,87.65,0.3,20.3,0.872,20.2,0.843,0.37,87.64,0,15,0,451,0,453,0,15
ET4,MC3,2023-06-04T03:00:00Z,87.66,0.26,19.9,0.89,19.9,0.856,0.33,87.65,0,15,0,451,0,453,0,15
ET4,MC3,2023-06-04T03:15:00Z,87.67,0.22,19.6,0.905,19.6,0.87,0.3,87.65,0,15,0,451,0,454,0,15
ET4,MC3,2023-06-04T03:30:00Z,87.68,0.12,19,0.944,19,0.906,0.21,87.67,0,15,0,452,0,454,0,15
ET4,MC3,2023-06-04T03:45:00Z,87.7,0.1,19.2,0.953,19.1,0.921,0.17,87.69,0,15,0,452,0,454,0,15
ET4,MC3,2023-06-04T04:00:00Z,87.72,0.09,19.2,0.958,19.2,0.924,0.17,87.7,0,15,0,452,0,454,0,15
ET4,MC3,2023-06-04T04:15:00Z,87.72,0.09,19.4,0.962,19.3,0.93,0.16,87.7,0,15,0,452,0,454,0,15
ET4,MC3,2023-06-04T04:30:00Z,87.72,0.09,19.3,0.962,19.4,0.928,0.16,87.7,0,15,0,452,0,455,0,15
ET4,MC3,2023-06-04T04:45:00Z,87.72,0.08,19.2,0.963,19.2,0.93,0.16,87.71,0,15,0,452,0,455,0,15
ET4,MC3,2023-06-04T05:00:00Z,87.73,0.08,19.1,0.963,19.1,0.929,0.16,87.71,0,15,0,452,0,455,0,15
ET4,MC3,2023-06-04T05:15:00Z,87.72,0.1,19.1,0.954,19.1,0.921,0.17,87.71,0,15,0,452,0,454,0,15
ET4,MC3,2023-06-04T05:30:00Z,87.73,0.14,19.3,0.939,19.2,0.911,0.2,87.72,0.4,15,0,452,0,454,0,15
ET4,MC3,2023-06-04T05:45:00Z,87.75,0.15,19.2,0.934,19.2,0.903,0.22,87.74,12.5,15,0,451,7.5,454,0,15
ET4,MC3,2023-06-04T06:00:00Z,87.76,0.18,19.7,0.923,19.7,0.891,0.25,87.74,25.3,15,0,451,15.7,453,0,15
ET4,MC3,2023-06-04T06:15:00Z,87.76,0.23,20.3,0.904,20.3,0.87,0.31,87.74,33,15,0,451,20.5,453,0,15
ET4,MC3,2023-06-04T06:30:00Z,87.78,0.26,20.9,0.894,20.9,0.861,0.34,87.76,40.6,15,0,450,24.9,453,0,15
ET4,MC3,2023-06-04T06:45:00Z,87.8,0.29,21.5,0.887,21.6,0.852,0.38,87.78,45.4,15,0,450,27.8,452,0,15
ET4,MC3,2023-06-04T07:00:00Z,87.8,0.32,22,0.88,22.1,0.846,0.41,87.79,75.4,13,0,449,30.8,452,0,15
ET4,MC3,2023-06-04T07:15:00Z,87.81,0.37,22.6,0.864,22.5,0.835,0.45,87.79,81.5,0,0,449,33.5,452,0,15
ET4,MC3,2023-06-04T07:30:00Z,87.83,0.49,22.8,0.825,22.6,0.802,0.54,87.81,60.8,0,0,450,37.2,452,0,15
ET4,MC3,2023-06-04T07:45:00Z,87.83,0.47,23.1,0.834,23.2,0.804,0.56,87.81,173.8,0,0,449,54.2,451,0,15
ET4,MC3,2023-06-04T08:00:00Z,87.83,0.55,22.8,0.801,22.8,0.771,0.64,87.82,67.9,0,0,448,46.5,451,0,15
ET4,MC3,2023-06-04T08:15:00Z,87.84,0.56,23.3,0.804,23.2,0.775,0.64,87.82,146.5,0,0,449,71.2,451,0,15
ET4,MC3,2023-06-04T08:30:00Z,87.83,0.57,23.4,0.8,23.5,0.766,0.68,87.82,366.2,0,0,446,76.7,450,0,15
ET4,MC3,2023-06-04T08:45:00Z,87.84,0.58,23.8,0.803,23.8,0.773,0.67,87.83,260.9,0,0,446,58.2,450,0,15
ET4,MC3,2023-06-04T09:00:00Z,87.85,0.52,23.7,0.822,23.7,0.79,0.61,87.84,116.6,0,0,449,60.4,451,0,15
ET4,MC3,2023-06-04T09:15:00Z,87.86,0.37,23,0.868,23.1,0.831,0.48,87.84,189.1,0,0,449,453.4,450,0,15
ET4,MC3,2023-06-04T09:30:00Z,87.86,0.42,23.4,0.855,23.5,0.818,0.52,87.85,80.4,0,0,449,72.3,451,0,13
ET4,MC3,2023-06-04T09:45:00Z,87.87,0.28,22.7,0.899,22.8,0.864,0.38,87.85,48.7,12,0,450,25.3,452,0,15
ET4,MC3,2023-06-04T10:00:00Z,87.86,0.21,22.6,0.922,22.6,0.886,0.31,87.85,88.1,15,0,450,46.5,452,0,15
ET4,MC3,2023-06-04T10:15:00Z,87.85,0.26,23.1,0.908,23.2,0.873,0.36,87.83,122.9,14,0,450,57.5,452,0,15
ET4,MC3,2023-06-04T10:30:00Z,87.85,0.28,23.1,0.899,23.4,0.858,0.41,87.83,209.5,3,0,449,64.6,452,0,15
ET4,MC3,2023-06-04T10:45:00Z,87.86,0.25,22.6,0.91,22.6,0.872,0.35,87.84,46.5,12,0,451,22.9,453,0,15
ET4,MC3,2023-06-04T11:00:00Z,87.87,0.19,22.1,0.929,22.2,0.892,0.29,87.86,61.3,15,0,451,32.2,453,0,15
ET4,MC3,2023-06-04T11:15:00Z,87.88,0.2,22.4,0.924,22.4,0.888,0.3,87.86,68.5,15,0,451,35.2,453,0,15
ET4,MC3,2023-06-04T11:30:00Z,87.86,0.3,23,0.894,23.1,0.858,0.4,87.84,128,15,0,450,60.1,452,0,15
ET4,MC3,2023-06-04T11:45:00Z,87.84,0.36,23.7,0.877,23.9,0.84,0.47,87.83,96.7,5,0,450,44.9,452,0,15
ET4,MC3,2023-06-04T12:00:00Z,87.84,0.27,23.2,0.906,23.4,0.863,0.39,87.83,89.7,15,0,450,44.3,453,0,15
ET4,MC3,2023-06-04T12:15:00Z,87.83,0.29,23.4,0.899,23.5,0.861,0.4,87.81,101.1,14,0,450,44.3,452,0,15
ET4,MC3,2023-06-04T12:30:00Z,87.8,0.38,23.7,0.87,23.6,0.837,0.48,87.79,76.5,10,0,450,34.1,452,0,15
ET4,MC3,2023-06-04T12:45:00Z,87.79,0.45,23.6,0.844,23.6,0.813,0.54,87.78,95.2,0,0,449,47.8,452,0,15
ET4,MC3,2023-06-04T13:00:00Z,87.76,0.54,24.5,0.825,24.3,0.795,0.62,87.75,205.6,0,0,449,58,451,0,15
ET4,MC3,2023-06-04T13:15:00Z,87.75,0.67,24.9,0.786,24.7,0.76,0.75,87.73,116.8,0,0,448,48.5,450,0,15
ET4,MC3,2023-06-04T13:30:00Z,87.73,0.63,24.5,0.794,24.6,0.762,0.73,87.71,91.7,0,0,449,39.9,451,0,15
ET4,MC3,2023-06-04T13:45:00Z,87.71,0.59,24.4,0.805,24.5,0.768,0.71,87.7,60.1,0,0,449,25.6,451,0,15
ET4,MC3,2023-06-04T14:00:00Z,87.71,0.47,24,0.844,24.1,0.804,0.59,87.7,46,0,0,450,20.7,452,0,15
ET4,MC3,2023-06-04T14:15:00Z,87.71,0.32,22.9,0.887,22.9,0.851,0.42,87.69,7.9,14,13,872,2.9,750,8,15
ET4,MC3,2023-06-04T14:30:00Z,87.76,0.11,20.3,0.953,20.3,0.917,0.2,87.75,0,15,15,931,0,1029,15,15
ET4,MC3,2023-06-04T14:45:00Z,87.76,0.04,19.5,0.984,19.5,0.948,0.12,87.74,2.4,15,15,825,0,768,15,15
ET4,MC3,2023-06-04T15:00:00Z,87.78,0.01,19.2,0.997,19.1,0.963,0.08,87.76,2.7,15,15,741,0,708,15,15
ET4,MC3,2023-06-04T15:15:00Z,87.71,0,19,1,19,0.972,0.06,87.69,11.2,15,15,736,2.6,625,15,15
ET4,MC3,2023-06-04T15:30:00Z,87.66,0,19.3,1,19.2,0.977,0.05,87.64,50.7,15,15,600,19.4,611,15,15
ET4,MC3,2023-06-04T15:45:00Z,87.7,0,20.1,1,20,0.984,0.04,87.68,135.3,15,15,571,31.1,561,15,15
ET4,MC3,2023-06-04T16:00:00Z,87.69,0,20.2,1.001,20.1,0.983,0.04,87.67,59.9,15,15,548,13.7,542,15,15
ET4,MC3,2023-06-04T16:15:00Z,87.72,0,19.9,1.001,19.8,0.983,0.04,87.71,13.4,15,15,526,5.3,530,15,15
ET4,MC3,2023-06-04T16:30:00Z,87.73,0,19.7,1,19.7,0.978,0.05,87.71,9.7,15,15,519,3.7,513,15,15
ET4,MC3,2023-06-04T16:45:00Z,87.74,0,19.7,0.998,19.7,0.974,0.06,87.73,6.8,15,15,516,0,498,15,15
ET4,MC3,2023-06-04T17:00:00Z,87.75,0,19.6,0.998,19.5,0.974,0.06,87.74,3.8,15,15,509,0,494,15,15
ET4,MC3,2023-06-04T17:15:00Z,87.76,0.04,19.2,0.982,19,0.964,0.08,87.75,0,15,15,538,0,490,15,15
ET4,MC3,2023-06-04T17:30:00Z,87.74,0.08,19.1,0.965,19,0.942,0.13,87.73,0,15,15,523,0,490,15,15
ET4,MC3,2023-06-04T17:45:00Z,87.77,0.07,19.4,0.969,19.3,0.941,0.13,87.75,0,15,15,514,0,489,15,15
ET4,MC3,2023-06-04T18:00:00Z,87.79,0.07,19.4,0.97,19.4,0.939,0.14,87.77,0,15,15,507,0,490,15,15
ET4,MC3,2023-06-04T18:15:00Z,87.81,0.06,19.5,0.971,19.5,0.937,0.14,87.79,0,15,15,499,0,489,15,15
ET4,MC3,2023-06-04T18:30:00Z,87.82,0.05,19.6,0.978,19.6,0.945,0.13,87.81,0,15,15,492,0,489,15,15
ET4,MC3,2023-06-04T18:45:00Z,87.84,0.04,19.7,0.982,19.7,0.951,0.11,87.82,0,15,15,488,0,492,15,15
ET4,MC3,2023-06-04T19:00:00Z,87.83,0.02,19.6,0.99,19.5,0.96,0.09,87.81,0,15,15,487,0,492,15,15
