Tree,MC,Timestamp,Port5_Atmos_pressure,Port5_VPD,Port5_Temp,Port5_RH,Port3_VPD,Port3_Atmos_pressure,Port3_RH,Port3_Temp,Port1_Solar,Port2_Solar,Port4_LWS_Count,Port4_LW_minutes_H,Port4_LW_minutes,Port6_LWS_Count,Port6_LW_minutes,Port6_LW_minutes_H
ET7,MC1,2023-06-12T21:30:00Z,87.86,0.05,20,0.978,0.09,87.85,0.961,19.9,0,0,472,15,15,473,15,15
ET7,MC1,2023-06-12T21:45:00Z,87.86,0.04,20,0.984,0.08,87.86,0.966,20,0,0,472,15,15,475,15,15
ET7,MC1,2023-06-12T22:00:00Z,87.86,0.04,20,0.983,0.08,87.86,0.966,19.9,0,0,469,15,15,472,15,15
ET7,MC1,2023-06-12T22:15:00Z,87.84,0.05,20,0.977,0.1,87.84,0.956,19.9,0,0,471,15,15,470,15,15
ET7,MC1,2023-06-12T22:30:00Z,87.85,0.05,19.9,0.977,0.1,87.84,0.957,19.9,0,0,470,15,15,471,15,15
ET7,MC1,2023-06-12T22:45:00Z,87.85,0.05,19.8,0.978,0.1,87.85,0.956,19.8,0,0,470,15,15,469,15,15
ET7,MC1,2023-06-12T23:00:00Z,87.84,0.07,19.8,0.972,0.12,87.83,0.949,19.8,0,0,470,15,15,463,15,15
ET7,MC1,2023-06-12T23:15:00Z,87.82,0.08,19.8,0.965,0.13,87.82,0.945,19.8,0,0,468,15,15,462,15,15
ET7,MC1,2023-06-12T23:30:00Z,87.81,0.07,19.8,0.968,0.12,87.8,0.947,19.8,0,0,467,15,15,460,15,14
ET7,MC1,2023-06-12T23:45:00Z,87.78,0.1,19.8,0.955,0.15,87.78,0.936,19.8,0,0,467,15,15,458,15,0
ET7,MC1,2023-06-13T00:00:00Z,87.75,0.11,19.8,0.953,0.15,87.75,0.935,19.8,0,0,466,15,15,454,15,0
ET7,MC1,2023-06-13T00:15:00Z,87.74,0.12,19.8,0.949,0.16,87.73,0.931,19.7,0,0,462,15,15,452,15,0
ET7,MC1,2023-06-13T00:30:00Z,87.72,0.12,19.7,0.949,0.16,87.72,0.931,19.8,0,0,460,10,15,452,15,0
ET7,MC1,2023-06-13T00:45:00Z,87.69,0.12,19.7,0.95,0.16,87.69,0.93,19.7,0,0,454,0,15,452,15,0
ET7,MC1,2023-06-13T01:00:00Z,87.67,0.12,19.6,0.948,0.16,87.67,0.928,19.6,0,0,454,0,15,452,15,0
ET7,MC1,2023-06-13T01:15:00Z,87.66,0.12,19.7,0.947,0.16,87.66,0.929,19.7,0,0,454,0,15,452,15,0
ET7,MC1,2023-06-13T01:30:00Z,87.66,0.11,19.8,0.954,0.15,87.66,0.935,19.8,0,0,454,0,15,452,15,0
ET7,MC1,2023-06-13T01:45:00Z,87.65,0.09,19.8,0.959,0.14,87.64,0.939,19.8,0,0,454,0,15,452,15,0
ET7,MC1,2023-06-13T02:00:00Z,87.64,0.1,19.7,0.958,0.14,87.64,0.937,19.7,0,0,454,0,15,452,15,0
ET7,MC1,2023-06-13T02:15:00Z,87.64,0.12,19.8,0.946,0.17,87.63,0.926,19.8,0,0,454,0,15,452,15,0
ET7,MC1,2023-06-13T02:30:00Z,87.65,0.13,19.8,0.943,0.19,87.65,0.92,19.9,0,0,454,0,15,451,15,0
ET7,MC1,2023-06-13T02:45:00Z,87.67,0.12,19.8,0.946,0.17,87.67,0.926,19.8,0,0,455,0,15,452,15,0
ET7,MC1,2023-06-13T03:00:00Z,87.69,0.13,20,0.946,0.17,87.69,0.928,20,0,0,454,0,15,451,15,0
ET7,MC1,2023-06-13T03:15:00Z,87.7,0.17,20.4,0.929,0.2,87.7,0.914,20.3,0,0,454,0,15,451,15,0
ET7,MC1,2023-06-13T03:30:00Z,87.7,0.15,20.1,0.936,0.19,87.69,0.921,20.1,0,0,454,0,15,452,15,0
ET7,MC1,2023-06-13T03:45:00Z,87.71,0.07,19.6,0.97,0.11,87.7,0.952,19.6,0,0,455,0,15,452,15,0
ET7,MC1,2023-06-13T04:00:00Z,87.68,0.05,19.4,0.979,0.09,87.68,0.961,19.4,0,0,455,0,15,452,15,0
ET7,MC1,2023-06-13T04:15:00Z,87.68,0.05,19.4,0.977,0.1,87.68,0.955,19.4,0,0,454,0,15,452,15,0
ET7,MC1,2023-06-13T04:30:00Z,87.7,0.06,19.4,0.974,0.11,87.7,0.952,19.4,0,0,455,0,15,452,15,0
ET7,MC1,2023-06-13T04:45:00Z,87.7,0.05,19.3,0.978,0.09,87.7,0.96,19.2,0,0,455,0,15,452,15,0
ET7,MC1,2023-06-13T05:00:00Z,87.7,0.05,19.2,0.978,0.09,87.7,0.959,19.1,0,0,455,0,15,452,15,0
ET7,MC1,2023-06-13T05:15:00Z,87.71,0.1,19.5,0.955,0.12,87.71,0.945,19.3,0,0,454,0,15,452,15,0
ET7,MC1,2023-06-13T05:30:00Z,87.74,0.16,19.8,0.931,0.18,87.73,0.922,19.7,1.5,0.4,454,0,15,452,15,0
ET7,MC1,2023-06-13T05:45:00Z,87.75,0.07,19.2,0.968,0.11,87.74,0.95,19.2,9.3,7.5,454,0,15,452,15,0
ET7,MC1,2023-06-13T06:00:00Z,87.76,0.07,19.4,0.968,0.12,87.75,0.948,19.4,16.3,14.3,454,0,15,452,15,0
ET7,MC1,2023-06-13T06:15:00Z,87.79,0.09,19.7,0.962,0.13,87.78,0.941,19.7,24.4,22.3,454,0,15,452,15,0
ET7,MC1,2023-06-13T06:30:00Z,87.82,0.09,19.9,0.961,0.14,87.82,0.939,19.9,34.4,33.3,454,0,15,452,15,0
ET7,MC1,2023-06-13T06:45:00Z,87.83,0.1,20,0.956,0.15,87.83,0.934,20.1,61.5,52,453,0,15,451,15,0
ET7,MC1,2023-06-13T07:00:00Z,87.85,0.15,20.4,0.938,0.2,87.85,0.918,20.6,72,58,453,0,15,451,15,0
ET7,MC1,2023-06-13T07:15:00Z,87.86,0.16,20.8,0.934,0.23,87.85,0.908,21.1,169,67,451,0,15,451,15,0
ET7,MC1,2023-06-13T07:30:00Z,87.88,0.19,21.1,0.925,0.25,87.87,0.901,21.3,131.7,73.2,452,0,15,451,15,0
ET7,MC1,2023-06-13T07:45:00Z,87.88,0.2,21.1,0.922,0.25,87.88,0.9,21.3,99.2,74,452,0,15,451,15,0
ET7,MC1,2023-06-13T08:00:00Z,87.88,0.18,21.1,0.928,0.24,87.87,0.904,21.3,198.3,72.5,451,0,15,451,15,0
ET7,MC1,2023-06-13T08:15:00Z,87.87,0.22,21.6,0.916,0.29,87.87,0.889,22,284,83.9,449,0,9,450,15,0
ET7,MC1,2023-06-13T08:30:00Z,87.88,0.25,21.9,0.906,0.33,87.87,0.876,22.3,193.9,91,451,0,7,450,15,0
ET7,MC1,2023-06-13T08:45:00Z,87.89,0.22,21.9,0.916,0.28,87.89,0.892,22,113.2,98.1,451,0,15,450,15,0
ET7,MC1,2023-06-13T09:00:00Z,87.9,0.2,21.7,0.924,0.25,87.9,0.903,21.8,106.9,108.4,452,0,15,450,15,0
ET7,MC1,2023-06-13T09:15:00Z,87.91,0.21,22,0.922,0.27,87.9,0.9,22.2,181.3,141.9,451,0,15,450,14,0
ET7,MC1,2023-06-13T09:30:00Z,87.91,0.3,22.5,0.891,0.35,87.91,0.875,22.7,184.4,123.4,451,0,15,450,8,0
ET7,MC1,2023-06-13T09:45:00Z,87.89,0.28,22.4,0.897,0.33,87.89,0.878,22.6,165.2,126.5,450,0,15,450,12,0
ET7,MC1,2023-06-13T10:00:00Z,87.88,0.28,22.6,0.897,0.34,87.88,0.877,22.9,206.4,135.5,451,0,15,450,5,0
ET7,MC1,2023-06-13T10:15:00Z,87.89,0.28,22.6,0.898,0.33,87.89,0.881,22.8,114.3,122.1,451,0,15,450,1,0
ET7,MC1,2023-06-13T10:30:00Z,87.86,0.27,22.7,0.9,0.32,87.86,0.884,22.8,128.4,133.1,451,0,15,450,2,0
ET7,MC1,2023-06-13T10:45:00Z,87.86,0.29,22.7,0.895,0.34,87.86,0.879,22.8,142.1,153.1,451,0,15,450,2,0
ET7,MC1,2023-06-13T11:00:00Z,87.86,0.31,23.1,0.89,0.36,87.86,0.873,23.3,194.3,212.2,451,0,15,449,0,0
ET7,MC1,2023-06-13T11:15:00Z,87.85,0.36,23.5,0.876,0.41,87.85,0.862,23.8,160.8,184,451,0,15,449,0,0
ET7,MC1,2023-06-13T11:30:00Z,87.85,0.31,23.5,0.893,0.37,87.84,0.873,23.7,156.9,198.1,451,0,15,449,0,0
ET7,MC1,2023-06-13T11:45:00Z,87.85,0.3,23.2,0.895,0.35,87.84,0.876,23.2,77.3,79.7,452,0,15,450,1,0
ET7,MC1,2023-06-13T12:00:00Z,87.83,0.23,22.7,0.915,0.29,87.83,0.896,22.8,109.9,120.7,451,0,15,449,8,0
ET7,MC1,2023-06-13T12:15:00Z,87.8,0.26,23.1,0.909,0.33,87.8,0.886,23.3,151.4,144.1,451,0,15,449,0,0
ET7,MC1,2023-06-13T12:30:00Z,87.79,0.26,22.8,0.906,0.31,87.78,0.889,22.9,92.5,126.9,452,0,15,450,10,0
ET7,MC1,2023-06-13T12:45:00Z,87.75,0.26,23.3,0.908,0.32,87.75,0.89,23.4,172.5,192.8,451,0,15,449,1,0
ET7,MC1,2023-06-13T13:00:00Z,87.73,0.28,23.3,0.902,0.34,87.73,0.883,23.4,106.9,109.7,455,0,15,450,3,0
ET7,MC1,2023-06-13T13:15:00Z,87.71,0.27,23.3,0.906,0.32,87.71,0.888,23.4,141.9,147.8,451,0,15,449,10,0
ET7,MC1,2023-06-13T13:30:00Z,87.7,0.32,23.4,0.889,0.36,87.7,0.875,23.5,131.1,147,452,0,15,450,0,0
ET7,MC1,2023-06-13T13:45:00Z,87.68,0.27,23.4,0.905,0.33,87.68,0.884,23.5,127.4,125.8,451,0,15,450,1,0
ET7,MC1,2023-06-13T14:00:00Z,87.7,0.28,23.3,0.904,0.33,87.7,0.885,23.4,91.2,90.6,452,0,15,450,2,0
ET7,MC1,2023-06-13T14:15:00Z,87.71,0.26,23,0.906,0.31,87.71,0.89,23.1,40.3,41.4,452,0,15,450,9,0
ET7,MC1,2023-06-13T14:30:00Z,87.66,0.21,22.6,0.924,0.26,87.66,0.905,22.6,65.9,65,452,0,15,450,15,0
ET7,MC1,2023-06-13T14:45:00Z,87.64,0.19,22.5,0.93,0.24,87.64,0.911,22.5,29.8,31.1,489,5,15,489,15,4
ET7,MC1,2023-06-13T15:00:00Z,87.67,0.11,21.9,0.957,0.17,87.68,0.934,21.9,21.2,22.3,678,15,15,623,15,15
ET7,MC1,2023-06-13T15:15:00Z,87.67,0.06,21.4,0.978,0.12,87.67,0.954,21.4,1.1,1.5,643,15,15,587,15,15
ET7,MC1,2023-06-13T15:30:00Z,87.7,0.02,21,0.992,0.07,87.7,0.97,21,8.1,8.4,983,15,15,584,15,15
ET7,MC1,2023-06-13T15:45:00Z,87.73,0.02,20.6,0.994,0.06,87.74,0.974,20.6,0,0,1058,15,15,884,15,15
ET7,MC1,2023-06-13T16:00:00Z,87.75,0.04,19.5,0.982,0.09,87.75,0.961,19.5,0,0,920,15,15,628,15,15
ET7,MC1,2023-06-13T16:15:00Z,87.72,0.09,18,0.957,0.12,87.72,0.943,18.1,0,0,525,15,15,499,15,15
ET7,MC1,2023-06-13T16:30:00Z,87.7,0.14,18.6,0.933,0.18,87.69,0.917,18.5,0,0,473,15,15,472,15,15
ET7,MC1,2023-06-13T16:45:00Z,87.71,0.17,19.7,0.926,0.19,87.7,0.915,19.6,0,0,487,15,15,478,15,15
ET7,MC1,2023-06-13T17:00:00Z,87.72,0.12,19.9,0.95,0.13,87.72,0.944,19.6,0,0,480,15,15,467,15,15
ET7,MC1,2023-06-13T17:15:00Z,87.71,0.09,19.8,0.96,0.12,87.71,0.949,19.7,0,0,502,15,15,479,15,15
ET7,MC1,2023-06-13T17:30:00Z,87.72,0.04,19.6,0.98,0.08,87.71,0.965,19.5,0,0,631,15,15,539,15,15
ET7,MC1,2023-06-13T17:45:00Z,87.77,0.03,19.6,0.987,0.07,87.77,0.969,19.5,0,0,607,15,15,539,15,15
ET7,MC1,2023-06-13T18:00:00Z,87.78,0.02,19.8,0.992,0.05,87.78,0.978,19.7,0,0,629,15,15,563,15,15
ET7,MC1,2023-06-13T18:15:00Z,87.78,0.01,19.8,0.996,0.04,87.77,0.982,19.8,0,0,714,15,15,566,15,15
ET7,MC1,2023-06-13T18:30:00Z,87.78,0.01,19.8,0.995,0.03,87.77,0.985,19.7,0,0,648,15,15,540,15,15
ET7,MC1,2023-06-13T18:45:00Z,87.77,0.01,19.7,0.997,0.03,87.77,0.986,19.6,0,0,552,15,15,518,15,15
ET7,MC1,2023-06-13T19:00:00Z,87.78,0.01,19.7,0.996,0.03,87.77,0.988,19.6,0,0,523,15,15,510,15,15
ET7,MC1,2023-06-13T19:15:00Z,87.78,0.01,19.6,0.996,0.02,87.78,0.99,19.6,0,0,504,15,15,495,15,15
ET7,MC1,2023-06-13T19:30:00Z,87.78,0.01,19.6,0.996,0.03,87.78,0.987,19.6,0,0,482,15,15,485,15,15
ET7,MC1,2023-06-13T19:45:00Z,87.76,0.01,19.6,0.996,0.04,87.76,0.981,19.6,0,0,474,15,15,482,15,15
ET7,MC1,2023-06-13T20:00:00Z,87.76,0.01,19.5,0.995,0.05,87.76,0.978,19.5,0,0,471,15,15,480,15,15
ET7,MC1,2023-06-13T20:15:00Z,87.76,0.02,19.7,0.991,0.06,87.76,0.973,19.6,0,0,471,15,15,479,15,15
ET7,MC1,2023-06-13T20:30:00Z,87.77,0.06,19.8,0.976,0.09,87.77,0.961,19.6,0,0,470,15,15,474,15,15
ET7,MC1,2023-06-13T20:45:00Z,87.77,0.11,20.3,0.952,0.13,87.76,0.946,20,0,0,470,15,15,469,15,15
ET7,MC1,2023-06-13T21:00:00Z,87.77,0.19,20.6,0.923,0.2,87.77,0.917,20.4,0,0,470,15,15,464,15,15
ET7,MC1,2023-06-13T21:15:00Z,87.77,0.21,20.6,0.912,0.23,87.77,0.906,20.4,0,0,471,15,15,461,15,15
ET7,MC1,2023-06-13T21:30:00Z,87.77,0.19,20.4,0.92,0.2,87.77,0.916,20.1,0,0,471,15,15,457,15,4
ET7,MC1,2023-06-13T21:45:00Z,87.77,0.2,20.4,0.918,0.21,87.77,0.912,20.2,0,0,471,15,15,452,15,0
ET7,MC1,2023-06-13T22:00:00Z,87.79,0.16,20,0.932,0.18,87.79,0.923,19.9,0,0,472,15,15,454,15,0
ET7,MC1,2023-06-13T22:15:00Z,87.79,0.05,19.3,0.976,0.09,87.78,0.96,19.2,0,0,472,15,15,453,15,0
ET7,MC1,2023-06-13T22:30:00Z,87.79,0.03,19.5,0.986,0.07,87.79,0.969,19.4,0,0,473,15,15,452,15,0
ET7,MC1,2023-06-13T22:45:00Z,87.78,0.03,19.6,0.987,0.07,87.78,0.971,19.5,0,0,472,15,15,452,15,0
ET7,MC1,2023-06-13T23:00:00Z,87.79,0.03,19.5,0.987,0.07,87.78,0.967,19.5,0,0,472,15,15,452,15,0
ET7,MC1,2023-06-13T23:15:00Z,87.79,0.04,19.6,0.984,0.08,87.79,0.963,19.5,0,0,472,15,15,452,15,0
ET7,MC1,2023-06-13T23:30:00Z,87.79,0.03,19.5,0.987,0.08,87.79,0.965,19.5,0,0,473,15,15,452,15,0
ET7,MC1,2023-06-13T23:45:00Z,87.78,0.02,19.5,0.99,0.07,87.78,0.969,19.5,0,0,472,15,15,452,15,0
ET7,MC1,2023-06-14T00:00:00Z,87.77,0.02,19.4,0.99,0.07,87.76,0.969,19.5,0,0,473,15,15,453,15,0
ET7,MC1,2023-06-14T00:15:00Z,87.74,0.01,19.4,0.994,0.06,87.74,0.971,19.5,0,0,477,15,15,454,15,0
ET7,MC1,2023-06-14T00:30:00Z,87.72,0.01,19.3,0.994,0.05,87.71,0.976,19.3,0,0,472,15,15,452,15,0
ET7,MC1,2023-06-14T00:45:00Z,87.69,0.07,19.4,0.971,0.12,87.68,0.945,19.4,0,0,471,15,15,452,15,0
ET7,MC1,2023-06-14T01:00:00Z,87.67,0.15,19.7,0.933,0.19,87.66,0.917,19.6,0,0,469,15,15,452,15,0
ET7,MC1,2023-06-14T01:15:00Z,87.65,0.17,19.7,0.924,0.21,87.64,0.908,19.7,0,0,469,15,15,452,15,0
ET7,MC1,2023-06-14T01:30:00Z,87.62,0.18,19.7,0.922,0.22,87.62,0.906,19.7,0,0,468,15,15,451,15,0
ET7,MC1,2023-06-14T01:45:00Z,87.59,0.18,19.6,0.922,0.21,87.59,0.909,19.5,0,0,466,15,15,451,15,0
ET7,MC1,2023-06-14T02:00:00Z,87.59,0.17,19.5,0.925,0.21,87.59,0.909,19.5,0,0,464,15,15,451,15,0
ET7,MC1,2023-06-14T02:15:00Z,87.6,0.15,19.3,0.932,0.19,87.6,0.914,19.3,0,0,461,15,15,452,15,0
ET7,MC1,2023-06-14T02:30:00Z,87.62,0.15,19.4,0.934,0.19,87.62,0.917,19.3,0,0,455,6,15,452,15,0
ET7,MC1,2023-06-14T02:45:00Z,87.65,0.12,19.2,0.944,0.17,87.64,0.925,19.3,0,0,455,0,15,452,15,0
ET7,MC1,2023-06-14T03:00:00Z,87.66,0.09,19.2,0.96,0.13,87.66,0.942,19.2,0,0,455,0,15,452,15,0
ET7,MC1,2023-06-14T03:15:00Z,87.66,0.07,19.2,0.968,0.12,87.66,0.946,19.2,0,0,455,0,15,452,15,0
ET7,MC1,2023-06-14T03:30:00Z,87.66,0.06,19.1,0.973,0.11,87.66,0.948,19.2,0,0,455,0,15,452,15,0
ET7,MC1,2023-06-14T03:45:00Z,87.66,0.07,19.2,0.97,0.11,87.66,0.948,19.2,0,0,455,0,15,452,15,0
ET7,MC1,2023-06-14T04:00:00Z,87.65,0.06,19.1,0.974,0.11,87.65,0.951,19.1,0,0,455,0,15,452,15,0
ET7,MC1,2023-06-14T04:15:00Z,87.64,0.04,19,0.981,0.09,87.64,0.959,19,0,0,455,0,15,452,15,0
ET7,MC1,2023-06-14T04:30:00Z,87.64,0.03,18.9,0.986,0.08,87.64,0.963,19,0,0,455,0,15,452,15,0
ET7,MC1,2023-06-14T04:45:00Z,87.65,0.04,19,0.981,0.09,87.65,0.959,19,0,0,455,0,15,452,15,0
ET7,MC1,2023-06-14T05:00:00Z,87.66,0.04,18.9,0.98,0.09,87.65,0.958,18.9,0,0,455,0,15,452,15,0
ET7,MC1,2023-06-14T05:15:00Z,87.69,0.04,19,0.98,0.09,87.69,0.957,19,0,0,455,0,15,452,15,0
ET7,MC1,2023-06-14T05:30:00Z,87.71,0.05,19,0.978,0.1,87.71,0.954,19,0,0,455,0,15,452,15,0
ET7,MC1,2023-06-14T05:45:00Z,87.72,0.06,18.9,0.973,0.11,87.72,0.948,19,7.1,6.6,455,0,15,452,15,0
ET7,MC1,2023-06-14T06:00:00Z,87.72,0.09,19.2,0.959,0.15,87.72,0.934,19.2,15.4,14.1,454,0,15,452,15,0
ET7,MC1,2023-06-14T06:15:00Z,87.75,0.13,19.5,0.941,0.18,87.75,0.921,19.6,21.6,19.4,454,0,15,452,15,0
ET7,MC1,2023-06-14T06:30:00Z,87.78,0.13,19.6,0.945,0.17,87.78,0.924,19.6,18.7,18.9,454,0,15,452,15,0
ET7,MC1,2023-06-14T06:45:00Z,87.8,0.1,19.4,0.957,0.15,87.8,0.934,19.5,22.7,22.9,454,0,15,452,15,0
ET7,MC1,2023-06-14T07:00:00Z,87.8,0.09,19.5,0.959,0.14,87.8,0.936,19.6,39,34.6,454,0,15,452,15,0
ET7,MC1,2023-06-14T07:15:00Z,87.78,0.12,19.8,0.949,0.17,87.78,0.926,19.8,60.1,47.4,454,0,15,451,15,0
ET7,MC1,2023-06-14T07:30:00Z,87.77,0.24,20.4,0.902,0.27,87.77,0.889,20.5,69.2,53.1,453,0,15,451,15,0
ET7,MC1,2023-06-14T07:45:00Z,87.78,0.3,20.8,0.878,0.32,87.78,0.869,20.9,77.1,59.7,452,0,15,450,15,0
ET7,MC1,2023-06-14T08:00:00Z,87.79,0.29,20.8,0.88,0.33,87.79,0.868,20.9,77.8,70.9,452,0,15,450,15,0
ET7,MC1,2023-06-14T08:15:00Z,87.81,0.29,20.9,0.883,0.32,87.81,0.872,21,86.2,81.3,452,0,15,450,15,0
ET7,MC1,2023-06-14T08:30:00Z,87.84,0.24,21,0.904,0.27,87.83,0.89,21.1,114.1,95.4,452,0,15,450,15,0
ET7,MC1,2023-06-14T08:45:00Z,87.84,0.18,20.9,0.928,0.24,87.84,0.905,21.1,132,108.8,452,0,15,451,15,0
ET7,MC1,2023-06-14T09:00:00Z,87.85,0.16,20.9,0.936,0.22,87.85,0.912,21,104.9,101.1,453,0,15,451,15,0
ET7,MC1,2023-06-14T09:15:00Z,87.83,0.14,21,0.943,0.21,87.83,0.918,21.2,147.6,122.3,452,0,15,450,15,0
ET7,MC1,2023-06-14T09:30:00Z,87.82,0.18,21.4,0.931,0.24,87.81,0.907,21.7,205.8,137.7,451,0,15,450,15,0
ET7,MC1,2023-06-14T09:45:00Z,87.82,0.23,21.8,0.913,0.29,87.82,0.891,22.2,676.4,182.4,449,0,8,450,15,0
ET7,MC1,2023-06-14T10:00:00Z,87.82,0.29,22.9,0.895,0.35,87.82,0.874,23.1,642.9,190.4,447,0,0,450,5,0
ET7,MC1,2023-06-14T10:15:00Z,87.82,0.33,23.1,0.883,0.38,87.82,0.867,23.2,365.8,324.1,448,0,0,449,0,0
ET7,MC1,2023-06-14T10:30:00Z,87.8,0.34,23.4,0.883,0.43,87.8,0.854,23.9,198.1,301.6,450,0,0,449,0,0
ET7,MC1,2023-06-14T10:45:00Z,87.82,0.31,22.9,0.888,0.37,87.81,0.869,23,136.6,171,451,0,14,449,0,0
ET7,MC1,2023-06-14T11:00:00Z,87.81,0.29,22.6,0.895,0.34,87.81,0.877,22.7,148.9,165.3,451,0,15,449,0,0
ET7,MC1,2023-06-14T11:15:00Z,87.81,0.26,22.3,0.903,0.31,87.81,0.886,22.5,109.1,125.2,451,0,15,450,0,0
ET7,MC1,2023-06-14T11:30:00Z,87.78,0.21,22.2,0.922,0.28,87.78,0.896,22.4,114.4,132.8,451,0,15,450,5,0
ET7,MC1,2023-06-14T11:45:00Z,87.77,0.21,22.5,0.923,0.29,87.77,0.896,22.6,115.2,126,451,0,15,450,3,0
ET7,MC1,2023-06-14T12:00:00Z,87.76,0.2,22.4,0.927,0.26,87.76,0.906,22.5,83.3,84.8,452,0,15,450,12,0
ET7,MC1,2023-06-14T12:15:00Z,87.75,0.17,22.2,0.935,0.25,87.76,0.907,22.3,109.1,115.2,452,0,15,450,15,0
ET7,MC1,2023-06-14T12:30:00Z,87.74,0.19,22.3,0.928,0.26,87.74,0.904,22.5,147,211.7,451,0,15,449,12,0
ET7,MC1,2023-06-14T12:45:00Z,87.73,0.25,22.8,0.908,0.32,87.73,0.885,23,139.2,158.4,451,0,15,450,0,0
ET7,MC1,2023-06-14T13:00:00Z,87.72,0.24,22.7,0.912,0.3,87.72,0.892,22.9,134.9,139.2,452,0,15,450,4,0
ET7,MC1,2023-06-14T13:15:00Z,87.71,0.28,22.8,0.901,0.32,87.71,0.885,22.9,92.3,94.3,452,0,15,450,1,0
ET7,MC1,2023-06-14T13:30:00Z,87.69,0.22,22.7,0.921,0.25,87.69,0.907,22.6,77.1,82.2,452,0,15,450,14,0
ET7,MC1,2023-06-14T13:45:00Z,87.67,0.2,22.4,0.927,0.24,87.68,0.911,22.3,62.6,66.5,452,0,15,450,15,0
ET7,MC1,2023-06-14T14:00:00Z,87.64,0.17,22.4,0.937,0.23,87.64,0.915,22.5,93.6,99.6,452,0,15,450,15,0
ET7,MC1,2023-06-14T14:15:00Z,87.63,0.19,22.6,0.93,0.25,87.63,0.91,22.6,70.1,73.4,452,0,15,450,15,0
ET7,MC1,2023-06-14T14:30:00Z,87.62,0.19,22.6,0.93,0.22,87.62,0.917,22.3,55.7,55.3,452,0,15,450,15,0
ET7,MC1,2023-06-14T14:45:00Z,87.61,0.15,22.3,0.943,0.2,87.61,0.925,22.3,42.5,43,453,0,15,451,15,0
ET7,MC1,2023-06-14T15:00:00Z,87.6,0.14,22.2,0.946,0.19,87.6,0.927,22.2,60.6,61.9,452,0,15,451,15,0
ET7,MC1,2023-06-14T15:15:00Z,87.58,0.14,22.2,0.947,0.21,87.58,0.923,22.3,38.5,40.6,936,9,15,645,15,10
ET7,MC1,2023-06-14T15:30:00Z,87.58,0.06,21.4,0.975,0.12,87.58,0.951,21.4,22.5,22.3,841,15,15,699,15,15
ET7,MC1,2023-06-14T15:45:00Z,87.61,0.03,20.7,0.987,0.08,87.61,0.969,20.6,21.2,21.1,774,15,15,614,15,15
ET7,MC1,2023-06-14T16:00:00Z,87.6,0.04,20.8,0.986,0.07,87.6,0.973,20.6,14.3,14.1,607,15,15,557,15,15
ET7,MC1,2023-06-14T16:15:00Z,87.63,0.02,20.8,0.993,0.05,87.63,0.98,20.6,10.1,10.6,1006,15,15,680,15,15
ET7,MC1,2023-06-14T16:30:00Z,87.67,0.02,20.4,0.99,0.05,87.66,0.979,20.2,5.7,5.5,688,15,15,629,15,15
ET7,MC1,2023-06-14T16:45:00Z,87.68,0.02,19.4,0.99,0.05,87.67,0.976,19.3,5.9,6,623,15,15,589,15,15
ET7,MC1,2023-06-14T17:00:00Z,87.72,0.01,19,0.995,0.05,87.72,0.979,18.8,0,0,575,15,15,542,15,15
ET7,MC1,2023-06-14T17:15:00Z,87.73,0.01,18.8,0.995,0.04,87.73,0.982,18.6,0,0,616,15,15,564,15,15
ET7,MC1,2023-06-14T17:30:00Z,87.78,0.02,19.1,0.991,0.04,87.78,0.981,18.9,0,0,878,15,15,626,15,15
ET7,MC1,2023-06-14T17:45:00Z,87.79,0.06,19.2,0.974,0.07,87.79,0.969,19,0,0,723,15,15,596,15,15
ET7,MC1,2023-06-14T18:00:00Z,87.78,0.07,18.9,0.966,0.09,87.78,0.96,18.7,0,0,892,15,15,596,15,15
ET7,MC1,2023-06-14T18:15:00Z,87.75,0.19,19.2,0.914,0.18,87.75,0.916,18.9,0,0,640,15,15,580,15,15
ET7,MC1,2023-06-14T18:30:00Z,87.77,0.16,18.9,0.926,0.16,87.76,0.926,18.6,0,0,734,15,15,629,15,15
ET7,MC1,2023-06-14T18:45:00Z,87.79,0.07,18.3,0.966,0.09,87.79,0.958,18.1,0,0,838,15,15,605,15,15
ET7,MC1,2023-06-14T19:00:00Z,87.81,0.14,19,0.938,0.11,87.81,0.95,18.5,0,0,659,15,15,568,15,15
ET7,MC1,2023-06-14T19:15:00Z,87.83,0.18,19.1,0.917,0.15,87.83,0.93,18.6,0,0,756,15,15,541,15,15
ET7,MC1,2023-06-14T19:30:00Z,87.86,0.19,19,0.915,0.17,87.86,0.921,18.7,0,0,877,15,15,570,15,15
ET7,MC1,2023-06-14T19:45:00Z,87.87,0.11,18.5,0.947,0.12,87.87,0.941,18.3,0,0,617,15,15,548,15,15
ET7,MC1,2023-06-14T20:00:00Z,87.87,0.13,18.9,0.941,0.13,87.86,0.938,18.7,0,0,577,15,15,531,15,15
ET7,MC1,2023-06-14T20:15:00Z,87.89,0.1,18.7,0.955,0.12,87.88,0.946,18.6,0,0,595,15,15,539,15,15
ET7,MC1,2023-06-14T20:30:00Z,87.9,0.06,18.6,0.971,0.09,87.9,0.958,18.4,0,0,581,15,15,541,15,15
ET7,MC1,2023-06-14T20:45:00Z,87.91,0.04,18.7,0.981,0.07,87.91,0.968,18.6,0,0,642,15,15,562,15,15
ET7,MC1,2023-06-14T21:00:00Z,87.92,0.03,19.1,0.984,0.06,87.91,0.972,19,0,0,596,15,15,562,15,15
