Tree,MC,Timestamp,Port3_Temp,Port3_RH,Port3_VPD,Port3_Atmos_pressure,Port1_Solar,Port4_LW_minutes_H,Port4_LW_minutes,Port4_LWS_Count,Port5_EpiMoisture,Port6_EpiTemp
ET2,MC3,2023-08-17T18:00:00Z,19.8,0.995,0.01,88.08,0,14,15,460,NA,NA
ET2,MC3,2023-08-17T18:15:00Z,19.9,0.989,0.02,88.07,0,0,15,458,NA,NA
ET2,MC3,2023-08-17T18:30:00Z,20.2,0.975,0.06,88.06,0,14,15,475,NA,NA
ET2,MC3,2023-08-17T18:45:00Z,20.2,0.97,0.07,88.06,0,15,15,464,NA,NA
ET2,MC3,2023-08-17T19:00:00Z,20,0.971,0.07,88.07,0,15,15,494,NA,NA
ET2,MC3,2023-08-17T19:15:00Z,19.9,0.97,0.07,88.07,0,15,15,516,NA,NA
ET2,MC3,2023-08-17T19:30:00Z,19.6,0.988,0.03,88.09,0,15,15,507,NA,NA
ET2,MC3,2023-08-17T19:45:00Z,19.7,0.991,0.02,88.11,0,15,15,493,NA,NA
ET2,MC3,2023-08-17T20:00:00Z,19.8,0.996,0.01,88.12,0,15,15,482,NA,NA
ET2,MC3,2023-08-17T20:15:00Z,19.8,1,0,88.14,0,15,15,479,NA,NA
ET2,MC3,2023-08-17T20:30:00Z,19.7,0.999,0,88.14,0,15,15,476,NA,NA
ET2,MC3,2023-08-17T20:45:00Z,19.6,1.001,0,88.16,0,15,15,496,NA,NA
ET2,MC3,2023-08-17T21:00:00Z,19.6,0.999,0,88.16,0,15,15,533,NA,NA
ET2,MC3,2023-08-17T21:15:00Z,19.5,1,0,88.17,0,15,15,566,NA,NA
ET2,MC3,2023-08-17T21:30:00Z,19.6,1,0,88.17,0,15,15,546,NA,NA
ET2,MC3,2023-08-17T21:45:00Z,19.5,1,0,88.16,0,15,15,507,NA,NA
ET2,MC3,2023-08-17T22:00:00Z,19.7,1,0,88.18,0,15,15,495,NA,NA
ET2,MC3,2023-08-17T22:15:00Z,19.7,1,0,88.19,0,15,15,483,NA,NA
ET2,MC3,2023-08-17T22:30:00Z,19.6,1,0,88.19,0,15,15,531,NA,NA
ET2,MC3,2023-08-17T22:45:00Z,19.6,0.999,0,88.19,0,15,15,568,NA,NA
ET2,MC3,2023-08-17T23:00:00Z,19.5,1,0,88.18,0,15,15,525,NA,NA
ET2,MC3,2023-08-17T23:15:00Z,19.7,0.999,0,88.17,0,15,15,489,NA,NA
ET2,MC3,2023-08-17T23:30:00Z,19.7,0.99,0.02,88.16,0,15,15,461,NA,NA
ET2,MC3,2023-08-17T23:45:00Z,19.8,0.975,0.06,88.15,0,0,15,457,NA,NA
ET2,MC3,2023-08-18T00:00:00Z,19.8,0.975,0.06,88.14,0,0,15,456,NA,NA
ET2,MC3,2023-08-18T00:15:00Z,19.7,0.977,0.05,88.12,0,0,15,456,NA,NA
ET2,MC3,2023-08-18T00:30:00Z,19.7,0.979,0.05,88.12,0,0,15,458,NA,NA
ET2,MC3,2023-08-18T00:45:00Z,19.5,0.989,0.02,88.09,0,0,15,458,NA,NA
ET2,MC3,2023-08-18T01:00:00Z,19.4,0.998,0,88.06,0,0,15,458,NA,NA
ET2,MC3,2023-08-18T01:15:00Z,19.3,1.001,0,88.07,0,4,15,473,NA,NA
ET2,MC3,2023-08-18T01:30:00Z,19.5,1,0,88.07,0,15,15,463,NA,NA
ET2,MC3,2023-08-18T01:45:00Z,19.5,1,0,88.05,0,5,15,456,NA,NA
ET2,MC3,2023-08-18T02:00:00Z,19.6,0.998,0.01,88.02,0,0,15,458,NA,NA
ET2,MC3,2023-08-18T02:15:00Z,19.5,0.994,0.01,88.03,0,0,15,456,NA,NA
ET2,MC3,2023-08-18T02:30:00Z,19.6,0.988,0.03,88.04,0,0,15,457,NA,NA
ET2,MC3,2023-08-18T02:45:00Z,19.5,0.99,0.02,88.03,0,10,15,479,NA,NA
ET2,MC3,2023-08-18T03:00:00Z,19.4,0.996,0.01,88.03,0,15,15,492,NA,NA
ET2,MC3,2023-08-18T03:15:00Z,19.4,0.999,0,88.02,0,15,15,505,NA,NA
ET2,MC3,2023-08-18T03:30:00Z,19.4,1,0,88,0,15,15,487,NA,NA
ET2,MC3,2023-08-18T03:45:00Z,19.4,0.997,0.01,88.02,0,15,15,476,NA,NA
ET2,MC3,2023-08-18T04:00:00Z,19.3,0.989,0.02,88.01,0,6,15,457,NA,NA
ET2,MC3,2023-08-18T04:15:00Z,19.2,0.99,0.02,88.01,0,0,15,457,NA,NA
ET2,MC3,2023-08-18T04:30:00Z,19.2,0.994,0.01,88,0,0,15,457,NA,NA
ET2,MC3,2023-08-18T04:45:00Z,19.2,0.991,0.02,88.02,0,0,15,456,NA,NA
ET2,MC3,2023-08-18T05:00:00Z,19.2,0.982,0.04,88.03,0,0,15,456,NA,NA
ET2,MC3,2023-08-18T05:15:00Z,19.2,0.981,0.04,88.04,0,0,15,456,NA,NA
ET2,MC3,2023-08-18T05:30:00Z,19.4,0.968,0.07,88.05,0,0,15,456,NA,NA
ET2,MC3,2023-08-18T05:45:00Z,19.4,0.971,0.07,88.05,0,0,15,456,NA,NA
ET2,MC3,2023-08-18T06:00:00Z,19.3,0.978,0.05,88.07,1.5,0,15,456,NA,NA
ET2,MC3,2023-08-18T06:15:00Z,19.3,0.987,0.03,88.06,12.1,0,15,456,NA,NA
ET2,MC3,2023-08-18T06:30:00Z,19.3,0.986,0.03,88.07,18.3,0,15,456,NA,NA
ET2,MC3,2023-08-18T06:45:00Z,19.5,0.978,0.05,88.1,19,0,15,458,NA,NA
ET2,MC3,2023-08-18T07:00:00Z,19.3,0.988,0.03,88.11,24,0,15,456,NA,NA
ET2,MC3,2023-08-18T07:15:00Z,19.3,0.995,0.01,88.13,28.9,0,15,456,NA,NA
ET2,MC3,2023-08-18T07:30:00Z,19.4,0.991,0.02,88.13,48.5,0,15,456,NA,NA
ET2,MC3,2023-08-18T07:45:00Z,19.6,0.983,0.04,88.14,49.3,0,15,457,NA,NA
ET2,MC3,2023-08-18T08:00:00Z,19.6,0.982,0.04,88.14,65.4,0,15,456,NA,NA
ET2,MC3,2023-08-18T08:15:00Z,19.6,0.984,0.04,88.15,59.5,0,15,458,NA,NA
ET2,MC3,2023-08-18T08:30:00Z,19.6,0.985,0.03,88.16,60.6,4,15,460,NA,NA
ET2,MC3,2023-08-18T08:45:00Z,19.6,0.986,0.03,88.17,75.8,1,15,456,NA,NA
ET2,MC3,2023-08-18T09:00:00Z,19.9,0.979,0.05,88.17,105.1,0,15,455,NA,NA
ET2,MC3,2023-08-18T09:15:00Z,20.2,0.963,0.09,88.18,103.6,0,15,455,NA,NA
ET2,MC3,2023-08-18T09:30:00Z,20.2,0.967,0.08,88.18,105.5,0,15,455,NA,NA
ET2,MC3,2023-08-18T09:45:00Z,20.3,0.966,0.08,88.18,124.9,0,15,454,NA,NA
ET2,MC3,2023-08-18T10:00:00Z,20.5,0.96,0.1,88.17,133.9,0,15,454,NA,NA
ET2,MC3,2023-08-18T10:15:00Z,20.7,0.955,0.11,88.18,100.2,0,15,454,NA,NA
ET2,MC3,2023-08-18T10:30:00Z,20.5,0.961,0.09,88.18,66.7,0,15,455,NA,NA
ET2,MC3,2023-08-18T10:45:00Z,20.4,0.966,0.08,88.17,119.6,0,15,454,NA,NA
ET2,MC3,2023-08-18T11:00:00Z,20.7,0.952,0.12,88.15,131.1,0,15,454,NA,NA
ET2,MC3,2023-08-18T11:15:00Z,20.7,0.96,0.1,88.15,87.2,0,15,456,NA,NA
ET2,MC3,2023-08-18T11:30:00Z,20.2,0.972,0.07,88.13,67.9,0,15,455,NA,NA
ET2,MC3,2023-08-18T11:45:00Z,20,0.982,0.04,88.11,104.2,0,15,455,NA,NA
ET2,MC3,2023-08-18T12:00:00Z,20.1,0.984,0.04,88.09,139,0,15,455,NA,NA
ET2,MC3,2023-08-18T12:15:00Z,20.3,0.979,0.05,88.09,110.8,0,15,455,NA,NA
ET2,MC3,2023-08-18T12:30:00Z,20.4,0.978,0.05,88.09,119.6,0,15,455,NA,NA
ET2,MC3,2023-08-18T12:45:00Z,20.1,0.989,0.03,88.08,88.8,2,15,455,NA,NA
ET2,MC3,2023-08-18T13:00:00Z,20.4,0.981,0.05,88.05,149.4,0,15,453,NA,NA
ET2,MC3,2023-08-18T13:15:00Z,20.7,0.968,0.08,88.01,174.9,0,15,453,NA,NA
ET2,MC3,2023-08-18T13:30:00Z,20.8,0.96,0.1,87.99,187.9,0,15,453,NA,NA
ET2,MC3,2023-08-18T13:45:00Z,20.5,0.973,0.07,88,150.1,0,15,453,NA,NA
ET2,MC3,2023-08-18T14:00:00Z,20.9,0.958,0.1,88.01,143.7,0,15,453,NA,NA
ET2,MC3,2023-08-18T14:15:00Z,20.4,0.966,0.08,88,93.2,0,15,454,NA,NA
ET2,MC3,2023-08-18T14:30:00Z,20.3,0.975,0.06,87.98,65.7,0,15,454,NA,NA
ET2,MC3,2023-08-18T14:45:00Z,20.2,0.975,0.06,87.99,73.2,0,15,454,NA,NA
ET2,MC3,2023-08-18T15:00:00Z,20.3,0.976,0.06,88.01,41.9,0,15,454,NA,NA
ET2,MC3,2023-08-18T15:15:00Z,20.1,0.975,0.06,87.99,34.2,0,15,454,NA,NA
ET2,MC3,2023-08-18T15:30:00Z,20,0.976,0.06,87.98,38.8,0,15,454,NA,NA
ET2,MC3,2023-08-18T15:45:00Z,20.1,0.975,0.06,87.99,43.9,0,15,454,NA,NA
ET2,MC3,2023-08-18T16:00:00Z,20.3,0.969,0.07,87.99,54.4,0,15,454,NA,NA
ET2,MC3,2023-08-18T16:15:00Z,20.2,0.967,0.08,87.99,35.7,0,15,454,NA,NA
ET2,MC3,2023-08-18T16:30:00Z,20.2,0.969,0.07,87.99,31.1,0,15,454,NA,NA
ET2,MC3,2023-08-18T16:45:00Z,20.1,0.976,0.06,87.98,15.2,0,15,457,NA,NA
ET2,MC3,2023-08-18T17:00:00Z,19.8,0.996,0.01,87.98,8.6,6,15,471,NA,NA
ET2,MC3,2023-08-18T17:15:00Z,19.7,0.999,0,87.99,8.1,15,15,473,NA,NA
ET2,MC3,2023-08-18T17:30:00Z,19.6,1,0,87.98,7.1,15,15,510,NA,NA
ET2,MC3,2023-08-18T17:45:00Z,19.5,1,0,87.97,0.7,15,15,510,NA,NA
ET2,MC3,2023-08-18T18:00:00Z,19.4,1.001,0,87.95,0,15,15,518,NA,NA
ET2,MC3,2023-08-18T18:15:00Z,19.2,1,0,87.94,0,15,15,515,NA,NA
ET2,MC3,2023-08-18T18:30:00Z,19.1,1,0,87.93,0,15,15,517,NA,NA
ET2,MC3,2023-08-18T18:45:00Z,18.9,1,0,87.95,0,15,15,514,NA,NA
ET2,MC3,2023-08-18T19:00:00Z,18.8,1,0,87.96,0,15,15,498,NA,NA
ET2,MC3,2023-08-18T19:15:00Z,18.9,1.001,0,87.98,0,15,15,505,NA,NA
ET2,MC3,2023-08-18T19:30:00Z,19,1.001,0,88,0,15,15,487,NA,NA
ET2,MC3,2023-08-18T19:45:00Z,19.1,1,0,88.02,0,15,15,541,NA,NA
ET2,MC3,2023-08-18T20:00:00Z,19.2,0.999,0,88.04,0,15,15,618,NA,NA
ET2,MC3,2023-08-18T20:15:00Z,19.2,1,0,88.07,0,15,15,563,NA,NA
ET2,MC3,2023-08-18T20:30:00Z,19.2,1,0,88.08,0,15,15,716,NA,NA
ET2,MC3,2023-08-18T20:45:00Z,19.1,1,0,88.1,0,15,15,676,NA,NA
ET2,MC3,2023-08-18T21:00:00Z,19.2,1.001,0,88.12,0,15,15,607,NA,NA
ET2,MC3,2023-08-18T21:15:00Z,19.2,1,0,88.14,0,15,15,518,NA,NA
ET2,MC3,2023-08-18T21:30:00Z,19.1,1.001,0,88.15,0,15,15,490,NA,NA
ET2,MC3,2023-08-18T21:45:00Z,19.1,1.001,0,88.17,0,15,15,477,NA,NA
ET2,MC3,2023-08-18T22:00:00Z,19,1,0,88.18,0,15,15,472,NA,NA
ET2,MC3,2023-08-18T22:15:00Z,19.1,1.001,0,88.17,0,15,15,470,NA,NA
ET2,MC3,2023-08-18T22:30:00Z,19.1,1,0,88.17,0,15,15,501,NA,NA
ET2,MC3,2023-08-18T22:45:00Z,19.2,0.999,0,88.17,0,15,15,752,NA,NA
ET2,MC3,2023-08-18T23:00:00Z,19.3,1.001,0,88.17,0,15,15,543,NA,NA
ET2,MC3,2023-08-18T23:15:00Z,19.3,0.999,0,88.15,0,15,15,531,NA,NA
ET2,MC3,2023-08-18T23:30:00Z,19.2,1,0,88.13,0,15,15,538,NA,NA
ET2,MC3,2023-08-18T23:45:00Z,19.2,1,0,88.11,0,15,15,547,NA,NA
ET2,MC3,2023-08-19T00:00:00Z,19.2,1,0,88.09,0,15,15,556,NA,NA
ET2,MC3,2023-08-19T00:15:00Z,19.2,0.999,0,88.06,0,15,15,558,NA,NA
ET2,MC3,2023-08-19T00:30:00Z,19.1,1.001,0,88.05,0,15,15,514,NA,NA
ET2,MC3,2023-08-19T00:45:00Z,19.1,1,0,88.04,0,15,15,619,NA,NA
ET2,MC3,2023-08-19T01:00:00Z,19.1,1.001,0,88.01,0,15,15,552,NA,NA
ET2,MC3,2023-08-19T01:15:00Z,19.2,1,0,87.98,0,15,15,545,NA,NA
ET2,MC3,2023-08-19T01:30:00Z,19.1,1,0,87.97,0,15,15,524,NA,NA
ET2,MC3,2023-08-19T01:45:00Z,18.9,0.999,0,87.96,0,15,15,486,NA,NA
ET2,MC3,2023-08-19T02:00:00Z,18.8,1.001,0,87.94,0,15,15,501,NA,NA
ET2,MC3,2023-08-19T02:15:00Z,18.8,1,0,87.95,0,15,15,465,NA,NA
ET2,MC3,2023-08-19T02:30:00Z,19,1,0,87.95,0,15,15,478,NA,NA
ET2,MC3,2023-08-19T02:45:00Z,19,1,0,87.95,0,15,15,469,NA,NA
ET2,MC3,2023-08-19T03:00:00Z,18.9,1,0,87.95,0,15,15,463,NA,NA
ET2,MC3,2023-08-19T03:15:00Z,18.9,1,0,87.93,0,15,15,476,NA,NA
ET2,MC3,2023-08-19T03:30:00Z,19.1,1.001,0,87.93,0,15,15,469,NA,NA
ET2,MC3,2023-08-19T03:45:00Z,19,0.997,0.01,87.91,0,15,15,462,NA,NA
ET2,MC3,2023-08-19T04:00:00Z,19,0.997,0.01,87.92,0,8,15,459,NA,NA
ET2,MC3,2023-08-19T04:15:00Z,18.9,0.996,0.01,87.92,0,0,15,457,NA,NA
ET2,MC3,2023-08-19T04:30:00Z,19,0.991,0.02,87.92,0,0,15,458,NA,NA
ET2,MC3,2023-08-19T04:45:00Z,18.9,0.995,0.01,87.92,0,8,15,465,NA,NA
ET2,MC3,2023-08-19T05:00:00Z,18.8,1,0,87.93,0,15,15,526,NA,NA
ET2,MC3,2023-08-19T05:15:00Z,18.8,1.001,0,87.94,0,15,15,512,NA,NA
ET2,MC3,2023-08-19T05:30:00Z,18.9,1.001,0,87.94,0,15,15,484,NA,NA
ET2,MC3,2023-08-19T05:45:00Z,18.9,1.001,0,87.95,0,15,15,465,NA,NA
ET2,MC3,2023-08-19T06:00:00Z,18.9,1,0,87.96,7.3,15,15,461,NA,NA
ET2,MC3,2023-08-19T06:15:00Z,19,1.001,0,87.96,10.4,11,15,459,NA,NA
ET2,MC3,2023-08-19T06:30:00Z,19,1.001,0,87.96,13.9,15,15,464,NA,NA
ET2,MC3,2023-08-19T06:45:00Z,18.9,0.999,0,87.98,14.5,15,15,462,NA,NA
ET2,MC3,2023-08-19T07:00:00Z,19,1,0,88.01,25.6,15,15,488,NA,NA
ET2,MC3,2023-08-19T07:15:00Z,19,1,0,88.03,35.7,15,15,483,NA,NA
ET2,MC3,2023-08-19T07:30:00Z,19.2,1,0,88.04,70.3,15,15,476,NA,NA
ET2,MC3,2023-08-19T07:45:00Z,19.2,1.001,0,88.06,106,15,15,465,NA,NA
ET2,MC3,2023-08-19T08:00:00Z,19.3,1,0,88.07,104.6,15,15,465,NA,NA
ET2,MC3,2023-08-19T08:15:00Z,19.5,0.999,0,88.08,147.4,6,15,457,NA,NA
ET2,MC3,2023-08-19T08:30:00Z,19.6,0.997,0.01,88.07,90.8,0,15,459,NA,NA
ET2,MC3,2023-08-19T08:45:00Z,19.6,0.978,0.05,88.08,248.1,0,15,455,NA,NA
ET2,MC3,2023-08-19T09:00:00Z,20.4,0.917,0.2,88.09,263.7,0,15,454,NA,NA
ET2,MC3,2023-08-19T09:15:00Z,20.6,0.913,0.21,88.1,161.1,0,15,454,NA,NA
ET2,MC3,2023-08-19T09:30:00Z,20.4,0.936,0.15,88.11,206,0,15,454,NA,NA
ET2,MC3,2023-08-19T09:45:00Z,20.5,0.943,0.14,88.11,262.9,0,15,453,NA,NA
ET2,MC3,2023-08-19T10:00:00Z,21.1,0.935,0.16,88.1,239.7,0,15,453,NA,NA
ET2,MC3,2023-08-19T10:15:00Z,21.6,0.906,0.24,88.09,223.2,0,15,453,NA,NA
ET2,MC3,2023-08-19T10:30:00Z,21.9,0.895,0.28,88.07,220.5,0,15,453,NA,NA
ET2,MC3,2023-08-19T10:45:00Z,22.2,0.897,0.28,88.07,249.6,0,15,452,NA,NA
ET2,MC3,2023-08-19T11:00:00Z,22,0.9,0.26,88.06,231.6,0,15,452,NA,NA
ET2,MC3,2023-08-19T11:15:00Z,22.1,0.905,0.25,88.06,181.6,0,15,453,NA,NA
ET2,MC3,2023-08-19T11:30:00Z,21.6,0.926,0.19,88.06,123,0,15,453,NA,NA
ET2,MC3,2023-08-19T11:45:00Z,21.2,0.949,0.13,88.05,129.8,0,15,453,NA,NA
ET2,MC3,2023-08-19T12:00:00Z,21.3,0.953,0.12,88.02,163.1,0,15,453,NA,NA
ET2,MC3,2023-08-19T12:15:00Z,21.1,0.968,0.08,88,149,0,15,454,NA,NA
ET2,MC3,2023-08-19T12:30:00Z,20.6,0.985,0.04,87.97,60.2,0,15,457,NA,NA
ET2,MC3,2023-08-19T12:45:00Z,20.4,0.996,0.01,87.94,93.6,15,15,831,NA,NA
ET2,MC3,2023-08-19T13:00:00Z,20.4,1,0,87.92,77.6,15,15,517,NA,NA
ET2,MC3,2023-08-19T13:15:00Z,19.9,1.001,0,87.91,43.8,15,15,571,NA,NA
ET2,MC3,2023-08-19T13:30:00Z,19.8,1,0,87.91,38.1,15,15,567,NA,NA
ET2,MC3,2023-08-19T13:45:00Z,19.8,1,0,87.9,74.5,15,15,473,NA,NA
ET2,MC3,2023-08-19T14:00:00Z,20,1,0,87.89,201.4,2,15,454,NA,NA
ET2,MC3,2023-08-19T14:15:00Z,20.4,0.999,0,87.88,124.7,3,15,467,NA,NA
ET2,MC3,2023-08-19T14:30:00Z,20.1,1.001,0,87.88,94.8,15,15,565,NA,NA
ET2,MC3,2023-08-19T14:45:00Z,20.2,1.001,0,87.85,112.4,15,15,599,NA,NA
ET2,MC3,2023-08-19T15:00:00Z,20.2,0.999,0,87.84,66.1,15,15,551,NA,NA
ET2,MC3,2023-08-19T15:15:00Z,20.1,1,0,87.84,69.6,15,15,462,NA,NA
ET2,MC3,2023-08-19T15:30:00Z,20.1,1.001,0,87.84,57.7,10,15,459,NA,NA
ET2,MC3,2023-08-19T15:45:00Z,20.1,1.001,0,87.84,74.2,0,15,458,NA,NA
ET2,MC3,2023-08-19T16:00:00Z,20.1,1.001,0,87.86,45,0,15,456,NA,NA
ET2,MC3,2023-08-19T16:15:00Z,20,1,0,87.88,29.1,14,15,464,NA,NA
ET2,MC3,2023-08-19T16:30:00Z,19.8,0.999,0,87.89,15.4,15,15,592,NA,NA
ET2,MC3,2023-08-19T16:45:00Z,19.7,1,0,87.89,19,15,15,501,NA,NA
ET2,MC3,2023-08-19T17:00:00Z,19.6,1,0,87.88,18.3,15,15,470,NA,NA
ET2,MC3,2023-08-19T17:15:00Z,19.5,1.001,0,87.89,8.4,15,15,559,NA,NA
ET2,MC3,2023-08-19T17:30:00Z,19.5,1.001,0,87.91,1.6,15,15,558,NA,NA
ET2,MC3,2023-08-19T17:45:00Z,19.5,1,0,87.92,0,15,15,620,NA,NA
ET2,MC3,2023-08-19T18:00:00Z,19.6,1,0,87.93,0,15,15,588,NA,NA
ET2,MC3,2023-08-19T18:15:00Z,19.4,1,0,87.93,0,15,15,504,NA,NA
ET2,MC3,2023-08-19T18:30:00Z,19.4,1,0,87.93,0,15,15,471,NA,NA
ET2,MC3,2023-08-19T18:45:00Z,19.4,1,0,87.95,0,15,15,465,NA,NA
ET2,MC3,2023-08-19T19:00:00Z,19.3,1,0,87.96,0,15,15,462,NA,NA
ET2,MC3,2023-08-19T19:15:00Z,19.4,0.999,0,87.97,0,8,15,458,NA,NA
ET2,MC3,2023-08-19T19:30:00Z,19.3,1,0,87.97,0,0,15,457,NA,NA
ET2,MC3,2023-08-19T19:45:00Z,19.4,0.999,0,87.99,0,2,15,460,NA,NA
ET2,MC3,2023-08-19T20:00:00Z,19.5,0.999,0,88,0,15,15,461,NA,NA
ET2,MC3,2023-08-19T20:15:00Z,19.5,0.999,0,88,0,7,15,457,NA,NA
ET2,MC3,2023-08-19T20:30:00Z,19.4,0.994,0.01,88.01,0,0,15,457,NA,NA
ET2,MC3,2023-08-19T20:45:00Z,19.4,0.987,0.03,88.04,0,9,15,460,NA,NA
ET2,MC3,2023-08-19T21:00:00Z,19.4,0.979,0.05,88.03,0,1,15,460,NA,NA
ET2,MC3,2023-08-19T21:15:00Z,19.3,0.983,0.04,88.04,0,7,15,456,NA,NA
ET2,MC3,2023-08-19T21:30:00Z,19.3,0.987,0.03,88.05,0,0,15,457,NA,NA
ET2,MC3,2023-08-19T21:45:00Z,19.3,0.985,0.03,88.05,0,0,15,457,NA,NA
ET2,MC3,2023-08-19T22:00:00Z,19.4,0.978,0.05,88.06,0,0,15,456,NA,NA
ET2,MC3,2023-08-19T22:15:00Z,19.2,0.975,0.06,88.06,0,0,15,458,NA,NA
ET2,MC3,2023-08-19T22:30:00Z,19.2,0.972,0.06,88.04,0,0,15,456,NA,NA
ET2,MC3,2023-08-19T22:45:00Z,19.2,0.979,0.05,88.04,0,0,15,456,NA,NA
ET2,MC3,2023-08-19T23:00:00Z,19.1,0.986,0.03,88.04,0,0,15,457,NA,NA
ET2,MC3,2023-08-19T23:15:00Z,19,0.988,0.03,88.03,0,0,15,456,NA,NA
ET2,MC3,2023-08-19T23:30:00Z,19,0.983,0.04,88.04,0,0,15,456,NA,NA
ET2,MC3,2023-08-19T23:45:00Z,19,0.981,0.04,88.03,0,0,15,456,NA,NA
ET2,MC3,2023-08-20T00:00:00Z,19,0.976,0.05,88.02,0,0,15,456,NA,NA
ET2,MC3,2023-08-20T00:15:00Z,19.1,0.969,0.07,88,0,0,15,456,NA,NA
ET2,MC3,2023-08-20T00:30:00Z,19.2,0.957,0.09,87.98,0,0,15,456,NA,NA
ET2,MC3,2023-08-20T00:45:00Z,19.2,0.957,0.1,87.95,0,0,15,456,NA,NA
ET2,MC3,2023-08-20T01:00:00Z,19,0.966,0.07,87.94,0,0,15,456,NA,NA
ET2,MC3,2023-08-20T01:15:00Z,18.9,0.982,0.04,87.92,0,0,15,456,NA,NA
ET2,MC3,2023-08-20T01:30:00Z,19,0.98,0.04,87.91,0,0,15,456,NA,NA
ET2,MC3,2023-08-20T01:45:00Z,19,0.983,0.04,87.88,0,0,15,456,NA,NA
ET2,MC3,2023-08-20T02:00:00Z,19,0.981,0.04,87.87,0,1,15,458,NA,NA
ET2,MC3,2023-08-20T02:15:00Z,18.9,0.987,0.03,87.87,0,0,15,457,NA,NA
ET2,MC3,2023-08-20T02:30:00Z,19,0.985,0.03,87.87,0,0,15,458,NA,NA
ET2,MC3,2023-08-20T02:45:00Z,18.9,0.989,0.02,87.85,0,0,15,456,NA,NA
ET2,MC3,2023-08-20T03:00:00Z,19,0.979,0.05,87.84,0,0,15,456,NA,NA
ET2,MC3,2023-08-20T03:15:00Z,18.9,0.981,0.04,87.83,0,7,15,499,NA,NA
ET2,MC3,2023-08-20T03:30:00Z,18.8,0.992,0.02,87.83,0,15,15,481,NA,NA
ET2,MC3,2023-08-20T03:45:00Z,18.8,0.999,0,87.83,0,15,15,486,NA,NA
ET2,MC3,2023-08-20T04:00:00Z,18.8,0.999,0,87.84,0,15,15,472,NA,NA
ET2,MC3,2023-08-20T04:15:00Z,19,0.994,0.01,87.85,0,15,15,489,NA,NA
ET2,MC3,2023-08-20T04:30:00Z,19,0.993,0.01,87.87,0,15,15,571,NA,NA
ET2,MC3,2023-08-20T04:45:00Z,18.9,1.001,0,87.88,0,15,15,537,NA,NA
ET2,MC3,2023-08-20T05:00:00Z,18.8,1,0,87.88,0,15,15,553,NA,NA
ET2,MC3,2023-08-20T05:15:00Z,18.8,1,0,87.88,0,15,15,529,NA,NA
ET2,MC3,2023-08-20T05:30:00Z,18.8,1,0,87.89,0,15,15,677,NA,NA
ET2,MC3,2023-08-20T05:45:00Z,18.8,1,0,87.9,0,15,15,565,NA,NA
ET2,MC3,2023-08-20T06:00:00Z,18.8,1,0,87.91,0,15,15,547,NA,NA
ET2,MC3,2023-08-20T06:15:00Z,18.8,1.001,0,87.91,9,15,15,529,NA,NA
ET2,MC3,2023-08-20T06:30:00Z,18.7,1.001,0,87.93,14.6,15,15,501,NA,NA
ET2,MC3,2023-08-20T06:45:00Z,18.8,1,0,87.97,12.6,15,15,554,NA,NA
ET2,MC3,2023-08-20T07:00:00Z,18.8,1,0,88,22.5,15,15,493,NA,NA
ET2,MC3,2023-08-20T07:15:00Z,18.8,1,0,88.03,24.2,15,15,478,NA,NA
ET2,MC3,2023-08-20T07:30:00Z,18.6,1,0,88.05,28.6,15,15,501,NA,NA
ET2,MC3,2023-08-20T07:45:00Z,18.6,1,0,88.08,39,15,15,527,NA,NA
ET2,MC3,2023-08-20T08:00:00Z,18.8,1,0,88.08,24,15,15,571,NA,NA
ET2,MC3,2023-08-20T08:15:00Z,18.9,1,0,88.08,23.8,15,15,669,NA,NA
ET2,MC3,2023-08-20T08:30:00Z,19.2,1,0,88.08,33.3,15,15,600,NA,NA
ET2,MC3,2023-08-20T08:45:00Z,19.2,0.999,0,88.09,37.9,15,15,652,NA,NA
ET2,MC3,2023-08-20T09:00:00Z,19.1,1.001,0,88.1,54.6,15,15,600,NA,NA
ET2,MC3,2023-08-20T09:15:00Z,18.8,1,0,88.09,85.5,15,15,527,NA,NA
ET2,MC3,2023-08-20T09:30:00Z,18.7,1.001,0,88.09,92.5,15,15,522,NA,NA
ET2,MC3,2023-08-20T09:45:00Z,18.6,1.001,0,88.07,120.3,15,15,460,NA,NA
ET2,MC3,2023-08-20T10:00:00Z,18.9,1.001,0,88.08,132.4,0,15,457,NA,NA
ET2,MC3,2023-08-20T10:15:00Z,19.4,0.992,0.02,88.04,149,1,15,467,NA,NA
ET2,MC3,2023-08-20T10:30:00Z,20,0.954,0.11,87.99,195.7,3,15,454,NA,NA
ET2,MC3,2023-08-20T10:45:00Z,20.9,0.895,0.26,87.95,140.6,0,15,453,NA,NA
ET2,MC3,2023-08-20T11:00:00Z,21.3,0.864,0.34,87.93,179.8,0,15,453,NA,NA
ET2,MC3,2023-08-20T11:15:00Z,21.5,0.874,0.32,87.92,201.8,0,15,453,NA,NA
ET2,MC3,2023-08-20T11:30:00Z,21.1,0.925,0.19,87.92,212.4,0,15,453,NA,NA
ET2,MC3,2023-08-20T11:45:00Z,20.8,0.938,0.15,87.92,179.3,0,15,454,NA,NA
ET2,MC3,2023-08-20T12:00:00Z,20.3,0.958,0.1,87.92,130.6,0,15,455,NA,NA
ET2,MC3,2023-08-20T12:15:00Z,19.7,0.987,0.03,87.91,86.6,0,15,456,NA,NA
