Tree,MC,Timestamp,Port3_Temp,Port3_RH,Port3_VPD,Port3_Atmos_pressure,Port1_Solar,Port4_LW_minutes_H,Port4_LW_minutes,Port4_LWS_Count,Port5_EpiMoisture,Port6_EpiTemp
ET2,MC3,2023-06-12T17:30:00Z,21.6,0.933,0.17,87.95,25.6,4,15,773,NA,NA
ET2,MC3,2023-06-12T17:45:00Z,21,0.967,0.08,87.95,16.8,15,15,641,NA,NA
ET2,MC3,2023-06-12T18:00:00Z,20.4,0.985,0.04,87.96,7.1,15,15,546,NA,NA
ET2,MC3,2023-06-12T18:15:00Z,20.6,0.991,0.02,87.96,0,15,15,501,NA,NA
ET2,MC3,2023-06-12T18:30:00Z,20.8,0.99,0.03,87.96,0,15,15,569,NA,NA
ET2,MC3,2023-06-12T18:45:00Z,20.7,0.993,0.02,87.97,0,15,15,541,NA,NA
ET2,MC3,2023-06-12T19:00:00Z,20.6,0.988,0.03,87.99,0,15,15,526,NA,NA
ET2,MC3,2023-06-12T19:15:00Z,20.7,0.975,0.06,88,0,15,15,468,NA,NA
ET2,MC3,2023-06-12T19:30:00Z,20.8,0.968,0.08,88.03,0,15,15,461,NA,NA
ET2,MC3,2023-06-12T19:45:00Z,20.8,0.963,0.09,88.06,0,3,15,455,NA,NA
ET2,MC3,2023-06-12T20:00:00Z,20.7,0.951,0.12,88.08,0,0,15,454,NA,NA
ET2,MC3,2023-06-12T20:15:00Z,20.8,0.94,0.15,88.09,0,0,15,454,NA,NA
ET2,MC3,2023-06-12T20:30:00Z,20.8,0.946,0.13,88.09,0,0,15,454,NA,NA
ET2,MC3,2023-06-12T20:45:00Z,20.6,0.955,0.11,88.1,0,0,15,454,NA,NA
ET2,MC3,2023-06-12T21:00:00Z,20.5,0.952,0.11,88.1,0,0,15,454,NA,NA
ET2,MC3,2023-06-12T21:15:00Z,20.4,0.963,0.09,88.12,0,0,15,454,NA,NA
ET2,MC3,2023-06-12T21:30:00Z,20.3,0.979,0.05,88.12,0,0,15,455,NA,NA
ET2,MC3,2023-06-12T21:45:00Z,20.3,0.988,0.03,88.12,0,0,15,455,NA,NA
ET2,MC3,2023-06-12T22:00:00Z,20.3,0.984,0.04,88.12,0,0,15,454,NA,NA
ET2,MC3,2023-06-12T22:15:00Z,20.4,0.969,0.07,88.1,0,0,15,455,NA,NA
ET2,MC3,2023-06-12T22:30:00Z,20.3,0.973,0.06,88.11,0,0,15,455,NA,NA
ET2,MC3,2023-06-12T22:45:00Z,20.3,0.971,0.07,88.11,0,0,15,454,NA,NA
ET2,MC3,2023-06-12T23:00:00Z,20.3,0.962,0.09,88.1,0,0,15,454,NA,NA
ET2,MC3,2023-06-12T23:15:00Z,20.2,0.962,0.09,88.08,0,0,15,454,NA,NA
ET2,MC3,2023-06-12T23:30:00Z,20.2,0.965,0.08,88.07,0,0,15,454,NA,NA
ET2,MC3,2023-06-12T23:45:00Z,20.2,0.956,0.1,88.04,0,0,15,454,NA,NA
ET2,MC3,2023-06-13T00:00:00Z,20.2,0.95,0.12,88.01,0,0,15,454,NA,NA
ET2,MC3,2023-06-13T00:15:00Z,20.2,0.945,0.13,88,0,0,15,454,NA,NA
ET2,MC3,2023-06-13T00:30:00Z,20.2,0.944,0.13,87.99,0,0,15,454,NA,NA
ET2,MC3,2023-06-13T00:45:00Z,20.2,0.942,0.14,87.96,0,0,15,454,NA,NA
ET2,MC3,2023-06-13T01:00:00Z,20.1,0.94,0.14,87.94,0,0,15,454,NA,NA
ET2,MC3,2023-06-13T01:15:00Z,20.2,0.943,0.13,87.93,0,0,15,454,NA,NA
ET2,MC3,2023-06-13T01:30:00Z,20.2,0.951,0.12,87.93,0,0,15,454,NA,NA
ET2,MC3,2023-06-13T01:45:00Z,20.2,0.96,0.09,87.91,0,0,15,454,NA,NA
ET2,MC3,2023-06-13T02:00:00Z,20.2,0.955,0.11,87.91,0,0,15,454,NA,NA
ET2,MC3,2023-06-13T02:15:00Z,20.2,0.942,0.14,87.9,0,0,15,454,NA,NA
ET2,MC3,2023-06-13T02:30:00Z,20.4,0.932,0.16,87.91,0,0,15,454,NA,NA
ET2,MC3,2023-06-13T02:45:00Z,20.3,0.939,0.15,87.93,0,0,15,454,NA,NA
ET2,MC3,2023-06-13T03:00:00Z,20.2,0.949,0.12,87.95,0,0,15,454,NA,NA
ET2,MC3,2023-06-13T03:15:00Z,20.3,0.947,0.13,87.96,0,0,15,454,NA,NA
ET2,MC3,2023-06-13T03:30:00Z,20.2,0.952,0.11,87.96,0,0,15,455,NA,NA
ET2,MC3,2023-06-13T03:45:00Z,20,0.972,0.07,87.97,0,0,15,455,NA,NA
ET2,MC3,2023-06-13T04:00:00Z,19.9,0.978,0.05,87.94,0,0,15,454,NA,NA
ET2,MC3,2023-06-13T04:15:00Z,19.9,0.971,0.07,87.94,0,0,15,454,NA,NA
ET2,MC3,2023-06-13T04:30:00Z,19.8,0.969,0.07,87.96,0,0,15,454,NA,NA
ET2,MC3,2023-06-13T04:45:00Z,19.8,0.973,0.06,87.96,0,0,15,455,NA,NA
ET2,MC3,2023-06-13T05:00:00Z,19.8,0.966,0.08,87.96,0,0,15,455,NA,NA
ET2,MC3,2023-06-13T05:15:00Z,19.6,0.963,0.08,87.97,0,0,15,454,NA,NA
ET2,MC3,2023-06-13T05:30:00Z,19.8,0.951,0.11,88,1.8,0,15,454,NA,NA
ET2,MC3,2023-06-13T05:45:00Z,19.8,0.964,0.08,88.01,10.4,0,15,454,NA,NA
ET2,MC3,2023-06-13T06:00:00Z,19.9,0.961,0.09,88.02,17,0,15,454,NA,NA
ET2,MC3,2023-06-13T06:15:00Z,20.1,0.959,0.1,88.05,25.5,0,15,454,NA,NA
ET2,MC3,2023-06-13T06:30:00Z,20.2,0.958,0.1,88.08,37.5,0,15,455,NA,NA
ET2,MC3,2023-06-13T06:45:00Z,20.5,0.951,0.12,88.09,66.7,0,15,454,NA,NA
ET2,MC3,2023-06-13T07:00:00Z,20.9,0.936,0.16,88.11,75.3,0,15,453,NA,NA
ET2,MC3,2023-06-13T07:15:00Z,21.2,0.924,0.19,88.12,132.6,0,15,453,NA,NA
ET2,MC3,2023-06-13T07:30:00Z,21.4,0.916,0.21,88.14,109.9,0,15,453,NA,NA
ET2,MC3,2023-06-13T07:45:00Z,21.4,0.922,0.2,88.14,88.4,0,15,453,NA,NA
ET2,MC3,2023-06-13T08:00:00Z,21.3,0.927,0.18,88.14,84.8,0,15,453,NA,NA
ET2,MC3,2023-06-13T08:15:00Z,21.8,0.913,0.23,88.13,99.1,0,15,452,NA,NA
ET2,MC3,2023-06-13T08:30:00Z,22,0.911,0.24,88.14,103.8,0,15,453,NA,NA
ET2,MC3,2023-06-13T08:45:00Z,21.8,0.924,0.2,88.15,102.2,0,15,453,NA,NA
ET2,MC3,2023-06-13T09:00:00Z,22,0.929,0.19,88.16,121.9,0,15,453,NA,NA
ET2,MC3,2023-06-13T09:15:00Z,22.1,0.926,0.2,88.17,148.1,0,15,452,NA,NA
ET2,MC3,2023-06-13T09:30:00Z,22.6,0.897,0.28,88.17,178.5,0,15,452,NA,NA
ET2,MC3,2023-06-13T09:45:00Z,22.5,0.897,0.28,88.15,201.2,0,15,452,NA,NA
ET2,MC3,2023-06-13T10:00:00Z,22.6,0.901,0.27,88.15,146.5,0,15,452,NA,NA
ET2,MC3,2023-06-13T10:15:00Z,22.8,0.903,0.27,88.15,131.7,0,15,452,NA,NA
ET2,MC3,2023-06-13T10:30:00Z,22.8,0.9,0.28,88.12,154.2,0,15,451,NA,NA
ET2,MC3,2023-06-13T10:45:00Z,23,0.893,0.3,88.12,163.3,0,15,451,NA,NA
ET2,MC3,2023-06-13T11:00:00Z,23.6,0.885,0.33,88.11,170.3,0,15,451,NA,NA
ET2,MC3,2023-06-13T11:15:00Z,23.2,0.89,0.31,88.11,164.4,0,15,451,NA,NA
ET2,MC3,2023-06-13T11:30:00Z,22.7,0.907,0.26,88.11,167,0,15,452,NA,NA
ET2,MC3,2023-06-13T11:45:00Z,22.3,0.919,0.22,88.11,84.6,0,15,452,NA,NA
ET2,MC3,2023-06-13T12:00:00Z,22.3,0.936,0.17,88.09,127.3,0,15,452,NA,NA
ET2,MC3,2023-06-13T12:15:00Z,23.1,0.91,0.25,88.06,150.5,0,15,451,NA,NA
ET2,MC3,2023-06-13T12:30:00Z,22.8,0.912,0.24,88.05,102.4,0,15,451,NA,NA
ET2,MC3,2023-06-13T12:45:00Z,23.4,0.903,0.28,88.01,160.4,0,15,451,NA,NA
ET2,MC3,2023-06-13T13:00:00Z,23,0.911,0.25,88,115.5,0,15,453,NA,NA
ET2,MC3,2023-06-13T13:15:00Z,23.4,0.908,0.26,87.97,162.4,0,15,451,NA,NA
ET2,MC3,2023-06-13T13:30:00Z,23.3,0.897,0.3,87.96,150.9,0,15,451,NA,NA
ET2,MC3,2023-06-13T13:45:00Z,23,0.913,0.25,87.95,183.7,0,15,452,NA,NA
ET2,MC3,2023-06-13T14:00:00Z,23,0.911,0.25,87.96,110.4,0,15,451,NA,NA
ET2,MC3,2023-06-13T14:15:00Z,22.8,0.918,0.23,87.97,52.2,0,15,452,NA,NA
ET2,MC3,2023-06-13T14:30:00Z,22.7,0.923,0.21,87.91,76.5,0,15,452,NA,NA
ET2,MC3,2023-06-13T14:45:00Z,22.4,0.935,0.18,87.91,36.4,0,15,454,NA,NA
ET2,MC3,2023-06-13T15:00:00Z,21.8,0.962,0.1,87.94,25.8,5,15,505,NA,NA
ET2,MC3,2023-06-13T15:15:00Z,21.3,0.988,0.03,87.93,4,15,15,635,NA,NA
ET2,MC3,2023-06-13T15:30:00Z,21,0.999,0,87.96,10.6,15,15,708,NA,NA
ET2,MC3,2023-06-13T15:45:00Z,20.7,0.998,0,88,0,15,15,725,NA,NA
ET2,MC3,2023-06-13T16:00:00Z,19.8,0.991,0.02,88.02,0,15,15,870,NA,NA
ET2,MC3,2023-06-13T16:15:00Z,18.5,0.983,0.04,87.98,0,15,15,565,NA,NA
ET2,MC3,2023-06-13T16:30:00Z,18.2,0.982,0.04,87.96,0,15,15,524,NA,NA
ET2,MC3,2023-06-13T16:45:00Z,18.9,0.982,0.04,87.97,0,15,15,513,NA,NA
ET2,MC3,2023-06-13T17:00:00Z,19.6,0.984,0.04,87.98,4.6,15,15,473,NA,NA
ET2,MC3,2023-06-13T17:15:00Z,20.2,0.966,0.08,87.97,0,15,15,474,NA,NA
ET2,MC3,2023-06-13T17:30:00Z,20.5,0.951,0.12,87.97,0,15,15,575,NA,NA
ET2,MC3,2023-06-13T17:45:00Z,20.3,0.965,0.08,88.03,0,15,15,563,NA,NA
ET2,MC3,2023-06-13T18:00:00Z,20.3,0.98,0.05,88.04,0,15,15,548,NA,NA
ET2,MC3,2023-06-13T18:15:00Z,20.2,0.993,0.02,88.04,0,15,15,585,NA,NA
ET2,MC3,2023-06-13T18:30:00Z,20.1,1,0,88.04,0,15,15,578,NA,NA
ET2,MC3,2023-06-13T18:45:00Z,20.1,1,0,88.03,0,15,15,545,NA,NA
ET2,MC3,2023-06-13T19:00:00Z,20.2,0.997,0.01,88.04,0,15,15,522,NA,NA
ET2,MC3,2023-06-13T19:15:00Z,20.3,0.986,0.03,88.04,0,15,15,509,NA,NA
ET2,MC3,2023-06-13T19:30:00Z,20.5,0.97,0.07,88.04,0,15,15,491,NA,NA
ET2,MC3,2023-06-13T19:45:00Z,20.4,0.964,0.09,88.02,0,15,15,482,NA,NA
ET2,MC3,2023-06-13T20:00:00Z,20.4,0.965,0.08,88.02,0,15,15,473,NA,NA
ET2,MC3,2023-06-13T20:15:00Z,20.4,0.961,0.09,88.03,0,15,15,466,NA,NA
ET2,MC3,2023-06-13T20:30:00Z,20.2,0.966,0.08,88.03,0,15,15,460,NA,NA
ET2,MC3,2023-06-13T20:45:00Z,20.3,0.961,0.09,88.03,0,0,15,455,NA,NA
ET2,MC3,2023-06-13T21:00:00Z,20.4,0.951,0.12,88.03,0,0,15,455,NA,NA
ET2,MC3,2023-06-13T21:15:00Z,20.3,0.952,0.11,88.03,0,0,15,455,NA,NA
ET2,MC3,2023-06-13T21:30:00Z,20.3,0.944,0.13,88.03,0,0,15,455,NA,NA
ET2,MC3,2023-06-13T21:45:00Z,20.3,0.942,0.14,88.03,0,0,15,455,NA,NA
ET2,MC3,2023-06-13T22:00:00Z,19.9,0.954,0.11,88.05,0,0,15,456,NA,NA
ET2,MC3,2023-06-13T22:15:00Z,19.8,0.977,0.05,88.05,0,0,15,456,NA,NA
ET2,MC3,2023-06-13T22:30:00Z,19.8,0.985,0.04,88.05,0,0,15,456,NA,NA
ET2,MC3,2023-06-13T22:45:00Z,19.8,0.991,0.02,88.04,0,0,15,456,NA,NA
ET2,MC3,2023-06-13T23:00:00Z,20,0.982,0.04,88.05,0,0,15,455,NA,NA
ET2,MC3,2023-06-13T23:15:00Z,20,0.975,0.06,88.06,0,0,15,455,NA,NA
ET2,MC3,2023-06-13T23:30:00Z,19.9,0.981,0.04,88.05,0,0,15,456,NA,NA
ET2,MC3,2023-06-13T23:45:00Z,19.8,0.99,0.02,88.05,0,0,15,456,NA,NA
ET2,MC3,2023-06-14T00:00:00Z,19.8,0.986,0.03,88.03,0,0,15,456,NA,NA
ET2,MC3,2023-06-14T00:15:00Z,19.8,0.993,0.02,88.01,0,0,15,456,NA,NA
ET2,MC3,2023-06-14T00:30:00Z,19.7,0.994,0.01,87.98,0,0,15,455,NA,NA
ET2,MC3,2023-06-14T00:45:00Z,20,0.956,0.1,87.95,0,0,15,455,NA,NA
ET2,MC3,2023-06-14T01:00:00Z,20,0.931,0.16,87.93,0,0,15,454,NA,NA
ET2,MC3,2023-06-14T01:15:00Z,20.2,0.916,0.2,87.91,0,0,15,454,NA,NA
ET2,MC3,2023-06-14T01:30:00Z,20.2,0.912,0.21,87.88,0,0,15,454,NA,NA
ET2,MC3,2023-06-14T01:45:00Z,20.1,0.914,0.2,87.85,0,0,15,454,NA,NA
ET2,MC3,2023-06-14T02:00:00Z,20,0.915,0.2,87.85,0,0,15,455,NA,NA
ET2,MC3,2023-06-14T02:15:00Z,19.8,0.921,0.18,87.86,0,0,15,454,NA,NA
ET2,MC3,2023-06-14T02:30:00Z,19.8,0.93,0.16,87.88,0,0,15,454,NA,NA
ET2,MC3,2023-06-14T02:45:00Z,19.7,0.936,0.15,87.91,0,0,15,455,NA,NA
ET2,MC3,2023-06-14T03:00:00Z,19.6,0.958,0.09,87.93,0,0,15,455,NA,NA
ET2,MC3,2023-06-14T03:15:00Z,19.6,0.967,0.07,87.92,0,0,15,455,NA,NA
ET2,MC3,2023-06-14T03:30:00Z,19.6,0.968,0.07,87.93,0,0,15,455,NA,NA
ET2,MC3,2023-06-14T03:45:00Z,19.6,0.965,0.08,87.93,0,0,15,455,NA,NA
ET2,MC3,2023-06-14T04:00:00Z,19.5,0.97,0.07,87.92,0,0,15,455,NA,NA
ET2,MC3,2023-06-14T04:15:00Z,19.4,0.981,0.04,87.91,0,0,15,455,NA,NA
ET2,MC3,2023-06-14T04:30:00Z,19.4,0.982,0.04,87.91,0,0,15,455,NA,NA
ET2,MC3,2023-06-14T04:45:00Z,19.4,0.976,0.05,87.92,0,0,15,455,NA,NA
ET2,MC3,2023-06-14T05:00:00Z,19.3,0.977,0.05,87.93,0,0,15,455,NA,NA
ET2,MC3,2023-06-14T05:15:00Z,19.5,0.97,0.07,87.96,0,0,15,455,NA,NA
ET2,MC3,2023-06-14T05:30:00Z,19.4,0.972,0.06,87.98,0,0,15,455,NA,NA
ET2,MC3,2023-06-14T05:45:00Z,19.4,0.964,0.08,87.99,9.9,0,15,455,NA,NA
ET2,MC3,2023-06-14T06:00:00Z,19.7,0.947,0.12,87.99,17.9,0,15,454,NA,NA
ET2,MC3,2023-06-14T06:15:00Z,20,0.936,0.15,88.02,23.3,0,15,454,NA,NA
ET2,MC3,2023-06-14T06:30:00Z,19.9,0.943,0.13,88.05,22.3,0,15,454,NA,NA
ET2,MC3,2023-06-14T06:45:00Z,19.8,0.955,0.1,88.07,26.2,0,15,454,NA,NA
ET2,MC3,2023-06-14T07:00:00Z,19.9,0.957,0.1,88.07,40.5,0,15,454,NA,NA
ET2,MC3,2023-06-14T07:15:00Z,20.2,0.943,0.13,88.04,59.3,0,15,454,NA,NA
ET2,MC3,2023-06-14T07:30:00Z,20.8,0.905,0.23,88.04,65,0,15,453,NA,NA
ET2,MC3,2023-06-14T07:45:00Z,21.3,0.871,0.33,88.04,69.4,0,15,452,NA,NA
ET2,MC3,2023-06-14T08:00:00Z,21.3,0.874,0.32,88.05,80.9,0,15,452,NA,NA
ET2,MC3,2023-06-14T08:15:00Z,21.4,0.877,0.31,88.07,94.7,0,15,452,NA,NA
ET2,MC3,2023-06-14T08:30:00Z,21.1,0.908,0.23,88.1,110.4,0,15,453,NA,NA
ET2,MC3,2023-06-14T08:45:00Z,21,0.934,0.16,88.1,121,0,15,453,NA,NA
ET2,MC3,2023-06-14T09:00:00Z,21.2,0.939,0.15,88.11,111,0,15,453,NA,NA
ET2,MC3,2023-06-14T09:15:00Z,21,0.952,0.12,88.1,126.5,0,15,453,NA,NA
ET2,MC3,2023-06-14T09:30:00Z,21.3,0.952,0.12,88.08,223.9,0,15,453,NA,NA
ET2,MC3,2023-06-14T09:45:00Z,22.1,0.923,0.2,88.08,387.1,0,15,452,NA,NA
ET2,MC3,2023-06-14T10:00:00Z,22.6,0.91,0.25,88.09,345.7,0,15,452,NA,NA
ET2,MC3,2023-06-14T10:15:00Z,22.4,0.909,0.25,88.08,307.6,0,15,452,NA,NA
ET2,MC3,2023-06-14T10:30:00Z,22.6,0.903,0.26,88.07,226,0,15,451,NA,NA
ET2,MC3,2023-06-14T10:45:00Z,22.2,0.907,0.25,88.08,125.1,0,15,452,NA,NA
ET2,MC3,2023-06-14T11:00:00Z,22.2,0.908,0.24,88.08,131.5,0,15,452,NA,NA
ET2,MC3,2023-06-14T11:15:00Z,22,0.914,0.23,88.07,127.1,0,15,452,NA,NA
ET2,MC3,2023-06-14T11:30:00Z,22.1,0.925,0.2,88.04,134.2,0,15,452,NA,NA
ET2,MC3,2023-06-14T11:45:00Z,22.1,0.938,0.17,88.03,132.6,0,15,452,NA,NA
ET2,MC3,2023-06-14T12:00:00Z,21.9,0.943,0.15,88.02,96.7,0,15,453,NA,NA
ET2,MC3,2023-06-14T12:15:00Z,21.6,0.955,0.12,88.02,126.7,0,15,452,NA,NA
ET2,MC3,2023-06-14T12:30:00Z,22.3,0.936,0.17,88,165.7,0,15,451,NA,NA
ET2,MC3,2023-06-14T12:45:00Z,22.8,0.908,0.26,87.99,150.1,0,15,452,NA,NA
ET2,MC3,2023-06-14T13:00:00Z,22.6,0.92,0.22,87.98,157.1,0,15,451,NA,NA
ET2,MC3,2023-06-14T13:15:00Z,22.8,0.913,0.24,87.97,102.2,0,15,452,NA,NA
ET2,MC3,2023-06-14T13:30:00Z,22.1,0.948,0.14,87.95,92.8,0,15,452,NA,NA
ET2,MC3,2023-06-14T13:45:00Z,22.4,0.943,0.15,87.93,78.9,0,15,452,NA,NA
ET2,MC3,2023-06-14T14:00:00Z,22.6,0.933,0.18,87.9,123.8,0,15,452,NA,NA
ET2,MC3,2023-06-14T14:15:00Z,22.5,0.939,0.17,87.89,86.8,0,15,453,NA,NA
ET2,MC3,2023-06-14T14:30:00Z,22.2,0.954,0.12,87.88,66.8,0,15,453,NA,NA
ET2,MC3,2023-06-14T14:45:00Z,22.2,0.955,0.12,87.87,54.6,0,15,453,NA,NA
ET2,MC3,2023-06-14T15:00:00Z,22.2,0.958,0.11,87.86,70.3,0,15,456,NA,NA
ET2,MC3,2023-06-14T15:15:00Z,22,0.958,0.11,87.85,49.1,9,15,735,NA,NA
ET2,MC3,2023-06-14T15:30:00Z,21.2,0.978,0.05,87.85,26,15,15,902,NA,NA
ET2,MC3,2023-06-14T15:45:00Z,21.1,0.98,0.05,87.86,24.9,15,15,874,NA,NA
ET2,MC3,2023-06-14T16:00:00Z,21.1,0.983,0.04,87.85,16.5,15,15,673,NA,NA
ET2,MC3,2023-06-14T16:15:00Z,21,0.994,0.01,87.89,14.5,15,15,816,NA,NA
ET2,MC3,2023-06-14T16:30:00Z,20.7,0.98,0.05,87.92,8.1,15,15,730,NA,NA
ET2,MC3,2023-06-14T16:45:00Z,19.7,0.975,0.06,87.94,9.7,15,15,625,NA,NA
ET2,MC3,2023-06-14T17:00:00Z,19.3,0.974,0.06,87.98,2,15,15,608,NA,NA
ET2,MC3,2023-06-14T17:15:00Z,19.3,0.977,0.05,87.99,0,15,15,584,NA,NA
ET2,MC3,2023-06-14T17:30:00Z,19.3,0.988,0.03,88.04,0,15,15,798,NA,NA
ET2,MC3,2023-06-14T17:45:00Z,19.3,0.99,0.02,88.05,0,15,15,700,NA,NA
ET2,MC3,2023-06-14T18:00:00Z,19.1,0.979,0.05,88.04,0,15,15,765,NA,NA
ET2,MC3,2023-06-14T18:15:00Z,18.9,0.963,0.08,88.01,0,15,15,712,NA,NA
ET2,MC3,2023-06-14T18:30:00Z,18.7,0.962,0.08,88.03,0,15,15,712,NA,NA
ET2,MC3,2023-06-14T18:45:00Z,18.6,0.971,0.06,88.05,0,15,15,778,NA,NA
ET2,MC3,2023-06-14T19:00:00Z,18.6,0.98,0.04,88.08,0,15,15,635,NA,NA
ET2,MC3,2023-06-14T19:15:00Z,18.7,0.966,0.07,88.1,0,15,15,620,NA,NA
ET2,MC3,2023-06-14T19:30:00Z,18.7,0.961,0.08,88.12,0,15,15,630,NA,NA
ET2,MC3,2023-06-14T19:45:00Z,18.5,0.967,0.07,88.13,0,15,15,569,NA,NA
ET2,MC3,2023-06-14T20:00:00Z,18.6,0.974,0.05,88.13,0,15,15,535,NA,NA
ET2,MC3,2023-06-14T20:15:00Z,18.4,0.989,0.02,88.15,0,15,15,587,NA,NA
ET2,MC3,2023-06-14T20:30:00Z,18.4,0.999,0,88.16,0,15,15,656,NA,NA
ET2,MC3,2023-06-14T20:45:00Z,18.4,1,0,88.18,0,15,15,630,NA,NA
ET2,MC3,2023-06-14T21:00:00Z,18.8,1,0,88.18,0,15,15,562,NA,NA
ET2,MC3,2023-06-14T21:15:00Z,18.9,1.001,0,88.18,0,15,15,603,NA,NA
ET2,MC3,2023-06-14T21:30:00Z,19.2,1,0,88.17,0,15,15,564,NA,NA
ET2,MC3,2023-06-14T21:45:00Z,19.1,1,0,88.17,0,15,15,574,NA,NA
ET2,MC3,2023-06-14T22:00:00Z,19,1,0,88.17,0,15,15,556,NA,NA
ET2,MC3,2023-06-14T22:15:00Z,18.9,1,0,88.18,0,15,15,585,NA,NA
ET2,MC3,2023-06-14T22:30:00Z,18.7,1,0,88.17,0,15,15,536,NA,NA
ET2,MC3,2023-06-14T22:45:00Z,18.6,0.998,0,88.15,0,15,15,491,NA,NA
ET2,MC3,2023-06-14T23:00:00Z,18.8,0.982,0.04,88.13,0,15,15,504,NA,NA
ET2,MC3,2023-06-14T23:15:00Z,18.7,0.974,0.06,88.1,0,15,15,487,NA,NA
ET2,MC3,2023-06-14T23:30:00Z,18.7,0.963,0.08,88.07,0,15,15,466,NA,NA
ET2,MC3,2023-06-14T23:45:00Z,18.5,0.971,0.06,88.05,0,12,15,459,NA,NA
ET2,MC3,2023-06-15T00:00:00Z,18.4,0.978,0.05,88.05,0,0,15,456,NA,NA
ET2,MC3,2023-06-15T00:15:00Z,18.3,0.978,0.05,88.04,0,0,15,457,NA,NA
ET2,MC3,2023-06-15T00:30:00Z,18.1,0.986,0.03,88.02,0,0,15,458,NA,NA
ET2,MC3,2023-06-15T00:45:00Z,17.8,0.997,0.01,87.99,0,0,15,457,NA,NA
ET2,MC3,2023-06-15T01:00:00Z,18.2,0.993,0.01,87.96,0,0,15,456,NA,NA
ET2,MC3,2023-06-15T01:15:00Z,18.3,0.99,0.02,87.97,0,0,15,457,NA,NA
ET2,MC3,2023-06-15T01:30:00Z,18.3,0.993,0.02,87.96,0,0,15,458,NA,NA
ET2,MC3,2023-06-15T01:45:00Z,18.2,0.994,0.01,87.95,0,0,15,456,NA,NA
ET2,MC3,2023-06-15T02:00:00Z,18.8,0.97,0.07,87.95,0,0,15,456,NA,NA
ET2,MC3,2023-06-15T02:15:00Z,19,0.96,0.09,87.96,0,0,15,456,NA,NA
ET2,MC3,2023-06-15T02:30:00Z,19,0.962,0.08,87.95,0,0,15,456,NA,NA
ET2,MC3,2023-06-15T02:45:00Z,18.9,0.967,0.07,87.95,0,0,15,456,NA,NA
ET2,MC3,2023-06-15T03:00:00Z,18.8,0.971,0.06,87.93,0,0,15,456,NA,NA
ET2,MC3,2023-06-15T03:15:00Z,18.7,0.98,0.04,87.92,0,0,15,457,NA,NA
ET2,MC3,2023-06-15T03:30:00Z,18.7,0.984,0.03,87.9,0,0,15,457,NA,NA
ET2,MC3,2023-06-15T03:45:00Z,18.9,0.989,0.02,87.9,0,0,15,456,NA,NA
ET2,MC3,2023-06-15T04:00:00Z,19.1,0.985,0.03,87.91,0,0,15,456,NA,NA
ET2,MC3,2023-06-15T04:15:00Z,19.4,0.979,0.05,87.92,0,0,15,456,NA,NA
ET2,MC3,2023-06-15T04:30:00Z,19.5,0.979,0.05,87.92,0,0,15,456,NA,NA
ET2,MC3,2023-06-15T04:45:00Z,19.4,0.984,0.04,87.92,0,0,15,457,NA,NA
ET2,MC3,2023-06-15T05:00:00Z,19.3,0.993,0.02,87.93,0,10,15,471,NA,NA
ET2,MC3,2023-06-15T05:15:00Z,19.2,1,0,87.95,0,15,15,502,NA,NA
ET2,MC3,2023-06-15T05:30:00Z,19.4,1,0,87.96,0,15,15,503,NA,NA
ET2,MC3,2023-06-15T05:45:00Z,19.6,0.993,0.02,87.97,9.7,15,15,475,NA,NA
ET2,MC3,2023-06-15T06:00:00Z,20.2,0.943,0.14,87.98,19.2,15,15,467,NA,NA
ET2,MC3,2023-06-15T06:15:00Z,20.2,0.936,0.15,88.01,24.2,15,15,464,NA,NA
ET2,MC3,2023-06-15T06:30:00Z,20.4,0.922,0.19,88.02,30.2,15,15,462,NA,NA
ET2,MC3,2023-06-15T06:45:00Z,20.7,0.911,0.22,88.04,49.4,15,15,461,NA,NA
ET2,MC3,2023-06-15T07:00:00Z,21.1,0.9,0.25,88.04,111.5,12,15,460,NA,NA
ET2,MC3,2023-06-15T07:15:00Z,21.6,0.902,0.25,88.05,121.2,1,15,458,NA,NA
ET2,MC3,2023-06-15T07:30:00Z,21.6,0.884,0.3,88.08,85.1,0,15,457,NA,NA
ET2,MC3,2023-06-15T07:45:00Z,21.5,0.9,0.26,88.09,79.7,0,15,455,NA,NA
ET2,MC3,2023-06-15T08:00:00Z,21.4,0.917,0.21,88.1,95.2,0,15,454,NA,NA
ET2,MC3,2023-06-15T08:15:00Z,21.2,0.926,0.19,88.12,89.7,0,15,454,NA,NA
ET2,MC3,2023-06-15T08:30:00Z,21.2,0.945,0.14,88.13,91.2,0,15,454,NA,NA
ET2,MC3,2023-06-15T08:45:00Z,21.1,0.949,0.13,88.14,119.4,0,15,454,NA,NA
ET2,MC3,2023-06-15T09:00:00Z,21.2,0.944,0.14,88.15,154.4,0,15,454,NA,NA
ET2,MC3,2023-06-15T09:15:00Z,21.4,0.936,0.16,88.16,176,0,15,454,NA,NA
ET2,MC3,2023-06-15T09:30:00Z,21.5,0.927,0.19,88.17,289.1,0,15,453,NA,NA
ET2,MC3,2023-06-15T09:45:00Z,21.9,0.911,0.23,88.18,348.3,0,15,453,NA,NA
ET2,MC3,2023-06-15T10:00:00Z,22.1,0.902,0.26,88.18,330.7,0,15,452,NA,NA
ET2,MC3,2023-06-15T10:15:00Z,22.3,0.895,0.28,88.17,304.1,0,15,452,NA,NA
