Tree,MC,Timestamp,Port3_VPD,Port3_RH,Port3_Temp,Port3_Atmos_pressure,Port2_ATM22_Yaxis,Port2_Gust_speed,Port2_Wind_speed,Port2_ATM22_temp,Port2_Wind_direction,Port2_ATM22_Xaxis,Port1_Solar,Port4_LW_minutes,Port4_LW_minutes_H,Port4_LWS_Count,Port5_EpiMoisture,Port6_EpiTemp
ET8,MC2,2023-06-02T12:45:00Z,0.42,0.852,23.2,87.7,1.2,1.67,0.45,23.1,45,-1.5,268.8,15,0,452,0.006,20.6
ET8,MC2,2023-06-02T13:00:00Z,0.38,0.86,22.5,87.68,1.2,2.86,0.96,22.6,56,-1.5,321.2,15,0,452,0.006,20.6
ET8,MC2,2023-06-02T13:15:00Z,0.37,0.865,22.5,87.67,1.2,2.05,0.53,22.8,77,-1.5,224.5,15,0,452,0.005,20.7
ET8,MC2,2023-06-02T13:30:00Z,0.35,0.871,22.5,87.64,1.2,2.03,0.44,22.7,318,-1.4,170.1,15,0,452,0.004,20.8
ET8,MC2,2023-06-02T13:45:00Z,0.32,0.88,22.1,87.63,1.2,1.59,0.51,22.3,337,-1.4,142.3,15,0,452,0.004,20.8
ET8,MC2,2023-06-02T14:00:00Z,0.28,0.891,21.6,87.61,1.2,1.84,0.53,21.9,7,-1.5,144.3,15,0,452,0.004,20.8
ET8,MC2,2023-06-02T14:15:00Z,0.29,0.888,21.6,87.6,1.2,2,0.47,22,72,-1.5,164.2,15,0,452,0.003,20.8
ET8,MC2,2023-06-02T14:30:00Z,0.35,0.869,22.1,87.59,1.2,1.56,0.47,22.4,56,-1.5,181.8,15,0,452,0.003,20.8
ET8,MC2,2023-06-02T14:45:00Z,0.4,0.852,22.5,87.56,1.2,1.32,0.41,22.8,1,-1.4,156.7,15,0,452,0.003,20.8
ET8,MC2,2023-06-02T15:00:00Z,0.47,0.832,22.8,87.54,1.1,2.33,0.59,23.1,61,-1.4,133.3,15,0,452,0.003,20.9
ET8,MC2,2023-06-02T15:15:00Z,0.53,0.813,23.2,87.52,1.2,1.72,0.49,23.4,46,-1.4,150.1,15,0,451,0.003,21
ET8,MC2,2023-06-02T15:30:00Z,0.63,0.786,23.7,87.52,1.2,1.1,0.41,23.4,8,-1.4,293.2,7,0,449,0.002,21
ET8,MC2,2023-06-02T15:45:00Z,0.69,0.764,23.6,87.52,1.1,1.99,0.49,23.4,301,-1.4,179.4,9,0,451,0.002,21
ET8,MC2,2023-06-02T16:00:00Z,0.64,0.773,23,87.53,1.1,1.57,0.5,23.2,337,-1.4,119.8,15,0,450,0.001,20.9
ET8,MC2,2023-06-02T16:15:00Z,0.54,0.804,22.8,87.54,1.1,1.16,0.44,23,330,-1.4,82,15,0,451,0,20.8
ET8,MC2,2023-06-02T16:30:00Z,0.46,0.831,22.4,87.55,1.1,1.29,0.34,22.7,27,-1.4,44.9,15,0,452,0,20.7
ET8,MC2,2023-06-02T16:45:00Z,0.4,0.848,22.1,87.55,1.1,1.06,0.36,22.3,334,-1.4,23.4,15,0,452,0,20.6
ET8,MC2,2023-06-02T17:00:00Z,0.36,0.862,21.7,87.56,1.1,1,0.34,22.4,6,-1.4,22,15,0,453,0,20.6
ET8,MC2,2023-06-02T17:15:00Z,0.35,0.865,21.6,87.56,1.1,2.39,0.48,22.9,233,-1.4,23.4,15,0,452,0,20.8
ET8,MC2,2023-06-02T17:30:00Z,0.42,0.838,21.6,87.57,1.1,1.72,0.37,22.5,356,-1.3,19.6,15,0,452,0,20.7
ET8,MC2,2023-06-02T17:45:00Z,0.47,0.819,21.6,87.59,1.1,2.26,0.37,22,241,-1.3,13.5,15,0,452,-0.001,20.5
ET8,MC2,2023-06-02T18:00:00Z,0.45,0.824,21.5,87.6,1.1,0.92,0.23,21.6,347,-1.3,6.6,15,0,452,-0.001,20.4
ET8,MC2,2023-06-02T18:15:00Z,0.44,0.829,21.4,87.62,1.1,0.88,0.2,21.4,71,-1.4,0,15,0,452,-0.002,20.2
ET8,MC2,2023-06-02T18:30:00Z,0.42,0.832,21.3,87.63,1.1,1.14,0.27,21.2,72,-1.3,0,15,0,452,-0.002,20.1
ET8,MC2,2023-06-02T18:45:00Z,0.42,0.83,21.1,87.65,1.1,1.52,0.26,20.9,47,-1.4,0,15,0,452,-0.002,20
ET8,MC2,2023-06-02T19:00:00Z,0.48,0.808,21,87.66,1.1,2.14,0.22,20.8,7,-1.4,0,15,0,452,-0.002,19.8
ET8,MC2,2023-06-02T19:15:00Z,0.42,0.827,20.7,87.69,1.1,1.21,0.42,20.5,97,-1.4,0,15,0,452,-0.002,19.7
ET8,MC2,2023-06-02T19:30:00Z,0.36,0.849,20.2,87.7,1.1,2.11,0.62,20.4,112,-1.4,0,15,0,452,-0.002,19.6
ET8,MC2,2023-06-02T19:45:00Z,0.38,0.84,20.3,87.69,1.1,0.93,0.3,20.2,32,-1.4,0,15,0,452,-0.002,19.5
ET8,MC2,2023-06-02T20:00:00Z,0.38,0.841,20.2,87.69,1,1.26,0.28,20.3,59,-1.5,0,15,0,452,-0.002,19.4
ET8,MC2,2023-06-02T20:15:00Z,0.39,0.836,20.4,87.69,1.1,2.4,0.48,20.4,112,-1.4,0,15,0,452,-0.002,19.3
ET8,MC2,2023-06-02T20:30:00Z,0.35,0.856,20.5,87.69,1.1,1.07,0.29,20.3,105,-1.4,0,15,0,453,-0.002,19.2
ET8,MC2,2023-06-02T20:45:00Z,0.31,0.873,20.4,87.7,1.1,1.21,0.33,20.4,28,-1.4,0,15,0,453,-0.002,19.2
ET8,MC2,2023-06-02T21:00:00Z,0.3,0.874,20.5,87.71,1.1,2.43,0.35,20.3,98,-1.3,0,15,0,453,-0.002,19.1
ET8,MC2,2023-06-02T21:15:00Z,0.29,0.88,20.3,87.72,1.1,0.91,0.3,20.2,9,-1.3,0,15,0,453,-0.002,19.1
ET8,MC2,2023-06-02T21:30:00Z,0.27,0.887,20.1,87.73,1.1,1.12,0.34,20.1,33,-1.4,0,15,0,453,-0.002,19
ET8,MC2,2023-06-02T21:45:00Z,0.24,0.896,20,87.74,1.1,1.01,0.27,20,33,-1.4,0,15,0,454,-0.002,19
ET8,MC2,2023-06-02T22:00:00Z,0.24,0.897,19.9,87.73,1.1,1.03,0.3,20,22,-1.4,0,15,0,454,-0.002,19
ET8,MC2,2023-06-02T22:15:00Z,0.2,0.914,20,87.72,1,1.21,0.38,20,29,-1.4,0,15,0,454,-0.002,18.9
ET8,MC2,2023-06-02T22:30:00Z,0.18,0.922,19.8,87.73,1.1,1.26,0.39,19.9,24,-1.4,0,15,0,454,-0.002,18.9
ET8,MC2,2023-06-02T22:45:00Z,0.19,0.918,19.9,87.73,1.1,1.15,0.33,19.9,355,-1.4,0,15,0,454,-0.002,18.9
ET8,MC2,2023-06-02T23:00:00Z,0.19,0.918,19.8,87.72,1.1,2.48,0.47,19.8,44,-1.4,0,15,0,454,-0.002,18.9
ET8,MC2,2023-06-02T23:15:00Z,0.19,0.917,19.6,87.7,1.1,2.03,0.5,19.7,99,-1.4,0,15,0,454,-0.002,18.8
ET8,MC2,2023-06-02T23:30:00Z,0.18,0.919,19.6,87.69,1.2,1.17,0.38,19.6,56,-1.4,0,15,0,454,-0.002,18.8
ET8,MC2,2023-06-02T23:45:00Z,0.2,0.914,19.6,87.68,1.2,1.75,0.43,19.6,75,-1.4,0,15,0,454,-0.002,18.8
ET8,MC2,2023-06-03T00:00:00Z,0.19,0.917,19.6,87.68,1.1,1.34,0.4,19.6,15,-1.5,0,15,0,454,-0.002,18.7
ET8,MC2,2023-06-03T00:15:00Z,0.19,0.917,19.6,87.66,1.1,0.84,0.34,19.6,5,-1.4,0,15,0,454,-0.002,18.7
ET8,MC2,2023-06-03T00:30:00Z,0.18,0.92,19.5,87.64,1.1,2.86,0.57,19.5,92,-1.3,0,15,0,454,-0.002,18.7
ET8,MC2,2023-06-03T00:45:00Z,0.19,0.917,19.5,87.63,1.1,1.44,0.39,19.5,58,-1.4,0,15,0,454,-0.002,18.6
ET8,MC2,2023-06-03T01:00:00Z,0.18,0.918,19.4,87.62,1.1,1.62,0.47,19.4,78,-1.4,0,15,0,454,-0.002,18.6
ET8,MC2,2023-06-03T01:15:00Z,0.21,0.907,19.4,87.61,1.1,1.29,0.44,19.4,71,-1.4,0,15,0,454,-0.002,18.6
ET8,MC2,2023-06-03T01:30:00Z,0.23,0.898,19.5,87.61,1.1,2.29,0.65,19.6,106,-1.4,0,15,0,454,-0.002,18.6
ET8,MC2,2023-06-03T01:45:00Z,0.23,0.898,19.4,87.61,1.2,2.27,0.52,19.5,92,-1.4,0,15,0,454,-0.002,18.5
ET8,MC2,2023-06-03T02:00:00Z,0.22,0.901,19.3,87.59,1.2,2.71,0.59,19.4,87,-1.4,0,15,0,454,-0.002,18.5
ET8,MC2,2023-06-03T02:15:00Z,0.21,0.907,19.2,87.57,1.1,2.49,0.56,19.2,90,-1.3,0,15,0,454,-0.002,18.4
ET8,MC2,2023-06-03T02:30:00Z,0.19,0.913,19.1,87.56,1.1,1.35,0.45,19.2,88,-1.4,0,15,0,454,-0.002,18.4
ET8,MC2,2023-06-03T02:45:00Z,0.18,0.919,19.3,87.56,1.1,2.08,0.43,19.4,84,-1.4,0,15,0,454,-0.002,18.4
ET8,MC2,2023-06-03T03:00:00Z,0.21,0.909,19.4,87.56,1.1,2.04,0.69,19.5,104,-1.4,0,15,0,454,-0.002,18.4
ET8,MC2,2023-06-03T03:15:00Z,0.22,0.905,19.6,87.57,1.1,2.06,0.72,19.7,118,-1.4,0,15,0,454,-0.002,18.3
ET8,MC2,2023-06-03T03:30:00Z,0.25,0.891,19.8,87.57,1.1,2.07,0.81,19.8,126,-1.3,0,15,0,454,-0.002,18.4
ET8,MC2,2023-06-03T03:45:00Z,0.26,0.888,19.9,87.56,1.2,1.96,0.5,19.9,120,-1.3,0,15,0,453,-0.002,18.4
ET8,MC2,2023-06-03T04:00:00Z,0.29,0.877,20.1,87.56,1.1,1.55,0.4,19.9,135,-1.2,0,15,0,453,-0.002,18.4
ET8,MC2,2023-06-03T04:15:00Z,0.31,0.867,20.3,87.57,1.1,2.38,0.44,20,124,-1.3,0,15,0,453,-0.002,18.4
ET8,MC2,2023-06-03T04:30:00Z,0.31,0.868,20.3,87.56,1.1,2.76,0.47,20,126,-1.3,0,15,0,453,-0.003,18.4
ET8,MC2,2023-06-03T04:45:00Z,0.31,0.868,20.2,87.56,1.1,2.39,0.42,20,126,-1.3,0,15,0,453,-0.003,18.4
ET8,MC2,2023-06-03T05:00:00Z,0.31,0.869,20.2,87.56,1.1,1.39,0.32,19.9,117,-1.3,0,15,0,453,-0.003,18.3
ET8,MC2,2023-06-03T05:15:00Z,0.31,0.869,20.2,87.57,1.1,1.55,0.36,20,125,-1.3,0,15,0,453,-0.003,18.3
ET8,MC2,2023-06-03T05:30:00Z,0.34,0.86,20.3,87.57,1.1,1.5,0.36,20,134,-1.3,3.3,15,0,453,-0.003,18.3
ET8,MC2,2023-06-03T05:45:00Z,0.33,0.863,20.3,87.58,1.1,1.58,0.36,20.2,119,-1.3,28.2,15,0,453,-0.003,18.3
ET8,MC2,2023-06-03T06:00:00Z,0.34,0.859,20.7,87.59,1.1,2.08,0.37,20.7,119,-1.3,92.5,15,0,452,-0.003,18.4
ET8,MC2,2023-06-03T06:15:00Z,0.37,0.855,21.2,87.61,1.2,2.01,0.34,21.3,102,-1.3,140.6,15,0,452,-0.003,18.6
ET8,MC2,2023-06-03T06:30:00Z,0.41,0.841,21.6,87.61,1.1,1.64,0.35,21.7,112,-1.2,148.3,15,0,452,-0.003,19
ET8,MC2,2023-06-03T06:45:00Z,0.45,0.831,22.1,87.62,1.1,0.96,0.34,22.2,85,-1.2,185.7,15,0,452,-0.003,19.4
ET8,MC2,2023-06-03T07:00:00Z,0.5,0.816,22.6,87.64,1.1,1.63,0.42,22.4,118,-1.2,298.1,15,0,451,-0.003,19.8
ET8,MC2,2023-06-03T07:15:00Z,0.52,0.809,22.6,87.65,1.1,1.83,0.32,22.5,125,-1.2,356.3,15,0,451,-0.003,20.2
ET8,MC2,2023-06-03T07:30:00Z,0.6,0.787,23.1,87.66,1.1,0.94,0.26,22.9,156,-1.1,414.2,15,0,451,-0.003,20.7
ET8,MC2,2023-06-03T07:45:00Z,0.66,0.783,24.2,87.67,1.1,1.38,0.29,23.6,38,-1.1,474.6,15,0,451,-0.002,21.1
ET8,MC2,2023-06-03T08:00:00Z,0.68,0.774,24.2,87.68,1.1,1.08,0.39,23.7,69,-1.1,531.9,15,0,451,-0.003,21.3
ET8,MC2,2023-06-03T08:15:00Z,0.62,0.798,24.5,87.69,1.1,1.06,0.3,24.2,83,-1.1,589.8,15,0,450,-0.003,21.5
ET8,MC2,2023-06-03T08:30:00Z,0.77,0.763,25.5,87.7,1.1,0.95,0.36,24.7,87,-1.1,672.7,7,0,449,-0.004,21.7
ET8,MC2,2023-06-03T08:45:00Z,0.85,0.733,25.1,87.7,1.1,2.5,0.85,24.4,97,-1,663.2,0,0,450,-0.004,21.8
ET8,MC2,2023-06-03T09:00:00Z,0.72,0.759,24.1,87.72,1.3,2.91,1.4,23.9,109,-1,740.7,5,0,450,-0.004,22.2
ET8,MC2,2023-06-03T09:15:00Z,0.72,0.763,24.4,87.72,1.2,3.39,1.13,24.2,102,-1,670,6,0,450,-0.004,22.5
ET8,MC2,2023-06-03T09:30:00Z,0.73,0.762,24.6,87.73,1,2.92,0.62,24.4,106,-1,818.8,4,0,449,-0.005,22.2
ET8,MC2,2023-06-03T09:45:00Z,0.76,0.757,24.9,87.73,1.1,2.41,0.56,24.5,70,-1,325.9,3,0,450,-0.006,22.2
ET8,MC2,2023-06-03T10:00:00Z,0.76,0.757,24.8,87.73,1.1,2.77,1.05,24.3,93,-1,317.5,6,0,450,-0.006,22.1
ET8,MC2,2023-06-03T10:15:00Z,0.69,0.775,24.4,87.73,1.2,4.89,1.22,24.2,101,-1,335.1,8,0,450,-0.006,22.1
ET8,MC2,2023-06-03T10:30:00Z,0.67,0.781,24.5,87.73,1.1,2.42,0.5,24.4,104,-1,336.5,9,0,450,-0.007,22.1
ET8,MC2,2023-06-03T10:45:00Z,0.59,0.804,24.1,87.73,1,1.46,0.3,24.2,188,-0.9,447.1,13,0,451,-0.007,22
ET8,MC2,2023-06-03T11:00:00Z,0.6,0.806,24.5,87.72,1,1.53,0.34,24.7,54,-1,784.6,5,0,450,-0.007,21.9
ET8,MC2,2023-06-03T11:15:00Z,0.55,0.816,24,87.72,1,2.06,0.3,24.3,103,-0.9,182,15,0,451,-0.007,21.8
ET8,MC2,2023-06-03T11:30:00Z,0.49,0.832,23.8,87.71,1,1.26,0.32,24.3,235,-0.8,212.2,15,0,451,-0.008,21.7
ET8,MC2,2023-06-03T11:45:00Z,0.49,0.837,24,87.7,1,1.66,0.37,24.4,289,-0.8,343.9,15,0,451,-0.008,21.6
ET8,MC2,2023-06-03T12:00:00Z,0.55,0.822,24.5,87.69,1.1,1.65,0.33,24.8,227,-0.9,293.7,15,0,450,-0.008,21.6
ET8,MC2,2023-06-03T12:15:00Z,0.51,0.832,24.1,87.68,1,2.28,0.43,24.7,287,-0.8,303.2,15,0,450,-0.008,21.6
ET8,MC2,2023-06-03T12:30:00Z,0.47,0.84,23.8,87.66,0.9,2.29,0.43,24.4,222,-0.6,276.7,15,0,451,-0.009,21.6
ET8,MC2,2023-06-03T12:45:00Z,0.47,0.84,23.7,87.65,0.9,1.37,0.35,24.4,279,-0.9,236.6,15,0,450,-0.009,21.5
ET8,MC2,2023-06-03T13:00:00Z,0.47,0.841,23.8,87.64,1,1.04,0.33,24.5,256,-0.9,343.5,15,0,451,-0.009,21.5
ET8,MC2,2023-06-03T13:15:00Z,0.4,0.859,23.2,87.62,1,1.33,0.28,23.9,172,-0.8,142.1,15,0,452,-0.009,21.4
ET8,MC2,2023-06-03T13:30:00Z,0.44,0.853,24,87.6,1,2.1,0.38,24.7,65,-1,182.2,15,0,451,-0.008,21.7
ET8,MC2,2023-06-03T13:45:00Z,0.5,0.831,23.9,87.59,0.8,1.42,0.28,24.6,275,-0.8,174.1,15,0,451,-0.01,21.7
ET8,MC2,2023-06-03T14:00:00Z,0.5,0.833,24.1,87.58,1,1.83,0.44,24.8,14,-0.9,160.6,15,0,451,-0.01,21.8
ET8,MC2,2023-06-03T14:15:00Z,0.46,0.843,23.7,87.56,1,1.4,0.42,24.4,127,-0.9,153.1,15,0,451,-0.01,21.8
ET8,MC2,2023-06-03T14:30:00Z,0.49,0.833,23.9,87.57,0.9,1.29,0.32,24.8,291,-0.8,296.8,14,0,450,-0.01,21.8
ET8,MC2,2023-06-03T14:45:00Z,0.53,0.825,24.3,87.59,0.9,1.22,0.3,24.8,358,-0.8,172.5,15,0,451,-0.01,21.9
ET8,MC2,2023-06-03T15:00:00Z,0.42,0.854,23.3,87.57,0.8,1.51,0.33,24.2,306,-0.8,170.3,15,0,451,-0.011,21.7
ET8,MC2,2023-06-03T15:15:00Z,0.51,0.831,24,87.55,0.9,1.25,0.32,24.5,11,-0.9,193.9,15,0,451,-0.011,21.8
ET8,MC2,2023-06-03T15:30:00Z,0.5,0.831,23.9,87.53,1,2.18,0.28,24.2,18,-0.8,206.9,13,0,451,-0.011,21.7
ET8,MC2,2023-06-03T15:45:00Z,0.43,0.85,23.4,87.54,0.9,0.82,0.25,23.8,352,-0.8,141.4,15,0,452,-0.012,21.7
ET8,MC2,2023-06-03T16:00:00Z,0.31,0.888,22.5,87.54,0.9,0.95,0.25,23.3,307,-0.8,96.7,15,0,454,-0.012,21.4
ET8,MC2,2023-06-03T16:15:00Z,0.3,0.892,22.5,87.52,1,1.42,0.49,23,326,-1,94.3,15,0,452,-0.012,21.4
ET8,MC2,2023-06-03T16:30:00Z,0.29,0.89,22.2,87.53,1,1.61,0.4,22.6,329,-1,60.8,15,0,452,-0.012,21.4
ET8,MC2,2023-06-03T16:45:00Z,0.3,0.887,22,87.54,1,1.5,0.31,22.4,316,-1,55.3,15,0,452,-0.012,21.3
ET8,MC2,2023-06-03T17:00:00Z,0.29,0.888,21.9,87.54,1,1.49,0.39,22.1,349,-1,46.3,15,0,453,-0.012,21.3
ET8,MC2,2023-06-03T17:15:00Z,0.26,0.898,21.7,87.57,1,1.13,0.44,21.8,50,-1.1,34.8,15,0,453,-0.012,21.2
ET8,MC2,2023-06-03T17:30:00Z,0.22,0.915,21.4,87.59,0.9,1.48,0.32,21.7,323,-1,20.9,15,0,453,-0.012,21.1
ET8,MC2,2023-06-03T17:45:00Z,0.2,0.921,21.3,87.6,1,1.25,0.34,21.5,346,-1,22.2,15,0,453,-0.012,21.1
ET8,MC2,2023-06-03T18:00:00Z,0.2,0.921,21.2,87.59,1,1.64,0.36,21.4,351,-1.1,10.8,15,0,454,-0.012,21
ET8,MC2,2023-06-03T18:15:00Z,0.18,0.927,21,87.63,1,1.58,0.39,21.2,346,-1.1,0,15,0,455,-0.013,20.9
ET8,MC2,2023-06-03T18:30:00Z,0.18,0.928,21,87.65,1,0.86,0.27,21.1,344,-1.1,0,15,4,454,-0.013,20.8
ET8,MC2,2023-06-03T18:45:00Z,0.16,0.933,20.9,87.65,1,1.8,0.4,20.9,44,-1.1,0,15,0,454,-0.013,20.8
ET8,MC2,2023-06-03T19:00:00Z,0.14,0.943,20.5,87.68,1,1.04,0.34,20.7,14,-1.1,0,15,0,455,-0.013,20.7
ET8,MC2,2023-06-03T19:15:00Z,0.13,0.946,20.4,87.68,1,1.2,0.41,20.6,16,-1.1,0,15,0,455,-0.013,20.6
ET8,MC2,2023-06-03T19:30:00Z,0.13,0.947,20.4,87.71,1,1.14,0.39,20.5,23,-1.2,0,15,0,455,-0.013,20.5
ET8,MC2,2023-06-03T19:45:00Z,0.12,0.95,20.3,87.72,1,1.06,0.38,20.4,14,-1.1,0,15,0,455,-0.013,20.4
ET8,MC2,2023-06-03T20:00:00Z,0.11,0.953,20.2,87.73,1,1.41,0.26,20.3,6,-1.1,0,15,0,455,-0.012,20.4
ET8,MC2,2023-06-03T20:15:00Z,0.1,0.956,20,87.74,1.1,0.6,0.16,20.1,31,-1.1,0,15,0,456,-0.013,20.3
ET8,MC2,2023-06-03T20:30:00Z,0.09,0.959,19.9,87.74,1,0.93,0.27,20.1,359,-1.2,0,15,0,455,-0.013,20.2
ET8,MC2,2023-06-03T20:45:00Z,0.1,0.958,20,87.76,1,1.23,0.29,20.1,9,-1.2,0,15,0,455,-0.012,20.2
ET8,MC2,2023-06-03T21:00:00Z,0.1,0.958,19.9,87.8,1,0.47,0.14,20,352,-1.1,0,15,0,456,-0.012,20.1
ET8,MC2,2023-06-03T21:15:00Z,0.08,0.966,19.8,87.83,1,0.22,0.11,19.9,88,-1.1,0,15,0,455,-0.012,20
ET8,MC2,2023-06-03T21:30:00Z,0.07,0.968,19.9,87.83,1,0.64,0.2,19.9,61,-1.1,0,15,0,456,-0.012,20
ET8,MC2,2023-06-03T21:45:00Z,0.08,0.967,19.8,87.84,1,0.73,0.24,19.9,19,-1.2,0,15,0,456,-0.012,20
ET8,MC2,2023-06-03T22:00:00Z,0.08,0.966,19.8,87.83,1,1.06,0.26,19.8,68,-1.2,0,15,0,455,-0.012,19.9
ET8,MC2,2023-06-03T22:15:00Z,0.11,0.954,19.8,87.82,1,1.01,0.26,20,109,-1.2,0,15,0,455,-0.012,19.9
ET8,MC2,2023-06-03T22:30:00Z,0.19,0.921,20.2,87.8,1,1.12,0.31,20.2,101,-1.2,0,15,0,454,-0.012,19.8
ET8,MC2,2023-06-03T22:45:00Z,0.28,0.885,20.6,87.78,1,1.22,0.28,20.4,123,-1.1,0,15,0,453,-0.012,19.8
ET8,MC2,2023-06-03T23:00:00Z,0.34,0.861,20.8,87.78,1,1.71,0.3,20.4,158,-1,0,15,0,453,-0.012,19.8
ET8,MC2,2023-06-03T23:15:00Z,0.31,0.87,20.4,87.77,1.1,1.44,0.28,20.1,175,-1,0,15,0,453,-0.013,19.6
ET8,MC2,2023-06-03T23:30:00Z,0.29,0.878,20.2,87.76,1,2.94,0.63,20,142,-0.9,0,15,0,453,-0.013,19.3
ET8,MC2,2023-06-03T23:45:00Z,0.28,0.882,20,87.75,1,1.77,0.34,19.8,137,-1,0,15,0,453,-0.013,19.2
ET8,MC2,2023-06-04T00:00:00Z,0.3,0.875,20.3,87.75,1.1,2.06,0.36,20,125,-1.1,0,15,0,453,-0.013,19
ET8,MC2,2023-06-04T00:15:00Z,0.26,0.89,20.2,87.73,1.1,1.88,0.41,20.1,127,-1.1,0,15,0,453,-0.013,18.9
ET8,MC2,2023-06-04T00:30:00Z,0.29,0.879,20.5,87.72,1,1.54,0.33,20.2,151,-0.9,0,15,0,453,-0.013,18.9
ET8,MC2,2023-06-04T00:45:00Z,0.29,0.878,20.3,87.71,1,1.2,0.27,19.9,189,-0.9,0,15,0,453,-0.013,18.8
ET8,MC2,2023-06-04T01:00:00Z,0.29,0.877,20.1,87.69,1,1.02,0.28,19.8,205,-0.9,0,15,0,453,-0.014,18.6
ET8,MC2,2023-06-04T01:15:00Z,0.35,0.855,20.5,87.65,1,1.42,0.35,20,177,-0.8,0,15,0,453,-0.014,18.4
ET8,MC2,2023-06-04T01:30:00Z,0.33,0.86,20.3,87.63,0.9,1.51,0.37,19.9,186,-0.9,0,15,0,453,-0.014,18.3
ET8,MC2,2023-06-04T01:45:00Z,0.33,0.859,19.9,87.6,1,1.43,0.28,19.6,219,-0.8,0,15,0,453,-0.014,18.2
ET8,MC2,2023-06-04T02:00:00Z,0.39,0.839,20.3,87.59,1,1.36,0.3,19.8,158,-0.9,0,15,0,452,-0.014,18.1
ET8,MC2,2023-06-04T02:15:00Z,0.36,0.848,20.4,87.59,1,2.24,0.56,20,118,-1,0,15,0,453,-0.014,18
ET8,MC2,2023-06-04T02:30:00Z,0.27,0.88,19.6,87.59,1,0.69,0.21,19.5,74,-1.1,0,15,0,454,-0.015,18
ET8,MC2,2023-06-04T02:45:00Z,0.21,0.905,19.4,87.59,1,1.31,0.3,19.6,65,-1.1,0,15,0,454,-0.015,18.1
ET8,MC2,2023-06-04T03:00:00Z,0.19,0.914,19.4,87.59,1,0.47,0.13,19.3,72,-1,0,15,0,454,-0.015,18.1
ET8,MC2,2023-06-04T03:15:00Z,0.16,0.926,19.2,87.59,1,0.69,0.19,19.2,333,-1.1,0,15,0,455,-0.015,18.2
ET8,MC2,2023-06-04T03:30:00Z,0.14,0.937,18.8,87.61,1,0.57,0.14,18.8,87,-1.1,0,15,0,455,-0.015,18.2
ET8,MC2,2023-06-04T03:45:00Z,0.09,0.957,18.8,87.63,1,0.84,0.34,19,123,-1.2,0,15,0,455,-0.015,18.2
ET8,MC2,2023-06-04T04:00:00Z,0.09,0.96,19.4,87.65,1,0.96,0.32,19.4,135,-1.2,0,15,0,455,-0.014,18.2
ET8,MC2,2023-06-04T04:15:00Z,0.11,0.953,19.5,87.65,1,0.85,0.19,19.4,322,-1.2,0,15,0,455,-0.014,18.3
ET8,MC2,2023-06-04T04:30:00Z,0.11,0.953,19.5,87.65,1.1,1.11,0.27,19.4,89,-1.1,0,15,0,455,-0.014,18.4
ET8,MC2,2023-06-04T04:45:00Z,0.1,0.957,19.3,87.65,1.1,0.98,0.28,19.3,99,-1.2,0,15,0,455,-0.014,18.4
ET8,MC2,2023-06-04T05:00:00Z,0.1,0.955,19.2,87.66,1,1.01,0.27,19.3,117,-1.2,0,15,0,455,-0.014,18.4
ET8,MC2,2023-06-04T05:15:00Z,0.15,0.932,19.6,87.65,1,0.68,0.16,19.5,221,-1.1,0,15,0,454,-0.014,18.5
ET8,MC2,2023-06-04T05:30:00Z,0.23,0.9,20,87.67,1,1.55,0.33,19.6,194,-1,4.4,15,0,454,-0.014,18.5
ET8,MC2,2023-06-04T05:45:00Z,0.27,0.886,20.1,87.68,1,1.45,0.4,19.8,153,-1.1,27.3,15,0,453,-0.015,18.5
ET8,MC2,2023-06-04T06:00:00Z,0.22,0.902,19.7,87.69,1.1,1.77,0.42,19.9,143,-1,74.7,15,0,453,-0.015,18.6
ET8,MC2,2023-06-04T06:15:00Z,0.26,0.891,20.1,87.69,1,1.98,0.26,20.4,149,-1,129.3,15,0,453,-0.015,18.6
ET8,MC2,2023-06-04T06:30:00Z,0.31,0.874,20.8,87.72,1.1,1.34,0.37,21,137,-1,184.4,15,0,452,-0.015,18.8
ET8,MC2,2023-06-04T06:45:00Z,0.41,0.843,21.7,87.73,1,0.99,0.27,21.9,117,-1,234.9,15,0,452,-0.015,19.1
ET8,MC2,2023-06-04T07:00:00Z,0.48,0.823,22.4,87.73,1,0.68,0.29,22.6,113,-1,292.6,15,0,451,-0.015,19.6
ET8,MC2,2023-06-04T07:15:00Z,0.6,0.797,23.8,87.74,1,0.63,0.29,23.2,81,-0.9,352.7,15,0,451,-0.014,20.3
ET8,MC2,2023-06-04T07:30:00Z,0.61,0.8,24.3,87.76,1,0.58,0.26,23.5,67,-0.9,411.1,15,0,451,-0.014,21.2
ET8,MC2,2023-06-04T07:45:00Z,0.64,0.788,24.2,87.76,1.1,0.76,0.38,23.6,89,-0.9,469.1,15,0,451,-0.015,21.6
ET8,MC2,2023-06-04T08:00:00Z,0.69,0.776,24.6,87.76,1.1,0.69,0.35,23.9,80,-0.9,526.6,15,0,450,-0.016,21.8
ET8,MC2,2023-06-04T08:15:00Z,0.74,0.764,24.9,87.77,1.1,1.14,0.35,24.2,73,-0.9,580.6,13,0,450,-0.016,22
ET8,MC2,2023-06-04T08:30:00Z,0.75,0.761,25,87.76,1.1,1.1,0.55,24.6,55,-0.9,637.9,11,0,450,-0.017,22.2
