Tree,MC,Timestamp,Port3_VPD,Port3_RH,Port3_Temp,Port3_Atmos_pressure,Port2_ATM22_Yaxis,Port2_Gust_speed,Port2_Wind_speed,Port2_ATM22_temp,Port2_Wind_direction,Port2_ATM22_Xaxis,Port1_Solar,Port4_LW_minutes,Port4_LW_minutes_H,Port4_LWS_Count,Port5_EpiMoisture,Port6_EpiTemp
ET8,MC2,2023-10-25T07:15:00Z,0,1,20.5,87.78,1.8,0.61,0.29,21.2,166,-1.3,259.8,15,0,456,0.085,18.5
ET8,MC2,2023-10-25T07:30:00Z,0.09,0.963,21.1,87.79,1.8,0.97,0.33,21.6,167,-1.2,197.9,15,0,456,0.084,18.8
ET8,MC2,2023-10-25T07:45:00Z,0.19,0.925,21,87.8,1.8,1.32,0.43,21.5,141,-1.2,108.8,15,0,456,0.083,19
ET8,MC2,2023-10-25T08:00:00Z,0.16,0.935,21.2,87.81,1.8,1.92,0.51,21.6,119,-1.2,93.6,15,0,456,0.083,19.2
ET8,MC2,2023-10-25T08:15:00Z,0.17,0.933,20.8,87.82,1.8,0.97,0.38,21.3,84,-1.2,67.6,15,0,456,0.082,19.3
ET8,MC2,2023-10-25T08:30:00Z,0.15,0.936,20.6,87.83,1.7,1.59,0.56,21,119,-1.3,82.2,15,0,456,0.082,19.4
ET8,MC2,2023-10-25T08:45:00Z,0.12,0.952,20.6,87.84,1.7,1.31,0.36,20.9,127,-1.3,114.4,15,0,456,0.082,19.4
ET8,MC2,2023-10-25T09:00:00Z,0.15,0.936,20.6,87.84,1.8,1.64,0.62,20.9,120,-1.3,147,15,0,455,0.081,19.5
ET8,MC2,2023-10-25T09:15:00Z,0.23,0.906,20.8,87.83,1.8,1.97,1,21.2,120,-1.2,181.1,15,0,454,0.081,19.6
ET8,MC2,2023-10-25T09:30:00Z,0.26,0.896,21.3,87.83,1.8,2.25,1.01,21.6,119,-1.3,194.6,15,0,454,0.081,19.6
ET8,MC2,2023-10-25T09:45:00Z,0.26,0.899,21.8,87.83,1.7,1.44,0.62,22.1,134,-1.2,216.6,15,0,454,0.081,19.8
ET8,MC2,2023-10-25T10:00:00Z,0.29,0.894,22.7,87.82,1.7,1.29,0.29,22.6,52,-1.2,202.9,15,0,454,0.08,20
ET8,MC2,2023-10-25T10:15:00Z,0.26,0.902,22.1,87.82,1.7,2.17,0.46,22.2,346,-1.2,144.5,15,0,454,0.08,20.1
ET8,MC2,2023-10-25T10:30:00Z,0.21,0.919,21.5,87.82,1.7,1.85,0.46,21.7,92,-1.2,146.9,15,0,455,0.079,20.2
ET8,MC2,2023-10-25T10:45:00Z,0.16,0.938,21,87.81,1.6,1.66,0.45,21.4,18,-1.2,152,15,0,455,0.079,20.2
ET8,MC2,2023-10-25T11:00:00Z,0.15,0.94,21,87.79,1.7,1.42,0.42,21.3,343,-1.2,170.7,15,0,455,0.079,20.2
ET8,MC2,2023-10-25T11:15:00Z,0.13,0.946,21.1,87.77,1.7,1.04,0.28,21.4,101,-1.2,167.2,15,0,455,0.079,20.3
ET8,MC2,2023-10-25T11:30:00Z,0.13,0.946,21.1,87.75,1.7,1.28,0.4,21.3,68,-1.2,199.2,15,0,454,0.079,20.4
ET8,MC2,2023-10-25T11:45:00Z,0.13,0.949,21,87.75,1.7,2.18,0.52,21.3,346,-1.2,177.2,15,0,454,0.078,20.4
ET8,MC2,2023-10-25T12:00:00Z,0.14,0.947,21.3,87.73,1.7,2.4,0.56,21.4,4,-1.1,167.7,15,0,455,0.078,20.5
ET8,MC2,2023-10-25T12:15:00Z,0.14,0.946,21.1,87.71,1.7,2.08,0.43,21.3,5,-1.2,189.9,15,7,465,0.078,20.6
ET8,MC2,2023-10-25T12:30:00Z,0.13,0.946,21.1,87.69,1.7,2.26,0.41,21.2,2,-1.2,139.9,15,3,455,0.077,20.6
ET8,MC2,2023-10-25T12:45:00Z,0.15,0.942,21.2,87.66,1.7,1.46,0.43,21.4,153,-1.1,251.4,15,0,453,0.078,20.6
ET8,MC2,2023-10-25T13:00:00Z,0.21,0.92,22,87.63,1.7,1.83,0.36,22,138,-1.1,366.9,15,0,452,0.077,20.7
ET8,MC2,2023-10-25T13:15:00Z,0.23,0.914,21.8,87.62,1.7,1.56,0.49,21.8,91,-1.1,108.8,15,0,455,0.077,20.8
ET8,MC2,2023-10-25T13:30:00Z,0.13,0.946,21,87.61,1.6,2,0.47,21.3,330,-1.2,71.2,15,1,502,0.077,20.8
ET8,MC2,2023-10-25T13:45:00Z,0.11,0.957,21,87.6,1.7,1.31,0.35,21.3,182,-1.2,107.8,15,15,518,0.076,20.7
ET8,MC2,2023-10-25T14:00:00Z,0.12,0.951,21.3,87.57,1.7,2.15,0.43,21.4,55,-1.2,195.6,15,13,458,0.076,20.8
ET8,MC2,2023-10-25T14:15:00Z,0.14,0.944,21,87.56,1.6,2.05,0.68,21.2,358,-1.2,106.4,15,0,455,0.076,20.8
ET8,MC2,2023-10-25T14:30:00Z,0.1,0.96,20.8,87.54,1.7,1.79,0.54,21,138,-1.1,99.8,15,6,497,0.076,20.7
ET8,MC2,2023-10-25T14:45:00Z,0.08,0.967,20.7,87.55,1.6,2.47,0.44,20.9,305,-1.2,64.8,15,15,473,0.076,20.7
ET8,MC2,2023-10-25T15:00:00Z,0.07,0.972,20.5,87.55,1.6,2.61,0.46,20.7,330,-1.2,71.6,15,15,460,0.075,20.6
ET8,MC2,2023-10-25T15:15:00Z,0.09,0.965,20.5,87.55,1.6,1.4,0.56,20.6,141,-1.2,71.2,15,0,456,0.075,20.6
ET8,MC2,2023-10-25T15:30:00Z,0.08,0.966,20.5,87.53,1.7,1.01,0.39,20.6,145,-1.2,43.8,15,0,456,0.075,20.6
ET8,MC2,2023-10-25T15:45:00Z,0.09,0.964,20.3,87.55,1.7,1.11,0.32,20.5,158,-1.2,19.2,15,0,456,0.075,20.5
ET8,MC2,2023-10-25T16:00:00Z,0.07,0.971,20.2,87.56,1.6,1.4,0.34,20.3,291,-1.2,12.8,15,0,457,0.075,20.4
ET8,MC2,2023-10-25T16:15:00Z,0.05,0.979,20,87.57,1.6,1.29,0.34,20.2,320,-1.2,11.7,15,0,457,0.075,20.4
ET8,MC2,2023-10-25T16:30:00Z,0.04,0.985,19.9,87.57,1.6,2.11,0.36,20,305,-1.2,11,15,0,457,0.075,20.3
ET8,MC2,2023-10-25T16:45:00Z,0.02,0.991,19.8,87.59,1.6,1.85,0.38,20,146,-1.2,16.8,15,0,457,0.075,20.2
ET8,MC2,2023-10-25T17:00:00Z,0.01,0.994,19.8,87.59,1.6,1.72,0.43,19.9,328,-1.2,14.1,15,0,458,0.075,20.2
ET8,MC2,2023-10-25T17:15:00Z,0,0.999,19.6,87.62,1.6,2.33,0.78,19.7,106,-1.2,0,15,0,458,0.075,20.1
ET8,MC2,2023-10-25T17:30:00Z,0,1.001,19.6,87.63,1.6,1.56,0.52,19.7,148,-1.2,0,15,0,458,0.075,20
ET8,MC2,2023-10-25T17:45:00Z,0,1,19.5,87.63,1.7,2.51,0.82,19.7,128,-1.3,0,15,0,458,0.075,20
ET8,MC2,2023-10-25T18:00:00Z,0.05,0.978,19.5,87.64,1.6,2.77,1,19.7,132,-1.2,0,15,4,468,0.075,19.9
ET8,MC2,2023-10-25T18:15:00Z,0.09,0.961,19.5,87.66,1.6,1.81,0.61,19.5,142,-1.2,0,15,15,590,0.075,19.8
ET8,MC2,2023-10-25T18:30:00Z,0.08,0.963,19.4,87.69,1.6,1.1,0.3,19.4,167,-1.3,0,15,15,674,0.075,19.7
ET8,MC2,2023-10-25T18:45:00Z,0.06,0.972,19.3,87.74,1.6,0.94,0.3,19.3,198,-1.3,0,15,15,675,0.076,19.7
ET8,MC2,2023-10-25T19:00:00Z,0.05,0.978,19.2,87.77,1.6,0.48,0.23,19.1,195,-1.4,0,15,15,764,0.083,19.6
ET8,MC2,2023-10-25T19:15:00Z,0.03,0.987,19.1,87.79,1.7,0.48,0.25,19,180,-1.4,0,15,15,620,0.086,19.5
ET8,MC2,2023-10-25T19:30:00Z,0.01,0.996,19,87.79,1.7,0.45,0.23,18.9,179,-1.4,0,15,15,580,0.086,19.4
ET8,MC2,2023-10-25T19:45:00Z,0,1.001,19.1,87.79,1.7,1.74,0.76,19.2,141,-1.4,0,15,15,532,0.086,19.4
ET8,MC2,2023-10-25T20:00:00Z,0.01,0.997,19.3,87.8,1.7,1.97,0.9,19.4,142,-1.4,0,15,15,506,0.085,19.4
ET8,MC2,2023-10-25T20:15:00Z,0.04,0.981,19.5,87.8,1.7,2.14,0.92,19.6,152,-1.4,0,15,15,490,0.085,19.4
ET8,MC2,2023-10-25T20:30:00Z,0.11,0.951,20,87.8,1.7,2.28,0.87,19.8,152,-1.3,0,15,15,493,0.085,19.3
ET8,MC2,2023-10-25T20:45:00Z,0.12,0.948,19.9,87.79,1.7,1.52,0.37,19.4,173,-1.3,0,15,15,518,0.085,19.3
ET8,MC2,2023-10-25T21:00:00Z,0.08,0.967,19.4,87.8,1.6,0.48,0.24,19.1,187,-1.3,0,15,15,551,0.085,19.3
ET8,MC2,2023-10-25T21:15:00Z,0.05,0.98,19.2,87.8,1.6,0.35,0.23,18.9,187,-1.4,0,15,15,552,0.085,19.2
ET8,MC2,2023-10-25T21:30:00Z,0.02,0.99,19,87.79,1.7,1.07,0.32,18.9,173,-1.4,0,15,15,571,0.084,19.2
ET8,MC2,2023-10-25T21:45:00Z,0.02,0.989,19.2,87.79,1.6,1.16,0.4,19,176,-1.3,0,15,15,625,0.084,19.2
ET8,MC2,2023-10-25T22:00:00Z,0.11,0.95,19.7,87.77,1.7,0.97,0.42,19.2,171,-1.3,0,15,15,532,0.084,19.1
ET8,MC2,2023-10-25T22:15:00Z,0.14,0.938,19.7,87.76,1.6,0.73,0.34,19,186,-1.3,0,15,15,531,0.083,19.1
ET8,MC2,2023-10-25T22:30:00Z,0.14,0.937,19.6,87.76,1.6,1.63,0.38,19,175,-1.3,0,15,15,496,0.083,19
ET8,MC2,2023-10-25T22:45:00Z,0.15,0.935,19.6,87.77,1.6,1.18,0.37,19,170,-1.2,0,15,15,479,0.082,19
ET8,MC2,2023-10-25T23:00:00Z,0.11,0.951,19.2,87.78,1.6,0.69,0.26,18.7,185,-1.3,0,15,15,494,0.082,19
ET8,MC2,2023-10-25T23:15:00Z,0.09,0.958,18.9,87.77,1.6,0.42,0.25,18.6,182,-1.3,0,15,15,523,0.081,18.9
ET8,MC2,2023-10-25T23:30:00Z,0.09,0.961,18.9,87.74,1.6,0.68,0.26,18.6,181,-1.3,0,15,15,503,0.081,18.8
ET8,MC2,2023-10-25T23:45:00Z,0.08,0.964,19,87.73,1.6,0.74,0.32,18.7,175,-1.3,0,15,15,479,0.081,18.8
ET8,MC2,2023-10-26T00:00:00Z,0.09,0.961,19.4,87.73,1.6,1.05,0.32,19,248,-1.3,0,15,15,469,0.081,18.8
ET8,MC2,2023-10-26T00:15:00Z,0.07,0.967,19.2,87.73,1.6,0.35,0.24,18.8,191,-1.3,0,15,15,466,0.081,18.8
ET8,MC2,2023-10-26T00:30:00Z,0.05,0.976,19.2,87.71,1.7,0.76,0.38,18.9,165,-1.3,0,15,15,463,0.081,18.8
ET8,MC2,2023-10-26T00:45:00Z,0.03,0.987,19.1,87.69,1.6,1.17,0.36,18.9,171,-1.3,0,15,15,462,0.08,18.8
ET8,MC2,2023-10-26T01:00:00Z,0.03,0.989,19.1,87.67,1.6,1.33,0.43,19,166,-1.3,0,15,9,459,0.08,18.8
ET8,MC2,2023-10-26T01:15:00Z,0.04,0.984,19,87.65,1.6,1.05,0.43,19,162,-1.2,0,15,0,458,0.08,18.7
ET8,MC2,2023-10-26T01:30:00Z,0.05,0.979,19.1,87.63,1.6,0.69,0.26,18.8,184,-1.4,0,15,0,459,0.08,18.7
ET8,MC2,2023-10-26T01:45:00Z,0.04,0.98,18.8,87.62,1.6,0.35,0.23,18.7,187,-1.3,0,15,0,458,0.079,18.7
ET8,MC2,2023-10-26T02:00:00Z,0.03,0.984,18.7,87.6,1.6,0.37,0.25,18.6,187,-1.3,0,15,15,473,0.079,18.7
ET8,MC2,2023-10-26T02:15:00Z,0.03,0.986,18.6,87.57,1.6,0.36,0.28,18.5,187,-1.3,0,15,15,464,0.079,18.6
ET8,MC2,2023-10-26T02:30:00Z,0.04,0.983,18.7,87.55,1.6,0.44,0.28,18.5,185,-1.3,0,15,7,458,0.079,18.6
ET8,MC2,2023-10-26T02:45:00Z,0.05,0.976,18.8,87.53,1.6,1.07,0.34,18.6,172,-1.3,0,15,0,457,0.079,18.6
ET8,MC2,2023-10-26T03:00:00Z,0.1,0.955,19,87.52,1.5,0.38,0.26,18.5,185,-1.3,0,15,0,457,0.078,18.6
ET8,MC2,2023-10-26T03:15:00Z,0.1,0.955,18.9,87.53,1.6,0.35,0.27,18.4,185,-1.2,0,15,0,457,0.078,18.5
ET8,MC2,2023-10-26T03:30:00Z,0.09,0.96,18.8,87.53,1.6,0.36,0.23,18.4,194,-1.3,0,15,0,458,0.078,18.5
ET8,MC2,2023-10-26T03:45:00Z,0.07,0.969,18.8,87.55,1.6,0.4,0.25,18.4,183,-1.2,0,15,0,458,0.078,18.5
ET8,MC2,2023-10-26T04:00:00Z,0.06,0.97,18.7,87.55,1.6,0.94,0.29,18.4,180,-1.3,0,15,0,457,0.078,18.4
ET8,MC2,2023-10-26T04:15:00Z,0.08,0.961,18.7,87.57,1.6,0.66,0.26,18.3,180,-1.3,0,15,0,457,0.078,18.4
ET8,MC2,2023-10-26T04:30:00Z,0.08,0.964,18.7,87.59,1.6,0.39,0.22,18.3,181,-1.3,0,15,0,458,0.078,18.4
ET8,MC2,2023-10-26T04:45:00Z,0.06,0.974,18.6,87.61,1.6,0.27,0.23,18.2,183,-1.3,0,15,0,458,0.078,18.4
ET8,MC2,2023-10-26T05:00:00Z,0.04,0.981,18.6,87.63,1.6,0.54,0.25,18.2,185,-1.3,0,15,0,458,0.078,18.3
ET8,MC2,2023-10-26T05:15:00Z,0.06,0.971,18.7,87.64,1.6,1.11,0.43,18.4,166,-1.2,0,15,0,458,0.077,18.3
ET8,MC2,2023-10-26T05:30:00Z,0.07,0.967,18.6,87.66,1.6,0.85,0.31,18.3,174,-1.3,0,15,0,458,0.077,18.3
ET8,MC2,2023-10-26T05:45:00Z,0.1,0.956,18.9,87.66,1.6,1.09,0.31,18.4,176,-1.2,4.4,15,0,457,0.077,18.3
ET8,MC2,2023-10-26T06:00:00Z,0.13,0.941,19.2,87.68,1.6,0.47,0.2,18.4,186,-1.3,20.1,15,0,458,0.077,18.3
ET8,MC2,2023-10-26T06:15:00Z,0.08,0.962,18.8,87.69,1.6,0.55,0.26,18.5,182,-1.3,30.4,15,0,458,0.077,18.3
ET8,MC2,2023-10-26T06:30:00Z,0.07,0.97,19,87.7,1.7,0.66,0.32,19.3,175,-1.2,85.7,15,0,456,0.077,18.3
ET8,MC2,2023-10-26T06:45:00Z,0.12,0.946,19.7,87.7,1.5,0.41,0.28,19.8,187,-1.2,50.4,15,0,457,0.077,18.4
ET8,MC2,2023-10-26T07:00:00Z,0.12,0.948,19.8,87.71,1.6,0.49,0.32,19.9,178,-1.2,64.6,15,0,456,0.077,18.5
ET8,MC2,2023-10-26T07:15:00Z,0.15,0.934,19.9,87.72,1.6,0.59,0.32,20.2,182,-1.1,88.3,15,0,456,0.077,18.6
ET8,MC2,2023-10-26T07:30:00Z,0.19,0.922,20.4,87.73,1.6,0.61,0.35,20.9,168,-1.1,161.1,15,0,455,0.077,18.7
ET8,MC2,2023-10-26T07:45:00Z,0.17,0.934,21.4,87.75,1.7,0.75,0.28,21.8,206,-1.1,148.5,15,0,454,0.077,19
ET8,MC2,2023-10-26T08:00:00Z,0.2,0.922,21.7,87.78,1.6,0.76,0.3,22.2,199,-1.1,112.2,15,0,455,0.076,19.2
ET8,MC2,2023-10-26T08:15:00Z,0.19,0.927,21.6,87.78,1.6,1.81,0.33,22,289,-1,147,15,0,455,0.076,19.4
ET8,MC2,2023-10-26T08:30:00Z,0.19,0.93,22,87.79,1.6,0.47,0.26,23,208,-1,180.7,15,0,454,0.076,19.6
ET8,MC2,2023-10-26T08:45:00Z,0.21,0.919,21.9,87.8,1.6,0.82,0.23,22.6,224,-1,176.3,15,0,454,0.075,19.8
ET8,MC2,2023-10-26T09:00:00Z,0.22,0.916,22.2,87.81,1.6,1.35,0.27,22.5,243,-1,167,15,0,454,0.075,20
ET8,MC2,2023-10-26T09:15:00Z,0.26,0.903,22.3,87.81,1.6,0.47,0.23,22.5,226,-1,107.3,15,0,455,0.075,20.1
ET8,MC2,2023-10-26T09:30:00Z,0.23,0.912,22,87.81,1.6,0.95,0.22,22.2,229,-1,70.7,15,0,455,0.074,20.2
ET8,MC2,2023-10-26T09:45:00Z,0.17,0.934,21.6,87.84,1.6,0.66,0.22,21.9,211,-1,104,15,0,455,0.074,20.2
ET8,MC2,2023-10-26T10:00:00Z,0.12,0.954,21.4,87.83,1.6,0.89,0.26,21.8,172,-1,171.9,15,0,454,0.074,20.3
ET8,MC2,2023-10-26T10:30:00Z,0.17,0.933,21.8,87.81,1.6,1.46,0.33,21.9,145,-1,107.7,15,0,455,0.074,20.6
ET8,MC2,2023-10-26T10:45:00Z,0.13,0.949,21.2,87.8,1.6,1.14,0.32,21.6,335,-1.1,126.7,15,11,466,0.074,20.6
ET8,MC2,2023-10-26T11:00:00Z,0.11,0.957,21.7,87.78,1.6,0.57,0.23,22.1,195,-1.1,171.6,15,3,454,0.074,20.7
ET8,MC2,2023-10-26T11:15:00Z,0.16,0.938,22.1,87.77,1.6,0.9,0.26,22.2,196,-1,153.1,15,0,454,0.074,20.8
ET8,MC2,2023-10-26T11:30:00Z,0.14,0.944,21.4,87.74,1.6,1.54,0.37,21.6,331,-1,112.8,15,0,457,0.073,20.9
ET8,MC2,2023-10-26T11:45:00Z,0.1,0.96,21.4,87.71,1.6,0.87,0.26,21.8,169,-1,203.4,15,2,454,0.073,20.9
ET8,MC2,2023-10-26T12:00:00Z,0.18,0.935,22.7,87.68,1.6,0.73,0.27,22.6,189,-1,231.1,15,0,453,0.074,21.1
ET8,MC2,2023-10-26T12:15:00Z,0.26,0.907,22.9,87.65,1.6,0.85,0.31,22.8,206,-1,245.4,15,0,453,0.073,21.2
ET8,MC2,2023-10-26T12:30:00Z,0.26,0.904,22.7,87.64,1.5,0.91,0.3,22.5,163,-1,117.7,15,0,455,0.073,21.3
ET8,MC2,2023-10-26T12:45:00Z,0.13,0.948,21.4,87.63,1.5,1.68,0.34,21.9,289,-1,41.6,15,9,824,0.072,21.3
ET8,MC2,2023-10-26T13:00:00Z,0.07,0.973,21.2,87.6,1.6,0.56,0.2,21.9,200,-1.1,66.5,15,15,607,0.074,21.2
ET8,MC2,2023-10-26T13:15:00Z,0.03,0.987,21.1,87.58,1.6,0.38,0.23,21.7,202,-1.1,54.6,15,15,559,0.076,21.2
ET8,MC2,2023-10-26T13:30:00Z,0.03,0.99,20.8,87.57,1.5,0.6,0.28,21.2,221,-1.1,48.2,15,15,538,0.077,21.1
ET8,MC2,2023-10-26T13:45:00Z,0.11,0.952,20,87.54,1.5,1.12,0.36,20.3,201,-1.1,22,15,15,653,0.077,21
ET8,MC2,2023-10-26T14:00:00Z,0.11,0.953,19.5,87.51,1.6,1.84,0.57,19.6,140,-1.2,29.8,15,15,655,0.079,20.8
ET8,MC2,2023-10-26T14:15:00Z,0.07,0.97,19.1,87.51,1.6,1.04,0.3,19.2,187,-1.5,17,15,15,731,0.088,20.6
ET8,MC2,2023-10-26T14:30:00Z,0.04,0.981,18.9,87.5,1.7,0.33,0.22,19,200,-1.5,11.7,15,15,751,0.092,20.4
ET8,MC2,2023-10-26T14:45:00Z,0.01,0.994,18.8,87.51,1.7,0.38,0.24,18.8,190,-1.5,9.2,15,15,865,0.093,20.2
ET8,MC2,2023-10-26T15:00:00Z,0,0.999,18.6,87.5,1.7,0.38,0.26,18.8,198,-1.6,23.6,15,15,654,0.093,20.1
ET8,MC2,2023-10-26T15:15:00Z,0,1,18.9,87.49,1.7,0.64,0.24,18.8,177,-1.5,39.6,15,15,567,0.093,20
ET8,MC2,2023-10-26T15:30:00Z,0,1.001,18.8,87.47,1.7,1.37,0.45,19,173,-1.6,27.5,15,15,532,0.091,19.9
ET8,MC2,2023-10-26T15:45:00Z,0,1,19.1,87.46,1.7,1.93,0.56,19.4,160,-1.5,17.4,15,15,619,0.091,19.8
ET8,MC2,2023-10-26T16:00:00Z,0.01,0.994,19.1,87.49,1.7,0.85,0.37,19.3,174,-1.6,19,15,15,680,0.091,19.7
ET8,MC2,2023-10-26T16:15:00Z,0.04,0.982,19.2,87.5,1.7,1.01,0.34,19.1,231,-1.6,25.6,15,15,615,0.091,19.6
ET8,MC2,2023-10-26T16:30:00Z,0.05,0.979,19.2,87.54,1.7,1.06,0.38,19.1,304,-1.6,13.4,15,15,761,0.091,19.6
ET8,MC2,2023-10-26T16:45:00Z,0.03,0.988,19.1,87.54,1.7,0.67,0.34,18.8,182,-1.5,2.6,15,15,723,0.092,19.5
ET8,MC2,2023-10-26T17:00:00Z,0.01,0.994,19,87.54,1.8,0.72,0.35,19,170,-1.6,0,15,15,764,0.094,19.4
ET8,MC2,2023-10-26T17:15:00Z,0.01,0.998,18.9,87.58,1.8,1.15,0.27,18.7,209,-1.7,0,15,15,695,0.095,19.4
ET8,MC2,2023-10-26T17:30:00Z,0,1,18.8,87.6,1.8,0.44,0.3,18.7,206,-1.7,0,15,15,911,0.096,19.3
ET8,MC2,2023-10-26T17:45:00Z,0,1.001,18.9,87.6,1.8,0.87,0.42,18.8,188,-1.7,0,15,15,770,0.097,19.3
ET8,MC2,2023-10-26T18:00:00Z,0,1,18.9,87.63,1.8,0.86,0.44,18.8,189,-1.7,0,15,15,859,0.098,19.2
ET8,MC2,2023-10-26T18:15:00Z,0.01,0.997,18.8,87.63,1.7,0.97,0.43,18.5,209,-1.6,0,15,15,772,0.098,19.2
ET8,MC2,2023-10-26T18:30:00Z,0.03,0.987,18.4,87.64,1.7,2.22,0.51,18.2,197,-1.6,0,15,15,823,0.097,19
ET8,MC2,2023-10-26T18:45:00Z,0.05,0.977,18.2,87.67,1.7,1.54,0.47,18,188,-1.7,0,15,15,778,0.098,18.9
ET8,MC2,2023-10-26T19:00:00Z,0.03,0.987,18.1,87.69,1.8,1.65,0.47,17.9,158,-1.8,0,15,15,727,0.099,18.7
ET8,MC2,2023-10-26T19:15:00Z,0.01,0.994,18.1,87.7,1.8,0.92,0.32,17.8,194,-1.8,0,15,15,786,0.099,18.6
ET8,MC2,2023-10-26T19:30:00Z,0.02,0.989,18.1,87.74,1.8,0.92,0.32,17.8,205,-1.7,0,15,15,742,0.098,18.5
ET8,MC2,2023-10-26T19:45:00Z,0.03,0.988,18.1,87.76,1.8,1.09,0.32,18,191,-1.8,0,15,15,678,0.097,18.4
ET8,MC2,2023-10-26T20:00:00Z,0.02,0.992,18.2,87.77,1.8,0.58,0.28,18,199,-1.7,0,15,15,694,0.096,18.3
ET8,MC2,2023-10-26T20:15:00Z,0.04,0.982,18.5,87.78,1.8,1.69,0.52,18.2,168,-1.7,0,15,15,593,0.096,18.2
ET8,MC2,2023-10-26T20:30:00Z,0.1,0.952,18.8,87.79,1.7,0.98,0.43,18.1,183,-1.6,0,15,15,616,0.095,18.2
ET8,MC2,2023-10-26T20:45:00Z,0.19,0.916,19.3,87.79,1.7,1.76,0.44,18,200,-1.6,0,15,15,568,0.094,18.2
ET8,MC2,2023-10-26T21:00:00Z,0.2,0.912,19.2,87.8,1.7,1.92,0.46,18.1,187,-1.5,0,15,15,550,0.092,18.1
ET8,MC2,2023-10-26T21:15:00Z,0.16,0.927,19,87.82,1.7,1.08,0.39,18.1,166,-1.6,0,15,15,597,0.092,18.1
ET8,MC2,2023-10-26T21:30:00Z,0.14,0.937,18.9,87.84,1.7,1.23,0.4,18.1,183,-1.6,0,15,15,675,0.092,18
ET8,MC2,2023-10-26T21:45:00Z,0.19,0.914,19.4,87.86,1.6,0.95,0.54,18.2,191,-1.4,0,15,15,642,0.091,18
ET8,MC2,2023-10-26T22:00:00Z,0.2,0.914,19.4,87.87,1.7,0.99,0.52,18.2,193,-1.4,0,15,15,776,0.09,18
ET8,MC2,2023-10-26T22:15:00Z,0.16,0.928,19.3,87.88,1.7,0.89,0.44,18.2,190,-1.5,0,15,15,872,0.09,17.9
ET8,MC2,2023-10-26T22:30:00Z,0.11,0.948,18.8,87.88,1.8,1.2,0.43,18.1,177,-1.6,0,15,15,652,0.094,17.8
ET8,MC2,2023-10-26T22:45:00Z,0.08,0.964,18.6,87.88,1.8,1.27,0.45,18.1,176,-1.7,0,15,15,759,0.096,17.8
ET8,MC2,2023-10-26T23:00:00Z,0.07,0.969,18.6,87.87,1.7,1.08,0.41,18,183,-1.7,0,15,15,736,0.097,17.8
ET8,MC2,2023-10-26T23:15:00Z,0.06,0.973,18.6,87.85,1.8,1.98,0.5,18.1,177,-1.6,0,15,15,710,0.097,17.8
ET8,MC2,2023-10-26T23:30:00Z,0.07,0.968,18.5,87.83,1.7,1,0.41,18,187,-1.7,0,15,15,893,0.099,17.8
ET8,MC2,2023-10-26T23:45:00Z,0.07,0.966,18.4,87.81,1.7,1.06,0.42,17.9,183,-1.7,0,15,15,669,0.099,17.8
ET8,MC2,2023-10-27T00:00:00Z,0.07,0.968,18.5,87.77,1.8,1.04,0.46,18,179,-1.6,0,15,15,625,0.098,17.8
ET8,MC2,2023-10-27T00:15:00Z,0.08,0.961,18.6,87.73,1.7,1.62,0.48,18.1,178,-1.6,0,15,15,546,0.096,17.8
ET8,MC2,2023-10-27T00:30:00Z,0.13,0.942,18.8,87.69,1.7,1.37,0.45,18,184,-1.6,0,15,15,481,0.095,17.8
ET8,MC2,2023-10-27T00:45:00Z,0.22,0.902,19.2,87.64,1.5,2.06,0.53,18,190,-1.3,0,15,15,468,0.094,17.7
ET8,MC2,2023-10-27T01:00:00Z,0.26,0.884,19.6,87.63,1.5,1.93,0.54,18.2,186,-1.5,0,15,14,464,0.092,17.7
ET8,MC2,2023-10-27T01:15:00Z,0.23,0.897,19.3,87.62,1.6,1.39,0.4,18.2,210,-1.4,0,15,12,461,0.091,17.6
ET8,MC2,2023-10-27T01:30:00Z,0.17,0.922,18.9,87.62,1.7,1.67,0.43,18.2,165,-1.6,0,15,15,461,0.09,17.6
ET8,MC2,2023-10-27T01:45:00Z,0.11,0.95,18.6,87.62,1.7,2.38,0.53,18.2,160,-1.5,0,15,13,460,0.089,17.6
ET8,MC2,2023-10-27T02:00:00Z,0.08,0.963,18.4,87.62,1.7,2.61,0.51,18.3,153,-1.5,0,15,1,458,0.089,17.6
ET8,MC2,2023-10-27T02:15:00Z,0.08,0.961,18.4,87.63,1.7,1.44,0.49,18.2,146,-1.5,0,15,0,458,0.089,17.6
ET8,MC2,2023-10-27T02:30:00Z,0.07,0.967,18.3,87.66,1.7,1.17,0.33,18.2,175,-1.5,0,15,0,458,0.088,17.6
ET8,MC2,2023-10-27T02:45:00Z,0.09,0.959,18.4,87.65,1.7,1.05,0.33,18.2,220,-1.5,0,15,0,457,0.088,17.6
ET8,MC2,2023-10-27T03:00:00Z,0.09,0.96,18.5,87.65,1.7,1.38,0.32,18.2,193,-1.5,0,15,0,458,0.087,17.6
ET8,MC2,2023-10-27T03:15:00Z,0.07,0.968,18.6,87.65,1.6,1.93,0.37,18.3,182,-1.4,0,15,10,604,0.087,17.6
ET8,MC2,2023-10-27T03:30:00Z,0.05,0.977,18.5,87.64,1.6,1.58,0.35,18.2,194,-1.5,0,15,15,510,0.087,17.6
