Tree,MC,Timestamp,Port5_Temp,Port5_Atmos_pressure,Port5_VPD,Port5_RH,Port3_Temp,Port3_RH,Port3_VPD,Port3_Atmos_pressure,Port2_ATM22_temp,Port2_ATM22_Xaxis,Port2_Wind_direction,Port2_Gust_speed,Port2_Wind_speed,Port2_ATM22_Yaxis,Port1_Solar,Port4_LWS_Count,Port4_LW_minutes,Port4_LW_minutes_H,Port6_LWS_Count,Port6_LW_minutes,Port6_LW_minutes_H
ET3,MC3,2023-12-21T10:00:00Z,17.4,87.88,0.16,0.917,15.8,1,0,87.93,16,2.3,73,6.68,2.98,2,199.4,458,15,5,452,15,0
ET3,MC3,2023-12-21T10:15:00Z,17.6,87.86,0.23,0.886,16.3,0.999,0,87.91,16.5,2.4,67,10.02,3.08,1.9,93.6,458,15,0,451,15,0
ET3,MC3,2023-12-21T10:30:00Z,18.2,87.84,0.31,0.851,16.9,0.927,0.14,87.9,17,2.5,77,7.01,2.83,2,96.7,457,15,0,451,15,0
ET3,MC3,2023-12-21T10:45:00Z,18.2,87.82,0.3,0.855,17.1,0.915,0.17,87.87,17.1,2.2,76,7.4,3.56,2.1,115.7,457,15,0,451,15,0
ET3,MC3,2023-12-21T11:00:00Z,18.4,87.8,0.3,0.859,17.2,0.92,0.16,87.85,17.3,2.9,76,7.38,3.49,2.3,253.1,457,15,0,451,15,0
ET3,MC3,2023-12-21T11:15:00Z,18.4,87.78,0.3,0.859,17.4,0.916,0.17,87.83,17.5,2.5,77,8.8,3.6,2.2,215,456,15,0,451,15,0
ET3,MC3,2023-12-21T11:30:00Z,18.9,87.76,0.32,0.855,17.7,0.917,0.17,87.81,17.8,2.2,69,8.87,4.01,1.9,615.8,455,15,0,450,15,0
ET3,MC3,2023-12-21T11:45:00Z,19.4,87.73,0.33,0.852,17.9,0.921,0.16,87.79,18.1,2.5,75,8.08,3.05,2,174.5,456,15,0,450,14,0
ET3,MC3,2023-12-21T12:00:00Z,19.5,87.71,0.34,0.849,18,0.922,0.16,87.76,18.2,2.6,78,5.32,2.66,1.9,207.3,456,15,0,450,5,0
ET3,MC3,2023-12-21T12:15:00Z,19.1,87.7,0.32,0.857,17.9,0.922,0.16,87.75,18.1,2.6,75,9.52,3.18,2,232.4,456,15,0,452,11,0
ET3,MC3,2023-12-21T12:30:00Z,19,87.67,0.31,0.858,18,0.912,0.18,87.72,18.2,2.5,71,10.05,3.97,2.1,136.4,456,15,0,451,15,0
ET3,MC3,2023-12-21T12:45:00Z,19.2,87.65,0.32,0.857,18,0.916,0.17,87.7,18.2,2.3,67,12.03,3.77,2,154.7,456,15,0,452,15,0
ET3,MC3,2023-12-21T13:00:00Z,19.4,87.63,0.33,0.851,18,0.917,0.17,87.68,18.3,2.8,79,8.72,2.94,2.1,169.7,456,15,0,451,15,0
ET3,MC3,2023-12-21T13:15:00Z,19,87.61,0.31,0.858,17.9,0.917,0.17,87.66,18.2,2.5,71,12.92,3.66,1.9,208.9,456,15,0,451,15,0
ET3,MC3,2023-12-21T13:30:00Z,19.2,87.59,0.32,0.854,17.9,0.92,0.16,87.64,18.1,2.5,71,9.81,3.01,2,590.3,456,15,0,451,15,0
ET3,MC3,2023-12-21T13:45:00Z,18.8,87.57,0.3,0.863,17.8,0.923,0.16,87.62,18.1,2.6,78,6.45,3.19,1.9,673.3,456,15,0,452,15,0
ET3,MC3,2023-12-21T14:00:00Z,18.6,87.56,0.27,0.875,17.7,0.93,0.14,87.61,18,2.7,71,8.18,3.66,2.2,612.5,456,15,0,452,15,0
ET3,MC3,2023-12-21T14:15:00Z,18.4,87.56,0.25,0.883,17.6,0.936,0.13,87.61,17.8,2.3,72,9.77,3.91,2.2,311.8,457,15,0,453,15,0
ET3,MC3,2023-12-21T14:30:00Z,17.7,87.57,0.18,0.912,17.2,0.954,0.09,87.61,17.4,2.6,77,7.72,3.47,2.4,91.6,459,15,0,456,15,0
ET3,MC3,2023-12-21T14:45:00Z,17.2,87.57,0.12,0.94,16.9,0.972,0.05,87.61,17.1,2.3,69,10.88,4.02,2,58,460,15,2,457,15,0
ET3,MC3,2023-12-21T15:00:00Z,17.2,87.57,0.1,0.946,16.9,0.979,0.04,87.61,17.1,2.2,69,10.73,3.77,2.1,61.5,460,15,3,457,15,0
ET3,MC3,2023-12-21T15:15:00Z,17.1,87.57,0.09,0.952,16.9,0.982,0.03,87.61,17,2.3,64,10.59,3.61,2.1,48.7,461,15,14,457,15,0
ET3,MC3,2023-12-21T15:30:00Z,17.2,87.58,0.08,0.958,16.9,0.991,0.02,87.62,17,2.4,66,7.24,3.35,2,56.2,460,15,15,457,15,0
ET3,MC3,2023-12-21T15:45:00Z,17.2,87.59,0.08,0.959,17,0.989,0.02,87.63,17.1,2.3,72,7.77,3.26,2.1,33.5,461,15,15,459,15,0
ET3,MC3,2023-12-21T16:00:00Z,17,87.59,0.06,0.967,16.9,0.996,0.01,87.63,17,2.5,70,7.64,3.25,2.1,25.3,463,15,15,460,15,0
ET3,MC3,2023-12-21T16:15:00Z,17,87.6,0.05,0.975,16.9,1,0,87.64,17,2.5,68,9.02,3.58,1.9,22.5,462,15,15,460,15,5
ET3,MC3,2023-12-21T16:30:00Z,17,87.61,0.05,0.976,17,1,0,87.65,17,2.4,74,5.43,3.05,2,13,464,15,15,461,15,13
ET3,MC3,2023-12-21T16:45:00Z,17,87.62,0.04,0.979,17,1,0,87.66,17.1,2.5,72,8.05,3.33,2.1,13.9,463,15,15,461,15,15
ET3,MC3,2023-12-21T17:00:00Z,17.1,87.64,0.05,0.977,17,1,0,87.68,17.1,2.3,73,8.7,3.65,2.1,8.6,463,15,15,462,15,15
ET3,MC3,2023-12-21T17:15:00Z,17,87.65,0.04,0.98,17,1,0,87.7,17.1,2.3,68,9.81,3.5,2.1,0.4,463,15,15,462,15,15
ET3,MC3,2023-12-21T17:30:00Z,17,87.67,0.04,0.982,17,1,0,87.71,17,2.2,72,7.92,3.36,2,0,464,15,15,463,15,15
ET3,MC3,2023-12-21T17:45:00Z,17.1,87.68,0.04,0.981,17,0.999,0,87.73,17.1,2.5,72,6.77,2.85,2.1,0,475,15,15,477,15,15
ET3,MC3,2023-12-21T18:00:00Z,17,87.69,0.03,0.983,17,1,0,87.74,17,2.4,64,8.95,3.41,2.2,0,466,15,15,466,15,15
ET3,MC3,2023-12-21T18:15:00Z,17,87.69,0.03,0.982,17,1,0,87.74,17.1,2.2,64,10.05,3.58,2.1,0,464,15,15,464,15,15
ET3,MC3,2023-12-21T18:30:00Z,17.1,87.71,0.03,0.983,17.1,1,0,87.75,17.1,2.4,70,8.98,3.11,2.1,0,465,15,15,464,15,15
ET3,MC3,2023-12-21T18:45:00Z,17,87.71,0.02,0.989,17,1,0,87.75,17.1,2.1,64,10.97,3.42,2,0,465,15,15,466,15,15
ET3,MC3,2023-12-21T19:00:00Z,17,87.72,0.01,0.994,17,1,0,87.77,17.1,2.1,57,8.72,3.62,1.9,0,466,15,15,466,15,15
ET3,MC3,2023-12-21T19:15:00Z,17.1,87.76,0,0.998,17.1,1,0,87.8,17.1,2.4,65,8.6,2.68,2,0,472,15,15,473,15,15
ET3,MC3,2023-12-21T19:30:00Z,17.1,87.78,0,1,17.1,1,0,87.82,17.1,2.4,70,9.21,2.47,1.8,0,628,15,15,793,15,15
ET3,MC3,2023-12-21T19:45:00Z,17.1,87.8,0,1,17.1,1,0,87.84,17.1,2.3,59,7.78,2.22,1.8,0,608,15,15,798,15,15
ET3,MC3,2023-12-21T20:00:00Z,17,87.81,0,1,17.1,0.999,0,87.85,17.1,2.3,62,8.28,2.87,1.7,0,604,15,15,614,15,15
ET3,MC3,2023-12-21T20:15:00Z,17.1,87.82,0,0.999,17.1,1.001,0,87.87,17.2,2.1,54,9.48,2.46,1.8,0,584,15,15,597,15,15
ET3,MC3,2023-12-21T20:30:00Z,17.2,87.83,0,1,17.2,1,0,87.88,17.2,2.3,55,8.43,2.61,1.8,0,632,15,15,627,15,15
ET3,MC3,2023-12-21T20:45:00Z,17.2,87.83,0,1,17.2,1,0,87.88,17.2,2.4,56,10.36,2.42,1.8,0,626,15,15,616,15,15
ET3,MC3,2023-12-21T21:00:00Z,17.2,87.84,0,0.999,17.2,0.999,0,87.89,17.2,2.4,50,8.21,1.69,1.8,0,639,15,15,656,15,15
ET3,MC3,2023-12-21T21:15:00Z,17.2,87.84,0,1,17.2,1.001,0,87.89,17.2,2.1,50,7.46,2.52,1.7,0,634,15,15,625,15,15
ET3,MC3,2023-12-21T21:30:00Z,17.2,87.83,0,1,17.2,1,0,87.88,17.2,2.3,58,9.45,2.51,1.8,0,640,15,15,623,15,15
ET3,MC3,2023-12-21T21:45:00Z,17.2,87.82,0,1,17.2,1,0,87.87,17.2,2.4,71,8.15,2.51,1.8,0,682,15,15,649,15,15
ET3,MC3,2023-12-21T22:00:00Z,17.2,87.82,0,0.999,17.2,1,0,87.87,17.3,2.4,73,9.05,3.03,1.9,0,627,15,15,628,15,15
ET3,MC3,2023-12-21T22:15:00Z,17.2,87.81,0,1,17.2,0.999,0,87.86,17.3,2.2,61,7.78,2.65,1.9,0,662,15,15,718,15,15
ET3,MC3,2023-12-21T22:30:00Z,17.3,87.81,0,0.999,17.3,1,0,87.85,17.3,2.5,74,7.24,2.67,1.8,0,645,15,15,666,15,15
ET3,MC3,2023-12-21T22:45:00Z,17.3,87.8,0,1,17.3,1.001,0,87.84,17.2,2.6,73,9.21,3.12,1.9,0,711,15,15,687,15,15
ET3,MC3,2023-12-21T23:00:00Z,17.3,87.79,0,1,17.3,1.001,0,87.84,17.3,2.5,74,6.74,2.5,1.8,0,794,15,15,897,15,15
ET3,MC3,2023-12-21T23:15:00Z,17.4,87.79,0,1.001,17.5,1,0,87.83,17.4,2.4,60,6.83,2.13,1.7,0,719,15,15,792,15,15
ET3,MC3,2023-12-21T23:30:00Z,17.1,87.79,0,1.001,17,1,0,87.83,17,2.2,42,7.65,2.26,1.7,0,773,15,15,685,15,15
ET3,MC3,2023-12-21T23:45:00Z,16.8,87.77,0,1,16.8,1.001,0,87.82,16.8,2.3,35,5.05,1.99,1.5,0,762,15,15,761,15,15
ET3,MC3,2023-12-22T00:00:00Z,16.5,87.76,0,1,16.4,1.001,0,87.81,16.4,2.2,23,6.24,2.33,1.6,0,776,15,15,683,15,15
ET3,MC3,2023-12-22T00:15:00Z,16.5,87.74,0,1,16.5,1,0,87.79,16.5,2.4,44,9.3,2.4,1.8,0,757,15,15,711,15,15
ET3,MC3,2023-12-22T00:30:00Z,16.4,87.73,0,1,16.4,1.001,0,87.78,16.4,2.1,41,6.46,2.71,1.7,0,852,15,15,810,15,15
ET3,MC3,2023-12-22T00:45:00Z,16.6,87.72,0,1,16.6,1,0,87.76,16.6,2.2,38,7.78,2.29,1.7,0,866,15,15,734,15,15
ET3,MC3,2023-12-22T01:00:00Z,16.6,87.7,0,1,16.6,1,0,87.75,16.6,2,37,8.46,2.75,1.5,0,837,15,15,835,15,15
ET3,MC3,2023-12-22T01:15:00Z,16.5,87.68,0,1,16.5,1,0,87.73,16.5,2.2,39,6.68,2.24,1.6,0,876,15,15,792,15,15
ET3,MC3,2023-12-22T01:30:00Z,16.4,87.67,0,1,16.4,1.001,0,87.72,16.4,2.1,47,8.29,2.41,1.7,0,974,15,15,859,15,15
ET3,MC3,2023-12-22T01:45:00Z,16.4,87.66,0,1,16.4,1.001,0,87.71,16.4,2.4,35,5,1.41,1.6,0,892,15,15,882,15,15
ET3,MC3,2023-12-22T02:00:00Z,16.2,87.66,0,1,16.1,1,0,87.71,16.1,2.4,38,4.14,1.47,1.7,0,1028,15,15,946,15,15
ET3,MC3,2023-12-22T02:15:00Z,16.2,87.65,0,1,16.1,0.999,0,87.7,16.2,2.3,44,5.78,2.05,1.6,0,889,15,15,796,15,15
ET3,MC3,2023-12-22T02:30:00Z,16.2,87.65,0,1.001,16.2,1.001,0,87.69,16.2,2.1,38,7.34,2.19,1.7,0,904,15,15,855,15,15
ET3,MC3,2023-12-22T02:45:00Z,16.4,87.63,0,1,16.3,1.001,0,87.68,16.4,2.4,48,5.56,1.94,1.6,0,1133,15,15,888,15,15
ET3,MC3,2023-12-22T03:00:00Z,16.4,87.63,0,1.001,16.4,1,0,87.67,16.4,2.5,74,6.49,1.56,1.7,0,911,15,15,901,15,15
ET3,MC3,2023-12-22T03:15:00Z,16.5,87.62,0,1.001,16.5,1,0,87.67,16.5,2.5,77,5.25,1.73,1.6,0,917,15,15,844,15,15
ET3,MC3,2023-12-22T03:30:00Z,16.6,87.62,0,1.001,16.6,1,0,87.67,16.6,2.4,72,5.07,2.05,1.6,0,1121,15,15,912,15,15
ET3,MC3,2023-12-22T03:45:00Z,16.7,87.63,0,1,16.7,0.999,0,87.67,16.7,2.5,64,4.3,1.91,1.6,0,1073,15,15,838,15,15
ET3,MC3,2023-12-22T04:00:00Z,16.8,87.62,0,0.999,16.7,0.999,0,87.67,16.7,2.4,69,6.01,2.27,1.6,0,1105,15,15,822,15,15
ET3,MC3,2023-12-22T04:15:00Z,16.8,87.63,0,1,16.8,0.999,0,87.68,16.8,2.4,67,5.87,2.4,1.6,0,1057,15,15,836,15,15
ET3,MC3,2023-12-22T04:30:00Z,16.9,87.64,0,0.999,16.8,0.999,0,87.69,16.8,2.5,71,7.8,2.36,1.7,0,850,15,15,865,15,15
ET3,MC3,2023-12-22T04:45:00Z,16.8,87.64,0,1.001,16.8,1,0,87.69,16.8,2.5,80,4.47,2.15,1.6,0,819,15,15,851,15,15
ET3,MC3,2023-12-22T05:00:00Z,16.9,87.64,0,1,16.9,0.999,0,87.69,16.8,2.5,83,5.16,1.97,1.6,0,983,15,15,874,15,15
ET3,MC3,2023-12-22T05:15:00Z,17,87.65,0,1,16.9,1,0,87.7,16.9,2.5,80,4.98,1.75,1.6,0,919,15,15,888,15,15
ET3,MC3,2023-12-22T05:30:00Z,17,87.66,0,1,17,1,0,87.7,16.9,2.6,59,5.16,1.13,1.5,0,965,15,15,870,15,15
ET3,MC3,2023-12-22T05:45:00Z,17,87.66,0,1,17,0.999,0,87.71,17,2.5,69,4.42,1.12,1.6,0,876,15,15,824,15,15
ET3,MC3,2023-12-22T06:00:00Z,17,87.68,0,1,17,0.999,0,87.73,17,2.5,66,6.05,1.26,1.6,0,936,15,15,874,15,15
ET3,MC3,2023-12-22T06:15:00Z,17.1,87.7,0,0.999,17.1,1,0,87.74,17,2.5,80,5.29,1.75,1.6,0,878,15,15,816,15,15
ET3,MC3,2023-12-22T06:30:00Z,17.1,87.72,0,1,17.1,1,0,87.76,17.1,2.6,94,3.3,1.03,1.6,0,889,15,15,824,15,15
ET3,MC3,2023-12-22T06:45:00Z,17.2,87.73,0,1,17.1,1,0,87.78,17.1,2.5,82,3.92,1.47,1.6,7.3,805,15,15,898,15,15
ET3,MC3,2023-12-22T07:00:00Z,17.2,87.74,0,0.999,17.2,1,0,87.78,17.2,2.6,84,3.71,1.53,1.6,12.3,937,15,15,885,15,15
ET3,MC3,2023-12-22T07:15:00Z,17.3,87.75,0,1.001,17.2,1.001,0,87.8,17.2,2.5,77,4.16,1.72,1.6,15.4,854,15,15,857,15,15
ET3,MC3,2023-12-22T07:30:00Z,17.4,87.76,0,1,17.3,0.999,0,87.8,17.3,2.6,73,6.78,1.91,1.6,22.7,973,15,15,825,15,15
ET3,MC3,2023-12-22T07:45:00Z,17.5,87.77,0,1,17.4,1,0,87.82,17.4,2.5,85,4.21,1.65,1.7,34.4,956,15,15,815,15,15
ET3,MC3,2023-12-22T08:00:00Z,17.5,87.77,0,1.001,17.4,0.999,0,87.82,17.4,2.6,77,5.08,2.28,1.7,47.4,953,15,15,745,15,15
ET3,MC3,2023-12-22T08:15:00Z,17.6,87.78,0,1,17.5,1,0,87.83,17.5,2.3,76,7.66,2.76,1.7,55.8,832,15,15,787,15,15
ET3,MC3,2023-12-22T08:30:00Z,17.7,87.79,0,1,17.5,1,0,87.84,17.5,2.5,77,8.41,2.9,1.8,57.1,851,15,15,842,15,15
ET3,MC3,2023-12-22T08:45:00Z,17.8,87.8,0,1,17.6,1,0,87.85,17.6,2.6,84,8.03,2.62,1.8,59.9,799,15,15,795,15,15
ET3,MC3,2023-12-22T09:00:00Z,17.9,87.8,0,1,17.7,1,0,87.85,17.7,2.6,87,5.37,2.3,1.7,68.5,788,15,15,686,15,15
ET3,MC3,2023-12-22T09:15:00Z,18.1,87.79,0,0.999,17.8,1,0,87.84,17.8,2.7,90,5.18,2.41,1.8,85.7,724,15,15,590,15,15
ET3,MC3,2023-12-22T09:30:00Z,18.3,87.8,0,1.001,18,1.001,0,87.85,18.1,2.6,86,6.18,2.53,1.8,71.8,997,15,15,518,15,15
ET3,MC3,2023-12-22T09:45:00Z,18.4,87.8,0,1,18.2,1,0,87.85,18.2,2.7,100,5.4,2.22,1.8,60.6,700,15,15,528,15,15
ET3,MC3,2023-12-22T10:00:00Z,18.6,87.78,0,0.999,18.3,1.001,0,87.83,18.4,2.6,94,4.8,1.99,1.7,91.7,684,15,15,462,15,15
ET3,MC3,2023-12-22T10:15:00Z,19,87.78,0,1,18.5,1,0,87.83,18.5,2.6,93,5.83,2.02,1.7,100.3,723,15,15,487,15,15
ET3,MC3,2023-12-22T10:30:00Z,19.1,87.77,0,1,18.5,1,0,87.82,18.6,2.7,104,3.59,1.95,1.8,97.2,922,15,15,913,15,15
ET3,MC3,2023-12-22T10:45:00Z,19.1,87.77,0,1,18.5,1,0,87.82,18.6,2.6,90,5.95,1.95,1.7,111.9,826,15,15,856,15,15
ET3,MC3,2023-12-22T11:00:00Z,19.1,87.75,0,1,18.6,0.999,0,87.8,18.6,2.6,91,5.97,2.2,1.7,113.3,951,15,15,721,15,15
ET3,MC3,2023-12-22T11:15:00Z,19.2,87.74,0,0.998,18.5,1,0,87.79,18.6,2.6,93,3.82,1.62,1.7,95,790,15,15,790,15,15
ET3,MC3,2023-12-22T11:30:00Z,19.1,87.72,0,1,18.6,1.001,0,87.77,18.6,2.7,87,5.56,2.5,1.7,104.7,800,15,15,745,15,15
ET3,MC3,2023-12-22T11:45:00Z,19.2,87.7,0,1,18.7,1,0,87.75,18.7,2.6,93,3.85,1.67,1.6,108.6,784,15,15,757,15,15
ET3,MC3,2023-12-22T12:00:00Z,19.1,87.69,0,1,18.6,1.001,0,87.74,18.6,2.6,95,4.7,1.92,1.8,85.1,827,15,15,706,15,15
ET3,MC3,2023-12-22T12:15:00Z,19.2,87.68,0,1,18.6,1,0,87.73,18.7,2.6,81,5.59,2.13,1.7,129.5,907,15,15,839,15,15
ET3,MC3,2023-12-22T12:30:00Z,19.5,87.67,0,1.001,18.8,0.999,0,87.71,18.8,2.7,89,5.83,1.58,1.6,126.3,799,15,15,814,15,15
ET3,MC3,2023-12-22T12:45:00Z,19.8,87.65,0,0.999,18.9,0.999,0,87.69,18.9,2.6,97,3.6,1.12,1.6,120.1,778,15,15,777,15,15
ET3,MC3,2023-12-22T13:00:00Z,19.8,87.62,0,1.001,18.8,0.999,0,87.67,18.8,2.6,68,4.02,1.07,1.6,109.1,717,15,15,668,15,15
ET3,MC3,2023-12-22T13:15:00Z,19.4,87.6,0,1,18.7,1,0,87.66,18.6,2.4,35,6.35,1.94,1.7,78.9,809,15,15,620,15,15
ET3,MC3,2023-12-22T13:30:00Z,19.1,87.59,0,1,18.6,1,0,87.64,18.6,2.5,32,5.54,1.81,1.6,73.2,719,15,15,683,15,15
ET3,MC3,2023-12-22T13:45:00Z,19.1,87.58,0,1,18.6,1,0,87.63,18.7,2.5,48,4.76,1.39,1.6,72,887,15,15,806,15,15
ET3,MC3,2023-12-22T14:00:00Z,19.2,87.58,0,1,18.7,0.999,0,87.62,18.7,2.6,67,5.87,1.17,1.6,61.5,766,15,15,822,15,15
ET3,MC3,2023-12-22T14:15:00Z,19.2,87.57,0,1,18.8,1,0,87.62,18.8,2.5,44,4.88,1.4,1.6,59.5,842,15,15,838,15,15
ET3,MC3,2023-12-22T14:30:00Z,19.2,87.57,0,1.001,18.8,0.999,0,87.62,18.8,2.5,55,5.82,1.33,1.6,59.3,824,15,15,839,15,15
ET3,MC3,2023-12-22T14:45:00Z,19.1,87.56,0,1.001,18.7,0.999,0,87.61,18.7,2.4,40,6.01,1.82,1.6,50.9,895,15,15,751,15,15
ET3,MC3,2023-12-22T15:00:00Z,18.9,87.57,0,1,18.6,1,0,87.62,18.6,2.5,34,4.37,1.85,1.6,36.8,958,15,15,714,15,15
ET3,MC3,2023-12-22T15:15:00Z,18.8,87.57,0,1,18.6,0.999,0,87.61,18.6,2.6,63,5.6,1.06,1.5,24.5,872,15,15,705,15,15
ET3,MC3,2023-12-22T15:30:00Z,18.8,87.57,0,1,18.6,1,0,87.61,18.6,2.6,76,2.88,1.1,1.6,20.5,757,15,15,666,15,15
ET3,MC3,2023-12-22T15:45:00Z,18.8,87.56,0,1,18.6,1,0,87.61,18.6,2.5,59,4.17,0.95,1.6,21.8,763,15,15,661,15,15
ET3,MC3,2023-12-22T16:00:00Z,18.8,87.57,0,1,18.6,1.001,0,87.62,18.6,2.5,69,6.78,1.65,1.7,12.1,746,15,15,695,15,15
ET3,MC3,2023-12-22T16:15:00Z,18.7,87.59,0,0.999,18.6,1,0,87.63,18.7,2.5,79,6.52,1.54,1.6,4.6,939,15,15,733,15,15
ET3,MC3,2023-12-22T16:30:00Z,18.7,87.59,0,1.001,18.6,1,0,87.63,18.6,2.5,76,4.81,1.33,1.6,0,959,15,15,784,15,15
ET3,MC3,2023-12-22T16:45:00Z,18.7,87.59,0,1,18.6,1,0,87.64,18.7,2.5,57,4.97,1.61,1.6,0,876,15,15,764,15,15
ET3,MC3,2023-12-22T17:00:00Z,18.7,87.6,0,1,18.6,1,0,87.64,18.7,2.4,49,6.66,2.1,1.5,0,906,15,15,852,15,15
ET3,MC3,2023-12-22T17:15:00Z,18.6,87.6,0,1.001,18.6,1,0,87.65,18.6,2.6,32,5.76,1.82,1.6,0,914,15,15,815,15,15
ET3,MC3,2023-12-22T17:30:00Z,18.6,87.61,0,1,18.5,1,0,87.66,18.6,2.3,44,7.76,1.7,1.6,0,947,15,15,831,15,15
ET3,MC3,2023-12-22T17:45:00Z,18.6,87.63,0,1,18.6,1.001,0,87.68,18.6,2.5,48,6.22,1.77,1.6,0,955,15,15,872,15,15
ET3,MC3,2023-12-22T18:00:00Z,18.6,87.66,0,1.001,18.6,0.999,0,87.7,18.6,2.6,54,5.48,1.42,1.6,0,838,15,15,879,15,15
ET3,MC3,2023-12-22T18:15:00Z,18.6,87.68,0,1.001,18.6,0.999,0,87.73,18.6,2.6,56,3.85,1.12,1.5,0,926,15,15,866,15,15
ET3,MC3,2023-12-22T18:30:00Z,18.6,87.7,0,1.001,18.5,1,0,87.74,18.6,2.5,60,6.58,1.66,1.6,0,948,15,15,848,15,15
ET3,MC3,2023-12-22T18:45:00Z,18.4,87.72,0,1,18.3,1.001,0,87.76,18.4,2.6,53,7.26,2.02,1.6,0,933,15,15,854,15,15
ET3,MC3,2023-12-22T19:00:00Z,18.3,87.74,0,0.999,18.1,1,0,87.78,18.2,2.5,57,6.1,1.79,1.5,0,888,15,15,871,15,15
ET3,MC3,2023-12-22T19:15:00Z,18,87.76,0,1,18,1,0,87.81,18,2.5,53,6.71,1.65,1.7,0,964,15,15,828,15,15
ET3,MC3,2023-12-22T19:30:00Z,17.8,87.79,0,1,17.8,1,0,87.83,17.8,2.4,55,8.58,1.86,1.8,0,889,15,15,908,15,15
ET3,MC3,2023-12-22T19:45:00Z,17.7,87.8,0,1,17.7,0.999,0,87.85,17.7,2.6,72,5.89,1.84,1.6,0,968,15,15,862,15,15
ET3,MC3,2023-12-22T20:00:00Z,17.7,87.82,0,1,17.6,1.001,0,87.87,17.6,2.5,78,8.99,2.31,1.7,0,885,15,15,818,15,15
ET3,MC3,2023-12-22T20:15:00Z,17.7,87.84,0,0.999,17.6,1,0,87.89,17.6,2.6,84,5.84,2.31,1.6,0,865,15,15,868,15,15
ET3,MC3,2023-12-22T20:30:00Z,17.7,87.86,0,1,17.6,1,0,87.91,17.6,2.5,71,7.63,2.95,1.7,0,886,15,15,850,15,15
ET3,MC3,2023-12-22T20:45:00Z,17.6,87.88,0,1,17.5,1,0,87.92,17.5,2.5,84,6.37,2.33,1.6,0,950,15,15,876,15,15
ET3,MC3,2023-12-22T21:00:00Z,17.4,87.9,0,1,17.4,1.001,0,87.94,17.3,2.5,66,9.08,2.15,1.7,0,913,15,15,825,15,15
ET3,MC3,2023-12-22T21:15:00Z,17.2,87.9,0,1,17.2,0.999,0,87.95,17.1,2.5,87,5.71,2.01,1.7,0,727,15,15,681,15,15
ET3,MC3,2023-12-22T21:30:00Z,17.2,87.9,0,1,17.2,1,0,87.95,17.1,2.6,86,6.98,2.62,1.7,0,672,15,15,681,15,15
ET3,MC3,2023-12-22T21:45:00Z,17.2,87.91,0,1,17.5,1,0,87.96,17,2.4,83,5.92,2.75,1.9,0,649,15,15,631,15,15
ET3,MC3,2023-12-22T22:00:00Z,17.4,87.9,0,1.001,17.7,1,0,87.95,17.2,2.5,85,7.84,2.9,1.8,0,588,15,15,588,15,15
ET3,MC3,2023-12-22T22:15:00Z,17.6,87.9,0,1,17.9,0.999,0,87.95,17.9,2.4,81,8.04,3.29,1.9,0,499,15,15,543,15,15
ET3,MC3,2023-12-22T22:30:00Z,17.6,87.91,0.01,0.996,17.8,1,0,87.96,17.9,2.5,93,5.92,2.52,1.9,0,462,15,15,471,15,15
ET3,MC3,2023-12-22T22:45:00Z,17.7,87.91,0.05,0.975,17.9,0.994,0.01,87.95,17.9,2.3,85,6.8,2.54,1.8,0,463,15,15,467,15,15
ET3,MC3,2023-12-22T23:00:00Z,17.8,87.9,0.05,0.974,18,0.984,0.03,87.95,17.9,2.4,95,5.27,2.36,1.8,0,463,15,15,466,15,15
ET3,MC3,2023-12-22T23:15:00Z,18,87.9,0.04,0.98,18.1,0.995,0.01,87.94,18.1,2.6,92,5.43,2.61,1.8,0,465,15,15,469,15,15
ET3,MC3,2023-12-22T23:30:00Z,18,87.89,0.04,0.981,18,0.998,0,87.93,18,2.6,91,6.36,2.5,1.9,0,631,15,15,723,15,15
ET3,MC3,2023-12-22T23:45:00Z,17.8,87.88,0.01,0.994,17.9,0.999,0,87.93,17.9,2.6,92,5.93,2.39,1.8,0,569,15,15,621,15,15
ET3,MC3,2023-12-23T00:00:00Z,17.9,87.87,0,1,18,0.999,0,87.91,17.9,2.5,85,6.7,1.94,1.7,0,572,15,15,679,15,15
ET3,MC3,2023-12-23T00:15:00Z,18,87.85,0,1,18,1,0,87.89,17.9,2.5,93,7.36,2.35,1.8,0,689,15,15,685,15,15
ET3,MC3,2023-12-23T00:30:00Z,17.9,87.82,0,0.999,17.9,1,0,87.87,18,2.6,96,7.08,2.57,1.8,0,637,15,15,638,15,15
ET3,MC3,2023-12-23T00:45:00Z,18,87.8,0,1,18,0.999,0,87.84,18.1,2.4,93,7.17,2.46,1.7,0,587,15,15,613,15,15
ET3,MC3,2023-12-23T01:00:00Z,18,87.78,0,1,18,1.001,0,87.82,18,2.5,84,6.75,2.17,1.7,0,735,15,15,776,15,15
ET3,MC3,2023-12-23T01:15:00Z,17.9,87.76,0,1.001,17.9,0.999,0,87.81,17.9,2.4,83,7.58,2.78,1.8,0,664,15,15,676,15,15
ET3,MC3,2023-12-23T01:30:00Z,17.8,87.75,0,1.001,17.9,0.999,0,87.8,18,2.4,78,9.45,3.17,1.9,0,609,15,15,634,15,15
ET3,MC3,2023-12-23T01:45:00Z,17.8,87.73,0,1,17.9,1,0,87.78,18,2.5,99,5.56,2.09,1.8,0,591,15,15,611,15,15
