Tree,MC,Timestamp,Port5_Temp,Port5_Atmos_pressure,Port5_VPD,Port5_RH,Port3_Temp,Port3_RH,Port3_VPD,Port3_Atmos_pressure,Port2_ATM22_temp,Port2_ATM22_Xaxis,Port2_Wind_direction,Port2_Gust_speed,Port2_Wind_speed,Port2_ATM22_Yaxis,Port1_Solar,Port4_LWS_Count,Port4_LW_minutes,Port4_LW_minutes_H,Port6_LWS_Count,Port6_LW_minutes,Port6_LW_minutes_H
ET3,MC3,2023-06-20T18:00:00Z,20.7,87.54,0,0.999,20.7,1,0,87.58,20.7,2.3,40,5.02,1.26,1.4,0.9,676,15,15,638,15,15
ET3,MC3,2023-06-20T18:15:00Z,20.7,87.54,0,1,20.6,1,0,87.58,20.6,2.2,42,3.58,1.11,1.4,0,695,15,15,597,15,15
ET3,MC3,2023-06-20T18:30:00Z,20.6,87.54,0,0.999,20.6,1.001,0,87.59,20.6,2.2,59,4.43,1.48,1.4,0,632,15,15,577,15,15
ET3,MC3,2023-06-20T18:45:00Z,20.6,87.58,0,1,20.5,1,0,87.63,20.5,2.2,52,6.25,1.75,1.4,0,847,15,15,886,15,15
ET3,MC3,2023-06-20T19:00:00Z,20.2,87.62,0,1,20.2,0.999,0,87.67,20.2,2.2,41,5.94,2.12,1.4,0,764,15,15,589,15,15
ET3,MC3,2023-06-20T19:15:00Z,20,87.65,0,1,20,1.001,0,87.69,20,2.3,36,5.29,1.55,1.5,0,745,15,15,635,15,15
ET3,MC3,2023-06-20T19:30:00Z,20.1,87.63,0,0.999,20.1,1,0,87.68,20.1,2.1,62,9.64,1.59,1.5,0,692,15,15,624,15,15
ET3,MC3,2023-06-20T19:45:00Z,20.1,87.64,0,0.999,20,1.001,0,87.68,20,2.1,63,4.09,1.15,1.4,0,687,15,15,638,15,15
ET3,MC3,2023-06-20T20:00:00Z,20,87.67,0,1,19.9,1.001,0,87.72,19.9,2.2,57,9.42,1.95,1.4,0,776,15,15,729,15,15
ET3,MC3,2023-06-20T20:15:00Z,19.9,87.65,0,1.001,19.8,0.999,0,87.7,19.8,2,47,5.69,2.13,1.3,0,645,15,15,580,15,15
ET3,MC3,2023-06-20T20:30:00Z,19.8,87.67,0,1,19.8,0.999,0,87.72,19.8,2,46,6.43,1.53,1.4,0,913,15,15,625,15,15
ET3,MC3,2023-06-20T20:45:00Z,19.8,87.65,0,1,19.8,1,0,87.7,19.8,2,44,5.48,1.57,1.4,0,769,15,15,601,15,15
ET3,MC3,2023-06-20T21:00:00Z,19.8,87.64,0,1,19.8,1,0,87.69,19.8,2.1,45,5.72,1.7,1.5,0,787,15,15,659,15,15
ET3,MC3,2023-06-20T21:15:00Z,19.8,87.66,0,0.999,19.7,1,0,87.71,19.7,2.1,71,5.75,1.39,1.4,0,826,15,15,650,15,15
ET3,MC3,2023-06-20T21:30:00Z,19.8,87.7,0,1,19.7,1,0,87.75,19.7,2.2,63,5.2,1.22,1.4,0,732,15,15,572,15,15
ET3,MC3,2023-06-20T21:45:00Z,19.6,87.77,0,1,19.5,0.999,0,87.82,19.5,2.2,48,5.51,1.6,1.4,0,792,15,15,621,15,15
ET3,MC3,2023-06-20T22:00:00Z,19.5,87.79,0,1,19.4,1,0,87.84,19.4,2.2,87,2.39,1.06,1.4,0,781,15,15,786,15,15
ET3,MC3,2023-06-20T22:15:00Z,19.5,87.76,0,1,19.5,1,0,87.81,19.5,2.2,72,4.18,1.21,1.4,0,698,15,15,605,15,15
ET3,MC3,2023-06-20T22:30:00Z,19.5,87.75,0,1,19.4,0.999,0,87.79,19.4,2.3,79,5.65,1.63,1.3,0,728,15,15,743,15,15
ET3,MC3,2023-06-20T22:45:00Z,19.6,87.72,0,0.999,19.6,1,0,87.77,19.6,2.3,74,3.87,1.16,1.3,0,738,15,15,818,15,15
ET3,MC3,2023-06-20T23:00:00Z,19.6,87.72,0,1,19.6,1.001,0,87.76,19.6,2.3,75,5.51,1.2,1.4,0,720,15,15,606,15,15
ET3,MC3,2023-06-20T23:15:00Z,19.7,87.69,0,0.999,19.7,1,0,87.74,19.6,2.2,72,3.53,1.08,1.3,0,765,15,15,622,15,15
ET3,MC3,2023-06-20T23:30:00Z,19.6,87.7,0,1,19.6,1.001,0,87.75,19.6,2.3,68,6.04,1.41,1.4,0,797,15,15,715,15,15
ET3,MC3,2023-06-20T23:45:00Z,19.7,87.69,0,0.999,19.7,1,0,87.73,19.7,2.2,78,3.46,0.88,1.3,0,813,15,15,864,15,15
ET3,MC3,2023-06-21T00:00:00Z,19.6,87.66,0,1,19.6,1,0,87.71,19.6,2.1,43,6.28,1.45,1.3,0,770,15,15,665,15,15
ET3,MC3,2023-06-21T00:15:00Z,19.8,87.63,0,1,19.7,1,0,87.67,19.7,2.2,51,3.65,1.34,1.4,0,696,15,15,560,15,15
ET3,MC3,2023-06-21T00:30:00Z,19.7,87.6,0,0.999,19.6,1,0,87.65,19.6,2.1,35,5.26,1.32,1.3,0,684,15,15,666,15,15
ET3,MC3,2023-06-21T00:45:00Z,19.5,87.57,0,1,19.5,1,0,87.62,19.5,2.1,48,8.21,1.81,1.4,0,669,15,15,580,15,15
ET3,MC3,2023-06-21T01:00:00Z,19.4,87.58,0,1,19.3,1.001,0,87.63,19.4,2,48,7.56,2.05,1.5,0,641,15,15,550,15,15
ET3,MC3,2023-06-21T01:15:00Z,19.3,87.59,0,1,19.3,1,0,87.64,19.3,2.1,41,5.44,1.62,1.4,0,714,15,15,624,15,15
ET3,MC3,2023-06-21T01:30:00Z,19.3,87.57,0,1,19.3,1.001,0,87.62,19.3,2.2,74,6.1,1.17,1.4,0,670,15,15,553,15,15
ET3,MC3,2023-06-21T01:45:00Z,19.2,87.55,0,1.001,19.2,1,0,87.6,19.2,2,61,6.82,1.66,1.3,0,739,15,15,833,15,15
ET3,MC3,2023-06-21T02:00:00Z,19.2,87.53,0,0.999,19.2,1,0,87.58,19.2,2.1,45,7.29,1.75,1.4,0,646,15,15,620,15,15
ET3,MC3,2023-06-21T02:15:00Z,19.3,87.51,0,0.999,19.3,1.001,0,87.56,19.3,2.1,58,5.51,1.53,1.4,0,642,15,15,536,15,15
ET3,MC3,2023-06-21T02:30:00Z,19.2,87.5,0,1,19.2,1.001,0,87.55,19.2,2.2,89,4.8,1.81,1.5,0,665,15,15,599,15,15
ET3,MC3,2023-06-21T02:45:00Z,19.2,87.52,0,1,19.2,1,0,87.57,19.2,2.1,54,5.7,1.5,1.4,0,620,15,15,552,15,15
ET3,MC3,2023-06-21T03:00:00Z,19.2,87.52,0,1,19.2,1,0,87.57,19.2,2.2,79,3.94,1.23,1.4,0,624,15,15,563,15,15
ET3,MC3,2023-06-21T03:15:00Z,19.1,87.53,0,1,19.1,1,0,87.57,19.1,2.3,105,6.19,1.49,1.4,0,675,15,15,627,15,15
ET3,MC3,2023-06-21T03:30:00Z,19.2,87.51,0,0.999,19.2,1,0,87.56,19.2,2.2,95,3.43,1.36,1.4,0,699,15,15,659,15,15
ET3,MC3,2023-06-21T03:45:00Z,19.2,87.52,0,1,19.2,1.001,0,87.56,19.2,2.2,108,2.52,1.02,1.3,0,657,15,15,569,15,15
ET3,MC3,2023-06-21T04:00:00Z,19.2,87.5,0,1,19.2,1.001,0,87.55,19.2,2.2,92,7.21,1.9,1.4,0,656,15,15,580,15,15
ET3,MC3,2023-06-21T04:15:00Z,19.1,87.49,0,1,19.1,1.001,0,87.54,19.1,2.1,89,4.08,1.58,1.5,0,756,15,15,535,15,15
ET3,MC3,2023-06-21T04:30:00Z,19.2,87.51,0,1,19.2,1,0,87.56,19.2,2.3,105,3.89,1.49,1.5,0,726,15,15,522,15,15
ET3,MC3,2023-06-21T04:45:00Z,19.2,87.52,0,1,19.1,1,0,87.57,19.1,2.2,91,7.17,2.15,1.6,0,609,15,15,586,15,15
ET3,MC3,2023-06-21T05:00:00Z,19.2,87.52,0,1,19.1,1,0,87.57,19.1,2.2,86,5.13,1.71,1.4,0,602,15,15,566,15,15
ET3,MC3,2023-06-21T05:15:00Z,19.2,87.53,0,1,19.2,1,0,87.57,19.2,2.2,99,4.79,1.75,1.5,0,669,15,15,620,15,15
ET3,MC3,2023-06-21T05:30:00Z,19.3,87.54,0,1,19.3,1,0,87.58,19.3,2.2,130,2.2,1.15,1.4,0,765,15,15,692,15,15
ET3,MC3,2023-06-21T05:45:00Z,19.4,87.54,0,1,19.4,1,0,87.59,19.3,2.2,106,2.38,1.04,1.4,0,662,15,15,584,15,15
ET3,MC3,2023-06-21T06:00:00Z,19.4,87.55,0,1,19.3,1,0,87.6,19.3,2.3,94,3.52,1.25,1.4,2.2,861,15,15,692,15,15
ET3,MC3,2023-06-21T06:15:00Z,19.4,87.53,0,1,19.4,0.999,0,87.58,19.4,2.3,117,3.39,1.27,1.4,13.9,645,15,15,536,15,15
ET3,MC3,2023-06-21T06:30:00Z,19.5,87.52,0,1,19.4,0.999,0,87.56,19.4,2.3,124,3.11,1.24,1.4,28,579,15,15,480,15,15
ET3,MC3,2023-06-21T06:45:00Z,19.5,87.5,0,1,19.4,1,0,87.55,19.3,2.2,95,5.31,1.86,1.5,37.4,629,15,15,457,15,8
ET3,MC3,2023-06-21T07:00:00Z,19.5,87.49,0,1,19.4,1,0,87.54,19.3,2.2,94,4.37,1.83,1.5,42.5,559,15,15,457,15,0
ET3,MC3,2023-06-21T07:15:00Z,19.6,87.5,0,1,19.6,0.999,0,87.55,19.4,2.2,101,4.66,1.67,1.5,39.9,655,15,15,456,15,0
ET3,MC3,2023-06-21T07:30:00Z,19.8,87.52,0,0.999,19.6,0.999,0,87.57,19.4,2.2,95,3.34,1.37,1.5,45.8,544,15,15,455,15,0
ET3,MC3,2023-06-21T07:45:00Z,20,87.53,0,1,19.8,1,0,87.58,19.6,2.3,110,7.96,1.53,1.5,57.1,503,15,15,455,15,0
ET3,MC3,2023-06-21T08:00:00Z,20.1,87.54,0,1,19.8,1,0,87.59,19.5,2.2,92,7.29,2.03,1.5,70.3,492,15,15,455,15,0
ET3,MC3,2023-06-21T08:15:00Z,20.4,87.56,0,1,20,1,0,87.61,19.7,2.3,118,3.5,1.41,1.5,59.9,506,15,15,477,15,5
ET3,MC3,2023-06-21T08:30:00Z,20.4,87.58,0,1,20,1,0,87.63,19.8,2.3,119,4.34,1.36,1.5,52.6,505,15,15,457,15,14
ET3,MC3,2023-06-21T08:45:00Z,20.6,87.59,0,0.999,20.1,1,0,87.64,19.9,2.2,111,3.55,1.59,1.5,58.2,492,15,15,454,15,0
ET3,MC3,2023-06-21T09:00:00Z,20.8,87.58,0,1,20.2,1,0,87.63,20,2.3,107,3.86,1.87,1.6,93,483,15,15,453,15,0
ET3,MC3,2023-06-21T09:15:00Z,21.6,87.6,0.03,0.988,20.8,1,0,87.65,20.2,2.4,96,5.54,1.98,1.5,108.4,460,15,15,451,14,0
ET3,MC3,2023-06-21T09:30:00Z,22,87.63,0.15,0.944,20.9,0.999,0,87.68,20.2,2.3,112,3.34,1.69,1.5,76.9,457,15,0,453,15,0
ET3,MC3,2023-06-21T09:45:00Z,21.8,87.65,0.15,0.943,20.9,0.999,0,87.7,20.3,2.3,101,3.88,1.66,1.5,71.6,485,15,7,554,15,9
ET3,MC3,2023-06-21T10:00:00Z,22.2,87.66,0.13,0.952,20.9,1,0,87.71,20.5,2.3,142,2,1.25,1.4,66.7,498,15,15,636,15,15
ET3,MC3,2023-06-21T10:15:00Z,22.6,87.66,0.14,0.948,21.1,1,0,87.71,20.6,2.3,132,2.2,1.19,1.4,61.5,635,15,15,712,15,15
ET3,MC3,2023-06-21T10:30:00Z,22.2,87.64,0.13,0.953,21,1,0,87.69,20.7,2.3,137,1.68,1.09,1.4,51.6,825,15,15,810,15,15
ET3,MC3,2023-06-21T10:45:00Z,22.3,87.62,0.09,0.968,21.1,1,0,87.67,20.8,2.4,132,1.83,1.27,1.3,82.8,811,15,15,517,15,15
ET3,MC3,2023-06-21T11:00:00Z,22.6,87.59,0.12,0.955,21.2,1.001,0,87.64,20.7,2.3,118,2.12,1.32,1.3,67.6,637,15,15,454,15,5
ET3,MC3,2023-06-21T11:15:00Z,22.3,87.58,0.17,0.935,21.5,0.992,0.02,87.63,20.6,2.4,124,2.02,1.39,1.4,60.6,574,15,15,454,15,0
ET3,MC3,2023-06-21T11:30:00Z,22.5,87.6,0.13,0.952,22,0.978,0.06,87.64,21.2,2.3,131,1.55,0.9,1.4,46.9,555,15,15,454,15,0
ET3,MC3,2023-06-21T11:45:00Z,22.2,87.61,0.14,0.949,21.3,0.991,0.02,87.66,20.7,2.4,114,3.16,1.08,1.4,29.3,540,15,15,454,15,0
ET3,MC3,2023-06-21T12:00:00Z,21.7,87.6,0.09,0.965,21.1,1,0,87.65,20.8,2.3,120,2.34,1.1,1.4,39.6,527,15,15,468,15,10
ET3,MC3,2023-06-21T12:15:00Z,22.1,87.59,0.08,0.97,21.2,1,0,87.64,20.8,2.3,123,2.21,1.17,1.4,54.7,507,15,15,453,15,9
ET3,MC3,2023-06-21T12:30:00Z,22.5,87.58,0.14,0.949,21.2,1,0,87.63,20.8,2.4,118,2.01,1.38,1.4,70.3,485,15,15,453,15,0
ET3,MC3,2023-06-21T12:45:00Z,22.5,87.56,0.14,0.949,21.5,0.999,0,87.6,20.9,2.3,129,1.77,1.07,1.4,40.8,481,15,15,453,15,0
ET3,MC3,2023-06-21T13:00:00Z,22.4,87.56,0.16,0.94,21.4,1,0,87.61,20.9,2.4,143,1.76,1.21,1.4,38.5,482,15,15,459,15,0
ET3,MC3,2023-06-21T13:15:00Z,22.2,87.54,0.11,0.958,21.6,0.997,0.01,87.58,20.9,2.3,136,1.75,1.2,1.4,36.4,553,15,15,599,15,15
ET3,MC3,2023-06-21T13:30:00Z,22.1,87.5,0.11,0.959,21.5,0.999,0,87.54,21,2.3,157,1.8,1.34,1.4,54.9,510,15,15,458,15,14
ET3,MC3,2023-06-21T13:45:00Z,21.8,87.49,0.1,0.962,21.6,0.998,0,87.53,21.1,2.4,146,1.58,1.32,1.4,35.9,486,15,15,455,15,0
ET3,MC3,2023-06-21T14:00:00Z,22.3,87.48,0.09,0.967,21.9,0.998,0,87.52,21.4,2.4,140,1.73,1.22,1.4,55.3,475,15,15,454,15,0
ET3,MC3,2023-06-21T14:15:00Z,22.9,87.48,0.11,0.962,22.2,1,0,87.52,21.7,2.3,143,1.66,1.26,1.4,42.1,476,15,15,455,15,0
ET3,MC3,2023-06-21T14:30:00Z,22.5,87.47,0.11,0.959,21.9,1,0,87.51,21.4,2.4,146,1.61,1.32,1.4,14.3,474,15,15,456,15,0
ET3,MC3,2023-06-21T14:45:00Z,22.2,87.47,0.09,0.966,21.8,0.999,0,87.51,21.4,2.4,133,1.52,1.23,1.4,31.7,708,15,15,865,15,15
ET3,MC3,2023-06-21T15:00:00Z,22.2,87.47,0.06,0.977,21.9,1.001,0,87.51,21.6,2.4,145,1.29,0.88,1.4,31.9,668,15,15,587,15,15
ET3,MC3,2023-06-21T15:15:00Z,21.7,87.47,0.04,0.986,21.7,1,0,87.51,21.4,2.4,143,1.55,0.87,1.3,20.9,641,15,15,512,15,15
ET3,MC3,2023-06-21T15:30:00Z,21,87.49,0.03,0.987,20.8,1,0,87.54,20.4,2.4,110,2.45,0.74,1.4,6,705,15,15,700,15,15
ET3,MC3,2023-06-21T15:45:00Z,19.4,87.51,0.03,0.986,19.3,1,0,87.55,19,2.2,70,6.98,2.09,1.4,1.6,662,15,15,569,15,15
ET3,MC3,2023-06-21T16:00:00Z,19.2,87.48,0.01,0.994,19.3,1.001,0,87.52,18.9,2.3,130,2.66,1.23,1.4,11.7,554,15,15,506,15,15
ET3,MC3,2023-06-21T16:15:00Z,19.7,87.46,0.02,0.991,20,0.985,0.03,87.5,19,2.4,155,4.65,1.61,1.4,9,498,15,15,459,15,6
ET3,MC3,2023-06-21T16:30:00Z,20,87.51,0.07,0.97,20.2,0.976,0.06,87.55,19.2,2.3,157,3.17,1.02,1.4,1.8,647,15,15,569,15,10
ET3,MC3,2023-06-21T16:45:00Z,19.5,87.54,0.05,0.98,19.6,0.992,0.02,87.59,19.1,2.3,139,1.74,0.62,1.4,0,672,15,15,545,15,15
ET3,MC3,2023-06-21T17:00:00Z,19.4,87.57,0.03,0.988,19.6,0.998,0,87.61,19,2.3,158,2.03,0.92,1.4,0,914,15,15,859,15,15
ET3,MC3,2023-06-21T17:15:00Z,19.5,87.58,0.03,0.985,19.8,0.99,0.02,87.62,19,2.3,157,1.6,0.85,1.3,0,907,15,15,732,15,15
ET3,MC3,2023-06-21T17:30:00Z,19.4,87.6,0.03,0.986,19.5,0.997,0.01,87.64,19.1,2.3,149,1.32,0.74,1.3,0,697,15,15,545,15,15
ET3,MC3,2023-06-21T17:45:00Z,19.3,87.62,0.02,0.993,19.5,1,0,87.67,19.1,2.3,110,1.15,0.58,1.3,0,816,15,15,911,15,15
ET3,MC3,2023-06-21T18:00:00Z,19.2,87.65,0.01,0.997,19.3,1,0,87.69,19.1,2.3,100,3.3,1.25,1.3,0,728,15,15,707,15,15
ET3,MC3,2023-06-21T18:15:00Z,18.6,87.63,0,0.999,19.2,0.997,0.01,87.67,18.4,2.3,103,4.11,1.5,1.5,0,732,15,15,718,15,15
ET3,MC3,2023-06-21T18:30:00Z,18.5,87.64,0,0.998,19.4,0.955,0.1,87.68,18,2.3,133,2.7,1.13,1.3,0,827,15,15,696,15,15
ET3,MC3,2023-06-21T18:45:00Z,18.5,87.65,0,0.999,19,0.98,0.04,87.69,18.4,2.4,132,2.09,1,1.4,0,764,15,15,718,15,15
ET3,MC3,2023-06-21T19:00:00Z,18.1,87.69,0.01,0.997,19.3,0.957,0.1,87.73,17.9,2.3,114,2.68,1.15,1.3,0,716,15,15,841,15,15
ET3,MC3,2023-06-21T19:15:00Z,18.2,87.79,0,0.999,19.8,0.912,0.2,87.83,17.9,2.3,143,2.69,1.32,1.3,0,919,15,15,890,15,15
ET3,MC3,2023-06-21T19:30:00Z,18.4,87.78,0.01,0.993,19.4,0.94,0.14,87.82,18,2.3,133,2.88,1.18,1.3,0,720,15,15,810,15,15
ET3,MC3,2023-06-21T19:45:00Z,17.9,87.77,0.03,0.987,19.7,0.888,0.26,87.82,17.8,2.2,103,3.19,1.3,1.4,0,899,15,15,880,15,15
ET3,MC3,2023-06-21T20:00:00Z,17.2,87.8,0.04,0.982,19.6,0.841,0.36,87.84,17.7,2.3,99,3.26,1.54,1.5,0,705,15,15,866,15,15
ET3,MC3,2023-06-21T20:15:00Z,16.8,87.8,0.03,0.983,18.8,0.866,0.29,87.84,17.9,2.2,98,2.82,1.53,1.4,0,792,15,15,849,15,15
ET3,MC3,2023-06-21T20:30:00Z,16.5,87.78,0.02,0.988,18.9,0.85,0.33,87.82,18,2.2,119,2.13,1.12,1.4,0,792,15,15,762,15,15
ET3,MC3,2023-06-21T20:45:00Z,16.9,87.79,0.06,0.971,19.1,0.833,0.37,87.83,18.2,2.2,143,2.06,1.22,1.3,0,727,15,15,874,15,15
ET3,MC3,2023-06-21T21:00:00Z,17.3,87.81,0.15,0.926,19,0.832,0.37,87.86,18.2,2.2,148,2.77,1.43,1.3,0,838,15,15,838,15,15
ET3,MC3,2023-06-21T21:15:00Z,16.8,87.8,0.11,0.943,18.4,0.855,0.31,87.85,17.5,2.2,127,1.84,1.16,1.3,0,746,15,15,780,15,15
ET3,MC3,2023-06-21T21:30:00Z,16.9,87.74,0.11,0.943,18.6,0.847,0.33,87.78,17.8,2.2,147,2.46,1.23,1.3,0,752,15,15,735,15,15
ET3,MC3,2023-06-21T21:45:00Z,18.2,87.7,0.26,0.875,18.3,0.873,0.27,87.74,17.8,2.2,153,3.13,1.53,1.3,0,628,15,15,590,15,15
ET3,MC3,2023-06-21T22:00:00Z,19.5,87.68,0.43,0.81,18.8,0.852,0.32,87.73,18.4,2.2,180,3.56,1.61,1.3,0,555,15,15,584,15,15
ET3,MC3,2023-06-21T22:15:00Z,19.1,87.67,0.37,0.832,18.7,0.846,0.33,87.71,18.3,2.2,160,4.44,1.4,1.4,0,485,15,15,516,15,15
ET3,MC3,2023-06-21T22:30:00Z,18.4,87.66,0.31,0.855,19,0.83,0.37,87.71,18.2,2.3,151,2.88,1.16,1.4,0,464,15,15,479,15,15
ET3,MC3,2023-06-21T22:45:00Z,18.6,87.66,0.36,0.833,19.1,0.813,0.41,87.7,18.6,2.3,146,5.1,1.47,1.5,0,453,15,1,455,15,3
ET3,MC3,2023-06-21T23:00:00Z,18.8,87.66,0.38,0.824,19.4,0.798,0.45,87.7,18.6,2.2,134,5.05,1.44,1.4,0,452,15,11,454,15,0
ET3,MC3,2023-06-21T23:15:00Z,19.4,87.67,0.5,0.779,20.2,0.741,0.61,87.71,19.4,2.2,124,5.03,1.04,1.5,0,451,15,0,452,15,0
ET3,MC3,2023-06-21T23:30:00Z,20,87.66,0.6,0.744,20.6,0.718,0.68,87.7,19.6,2.4,125,4.3,0.98,1.6,0,450,15,0,452,15,0
ET3,MC3,2023-06-21T23:45:00Z,20.1,87.66,0.61,0.739,20.4,0.73,0.65,87.7,19.6,2.3,131,4.37,1.17,1.5,0,450,15,0,452,15,0
ET3,MC3,2023-06-22T00:00:00Z,20,87.65,0.59,0.748,20.3,0.736,0.63,87.69,19.7,2.3,120,3.81,1.23,1.7,0,450,15,0,452,15,0
ET3,MC3,2023-06-22T00:15:00Z,20,87.65,0.61,0.741,20.5,0.723,0.67,87.69,19.9,2.3,123,3.6,1.18,1.6,0,450,15,0,452,15,0
ET3,MC3,2023-06-22T00:30:00Z,19.6,87.68,0.52,0.77,19.9,0.76,0.56,87.72,19,2.2,169,1.25,0.57,1.5,0,451,15,0,453,15,0
ET3,MC3,2023-06-22T00:45:00Z,18.4,87.69,0.35,0.833,18.7,0.825,0.38,87.73,18.3,2.2,74,1.87,0.79,1.5,0,453,15,0,456,15,0
ET3,MC3,2023-06-22T01:00:00Z,17.6,87.68,0.26,0.873,17.9,0.875,0.26,87.72,18,2.1,109,1.63,0.97,1.5,0,452,15,0,454,15,0
ET3,MC3,2023-06-22T01:15:00Z,18.4,87.67,0.32,0.85,18.9,0.837,0.36,87.71,18.6,2.1,92,2.19,1.06,1.5,0,452,15,0,455,15,0
ET3,MC3,2023-06-22T01:30:00Z,18.3,87.67,0.3,0.858,18.8,0.848,0.33,87.71,18.6,2.1,123,1.34,0.72,1.5,0,452,15,0,454,15,0
ET3,MC3,2023-06-22T01:45:00Z,18.5,87.66,0.25,0.884,18.9,0.878,0.27,87.69,18.6,2.2,147,1.39,0.72,1.5,0,453,15,0,456,15,0
ET3,MC3,2023-06-22T02:00:00Z,18.6,87.65,0.15,0.93,18.9,0.93,0.15,87.69,18.7,2.2,121,2.66,0.83,1.5,0,454,15,0,456,15,0
ET3,MC3,2023-06-22T02:15:00Z,18.7,87.64,0.1,0.955,18.9,0.959,0.09,87.68,18.8,2.2,135,2.84,0.84,1.5,0,455,15,0,457,15,0
ET3,MC3,2023-06-22T02:30:00Z,18.9,87.64,0.09,0.958,19.1,0.964,0.08,87.68,19,2.2,127,2.83,0.88,1.5,0,454,15,0,456,15,0
ET3,MC3,2023-06-22T02:45:00Z,19,87.64,0.1,0.954,19.3,0.956,0.1,87.68,19.2,2.3,145,1.76,0.85,1.4,0,454,15,0,458,15,0
ET3,MC3,2023-06-22T03:00:00Z,19.1,87.62,0.11,0.949,19.5,0.944,0.13,87.66,19.3,2.2,150,2.65,0.83,1.5,0,453,15,0,457,15,0
ET3,MC3,2023-06-22T03:15:00Z,19.1,87.61,0.15,0.934,19.5,0.927,0.17,87.65,19.3,2.3,145,1.55,0.68,1.5,0,453,15,0,457,15,0
ET3,MC3,2023-06-22T03:30:00Z,19,87.61,0.17,0.922,19.5,0.911,0.2,87.65,19.2,2.2,153,1.21,0.7,1.5,0,453,15,0,456,15,0
ET3,MC3,2023-06-22T03:45:00Z,19,87.62,0.19,0.911,19.4,0.9,0.23,87.66,19.1,2.2,137,1.66,0.62,1.6,0,452,15,0,455,15,0
ET3,MC3,2023-06-22T04:00:00Z,19.2,87.62,0.22,0.9,19.6,0.891,0.25,87.66,19.2,2.2,153,1.72,0.64,1.5,0,453,15,0,456,15,0
ET3,MC3,2023-06-22T04:15:00Z,19.2,87.62,0.2,0.908,19.8,0.895,0.24,87.66,19.4,2.3,138,3.51,0.65,1.5,0,453,15,0,455,15,0
ET3,MC3,2023-06-22T04:30:00Z,19.4,87.62,0.21,0.906,19.8,0.898,0.23,87.66,19.5,2.3,130,1.75,0.74,1.5,0,453,15,0,455,15,0
ET3,MC3,2023-06-22T04:45:00Z,19.6,87.63,0.25,0.892,20.1,0.881,0.28,87.67,19.8,2.2,145,1.81,0.72,1.5,0,452,15,0,455,15,0
ET3,MC3,2023-06-22T05:00:00Z,19.8,87.64,0.29,0.876,20.5,0.857,0.34,87.68,20.1,2.3,152,1.96,0.78,1.5,0,452,15,0,455,15,0
ET3,MC3,2023-06-22T05:15:00Z,20,87.65,0.32,0.864,20.5,0.847,0.37,87.69,20.2,2.3,150,2.1,0.79,1.5,0,452,15,0,454,15,0
ET3,MC3,2023-06-22T05:30:00Z,20.1,87.68,0.33,0.86,20.7,0.842,0.38,87.72,20.4,2.2,137,1.73,0.74,1.5,0,451,15,0,454,15,0
ET3,MC3,2023-06-22T05:45:00Z,20.2,87.72,0.32,0.863,20.8,0.847,0.37,87.76,20.5,2.3,148,2.43,0.68,1.5,3.5,451,15,0,454,15,0
ET3,MC3,2023-06-22T06:00:00Z,20.2,87.74,0.31,0.867,20.5,0.857,0.35,87.78,20.3,2.3,147,1.96,0.68,1.5,9,452,15,0,454,15,0
ET3,MC3,2023-06-22T06:15:00Z,19.7,87.75,0.25,0.889,19.7,0.895,0.24,87.79,19.5,2.3,82,3.66,0.97,1.6,13.5,454,15,0,456,15,0
ET3,MC3,2023-06-22T06:30:00Z,19,87.75,0.13,0.94,18.8,0.955,0.1,87.79,18.9,2.2,86,1.86,1,1.6,18.5,455,15,0,457,15,0
ET3,MC3,2023-06-22T06:45:00Z,18.8,87.76,0.09,0.957,18.7,0.974,0.06,87.8,18.8,2.1,113,1.68,0.58,1.5,23.8,454,15,0,456,15,0
ET3,MC3,2023-06-22T07:00:00Z,19.2,87.76,0.12,0.944,19.3,0.953,0.11,87.8,19.4,2.2,158,1.58,0.63,1.5,30.2,453,15,0,454,15,0
ET3,MC3,2023-06-22T07:15:00Z,20.4,87.75,0.31,0.872,20.2,0.886,0.27,87.8,20.2,2.2,170,2.88,0.83,1.5,38.1,452,15,0,453,15,0
ET3,MC3,2023-06-22T07:30:00Z,21.2,87.74,0.44,0.824,21,0.837,0.4,87.79,20.8,2.3,166,2.76,0.84,1.5,49.4,451,15,0,452,15,0
ET3,MC3,2023-06-22T07:45:00Z,21.7,87.74,0.52,0.8,21.4,0.808,0.49,87.78,21.4,2.3,156,2.12,0.74,1.5,63.4,450,15,0,451,15,0
ET3,MC3,2023-06-22T08:00:00Z,22.3,87.74,0.56,0.793,21.9,0.802,0.52,87.78,21.8,2.3,163,1.21,0.54,1.5,68.5,450,15,0,451,15,0
ET3,MC3,2023-06-22T08:15:00Z,22.9,87.76,0.55,0.802,22.1,0.83,0.45,87.8,22.1,2.3,156,0.78,0.55,1.5,67.6,451,15,0,451,15,0
ET3,MC3,2023-06-22T08:30:00Z,23.3,87.79,0.39,0.864,22.2,0.911,0.24,87.83,22,2.4,164,0.87,0.53,1.5,75.1,452,15,0,452,15,0
ET3,MC3,2023-06-22T08:45:00Z,23,87.8,0.39,0.86,21.8,0.925,0.2,87.85,22,2.3,163,0.99,0.59,1.5,69.9,452,15,0,452,15,0
